root_note_name,mode,midi_program_num,play_style_name,midi_program_name,path,sampling_rate,play_style,midi_category,name,mode_idx,fold,set_type
C,locrian,70,DOWN,Bassoon,C_locrian_DOWN_70_Bassoon.wav,44100,1,Reed Timbres,C_locrian_DOWN_70_Bassoon,6,2,train
C,locrian,71,DOWN,Clarinet,C_locrian_DOWN_71_Clarinet.wav,44100,1,Reed Timbres,C_locrian_DOWN_71_Clarinet,6,6,train
C,locrian,72,DOWN,Piccolo,C_locrian_DOWN_72_Piccolo.wav,44100,1,Pipe Timbres,C_locrian_DOWN_72_Piccolo,6,6,train
C,locrian,73,DOWN,Flute,C_locrian_DOWN_73_Flute.wav,44100,1,Pipe Timbres,C_locrian_DOWN_73_Flute,6,3,train
C,locrian,74,DOWN,Recorder,C_locrian_DOWN_74_Recorder.wav,44100,1,Pipe Timbres,C_locrian_DOWN_74_Recorder,6,18,test
C,locrian,75,DOWN,Pan Flute,C_locrian_DOWN_75_Pan_Flute.wav,44100,1,Pipe Timbres,C_locrian_DOWN_75_Pan_Flute,6,10,train
C,locrian,76,DOWN,Bottle Blow,C_locrian_DOWN_76_Bottle_Blow.wav,44100,1,Pipe Timbres,C_locrian_DOWN_76_Bottle_Blow,6,13,train
C,locrian,79,DOWN,Ocarina,C_locrian_DOWN_79_Ocarina.wav,44100,1,Pipe Timbres,C_locrian_DOWN_79_Ocarina,6,2,train
C,locrian,80,DOWN,Square Wave Lead,C_locrian_DOWN_80_Square_Wave_Lead.wav,44100,1,Synth Lead,C_locrian_DOWN_80_Square_Wave_Lead,6,11,train
C,locrian,81,DOWN,Sawtooth Wave Lead,C_locrian_DOWN_81_Sawtooth_Wave_Lead.wav,44100,1,Synth Lead,C_locrian_DOWN_81_Sawtooth_Wave_Lead,6,8,train
C,locrian,82,DOWN,Calliope Lead,C_locrian_DOWN_82_Calliope_Lead.wav,44100,1,Synth Lead,C_locrian_DOWN_82_Calliope_Lead,6,11,train
C,locrian,83,DOWN,Chiff Lead,C_locrian_DOWN_83_Chiff_Lead.wav,44100,1,Synth Lead,C_locrian_DOWN_83_Chiff_Lead,6,15,valid
C,locrian,84,DOWN,Charang Lead,C_locrian_DOWN_84_Charang_Lead.wav,44100,1,Synth Lead,C_locrian_DOWN_84_Charang_Lead,6,18,test
C,locrian,85,DOWN,Voice Lead,C_locrian_DOWN_85_Voice_Lead.wav,44100,1,Synth Lead,C_locrian_DOWN_85_Voice_Lead,6,18,test
C,locrian,87,DOWN,Bass Lead,C_locrian_DOWN_87_Bass_Lead.wav,44100,1,Synth Lead,C_locrian_DOWN_87_Bass_Lead,6,8,train
C,locrian,88,DOWN,New Age Pad,C_locrian_DOWN_88_New_Age_Pad.wav,44100,1,Synth Pad,C_locrian_DOWN_88_New_Age_Pad,6,9,train
C,locrian,89,DOWN,Warm Pad,C_locrian_DOWN_89_Warm_Pad.wav,44100,1,Synth Pad,C_locrian_DOWN_89_Warm_Pad,6,18,test
C,locrian,90,DOWN,Polysynth Pad,C_locrian_DOWN_90_Polysynth_Pad.wav,44100,1,Synth Pad,C_locrian_DOWN_90_Polysynth_Pad,6,4,train
C,locrian,91,DOWN,Choir Pad,C_locrian_DOWN_91_Choir_Pad.wav,44100,1,Synth Pad,C_locrian_DOWN_91_Choir_Pad,6,6,train
C,locrian,92,DOWN,Bowed Pad,C_locrian_DOWN_92_Bowed_Pad.wav,44100,1,Synth Pad,C_locrian_DOWN_92_Bowed_Pad,6,16,valid
C,locrian,93,DOWN,Metallic Pad,C_locrian_DOWN_93_Metallic_Pad.wav,44100,1,Synth Pad,C_locrian_DOWN_93_Metallic_Pad,6,1,train
C,locrian,94,DOWN,Halo Pad,C_locrian_DOWN_94_Halo_Pad.wav,44100,1,Synth Pad,C_locrian_DOWN_94_Halo_Pad,6,1,train
C,locrian,95,DOWN,Sweep Pad,C_locrian_DOWN_95_Sweep_Pad.wav,44100,1,Synth Pad,C_locrian_DOWN_95_Sweep_Pad,6,5,train
C,locrian,104,DOWN,Sitar,C_locrian_DOWN_104_Sitar.wav,44100,1,Ethnic Timbres,C_locrian_DOWN_104_Sitar,6,8,train
C,locrian,105,DOWN,Banjo,C_locrian_DOWN_105_Banjo.wav,44100,1,Ethnic Timbres,C_locrian_DOWN_105_Banjo,6,6,train
C,locrian,106,DOWN,Shamisen,C_locrian_DOWN_106_Shamisen.wav,44100,1,Ethnic Timbres,C_locrian_DOWN_106_Shamisen,6,1,train
C,locrian,107,DOWN,Koto,C_locrian_DOWN_107_Koto.wav,44100,1,Ethnic Timbres,C_locrian_DOWN_107_Koto,6,4,train
C,locrian,108,DOWN,Kalimba,C_locrian_DOWN_108_Kalimba.wav,44100,1,Ethnic Timbres,C_locrian_DOWN_108_Kalimba,6,5,train
C,locrian,109,DOWN,Bagpipe,C_locrian_DOWN_109_Bagpipe.wav,44100,1,Ethnic Timbres,C_locrian_DOWN_109_Bagpipe,6,4,train
C,locrian,110,DOWN,Fiddle,C_locrian_DOWN_110_Fiddle.wav,44100,1,Ethnic Timbres,C_locrian_DOWN_110_Fiddle,6,19,test
C,locrian,111,DOWN,Shanai,C_locrian_DOWN_111_Shanai.wav,44100,1,Ethnic Timbres,C_locrian_DOWN_111_Shanai,6,16,valid
C#,ionian,0,UP,Acoustic Grand Piano,C#_ionian_UP_0_Acoustic_Grand_Piano.wav,44100,0,Piano Timbres,C#_ionian_UP_0_Acoustic_Grand_Piano,0,14,train
C#,ionian,1,UP,Bright Acoustic Piano,C#_ionian_UP_1_Bright_Acoustic_Piano.wav,44100,0,Piano Timbres,C#_ionian_UP_1_Bright_Acoustic_Piano,0,18,test
C#,ionian,2,UP,Electric Grand Piano,C#_ionian_UP_2_Electric_Grand_Piano.wav,44100,0,Piano Timbres,C#_ionian_UP_2_Electric_Grand_Piano,0,5,train
C#,ionian,3,UP,Honky-tonk Piano,C#_ionian_UP_3_Honky-tonk_Piano.wav,44100,0,Piano Timbres,C#_ionian_UP_3_Honky-tonk_Piano,0,5,train
C#,ionian,4,UP,Rhodes Piano,C#_ionian_UP_4_Rhodes_Piano.wav,44100,0,Piano Timbres,C#_ionian_UP_4_Rhodes_Piano,0,18,test
C#,ionian,5,UP,Chorused Piano,C#_ionian_UP_5_Chorused_Piano.wav,44100,0,Piano Timbres,C#_ionian_UP_5_Chorused_Piano,0,3,train
C#,ionian,6,UP,Harpsichord,C#_ionian_UP_6_Harpsichord.wav,44100,0,Piano Timbres,C#_ionian_UP_6_Harpsichord,0,4,train
C#,ionian,7,UP,Clavinet,C#_ionian_UP_7_Clavinet.wav,44100,0,Piano Timbres,C#_ionian_UP_7_Clavinet,0,9,train
C#,ionian,10,UP,Music Box,C#_ionian_UP_10_Music_Box.wav,44100,0,Chromatic Percussion,C#_ionian_UP_10_Music_Box,0,15,valid
C#,ionian,11,UP,Vibraphone,C#_ionian_UP_11_Vibraphone.wav,44100,0,Chromatic Percussion,C#_ionian_UP_11_Vibraphone,0,2,train
C#,ionian,12,UP,Marimba,C#_ionian_UP_12_Marimba.wav,44100,0,Chromatic Percussion,C#_ionian_UP_12_Marimba,0,2,train
C#,ionian,13,UP,Xylophone,C#_ionian_UP_13_Xylophone.wav,44100,0,Chromatic Percussion,C#_ionian_UP_13_Xylophone,0,16,valid
C#,ionian,15,UP,Dulcimer,C#_ionian_UP_15_Dulcimer.wav,44100,0,Chromatic Percussion,C#_ionian_UP_15_Dulcimer,0,13,train
C#,ionian,16,UP,Hammond Organ,C#_ionian_UP_16_Hammond_Organ.wav,44100,0,Organ Timbres,C#_ionian_UP_16_Hammond_Organ,0,5,train
C#,ionian,17,UP,Percussive Organ,C#_ionian_UP_17_Percussive_Organ.wav,44100,0,Organ Timbres,C#_ionian_UP_17_Percussive_Organ,0,9,train
C#,ionian,18,UP,Rock Organ,C#_ionian_UP_18_Rock_Organ.wav,44100,0,Organ Timbres,C#_ionian_UP_18_Rock_Organ,0,6,train
C#,ionian,19,UP,Church Organ,C#_ionian_UP_19_Church_Organ.wav,44100,0,Organ Timbres,C#_ionian_UP_19_Church_Organ,0,20,test
C#,ionian,20,UP,Reed Organ,C#_ionian_UP_20_Reed_Organ.wav,44100,0,Organ Timbres,C#_ionian_UP_20_Reed_Organ,0,20,test
C#,ionian,24,UP,Acoustic Nylon Guitar,C#_ionian_UP_24_Acoustic_Nylon_Guitar.wav,44100,0,Guitar Timbres,C#_ionian_UP_24_Acoustic_Nylon_Guitar,0,4,train
C#,ionian,25,UP,Acoustic Steel Guitar,C#_ionian_UP_25_Acoustic_Steel_Guitar.wav,44100,0,Guitar Timbres,C#_ionian_UP_25_Acoustic_Steel_Guitar,0,3,train
C#,ionian,26,UP,Electric Jazz Guitar,C#_ionian_UP_26_Electric_Jazz_Guitar.wav,44100,0,Guitar Timbres,C#_ionian_UP_26_Electric_Jazz_Guitar,0,18,test
C#,ionian,27,UP,Electric Clean Guitar,C#_ionian_UP_27_Electric_Clean_Guitar.wav,44100,0,Guitar Timbres,C#_ionian_UP_27_Electric_Clean_Guitar,0,4,train
C#,ionian,28,UP,Electric Muted Guitar,C#_ionian_UP_28_Electric_Muted_Guitar.wav,44100,0,Guitar Timbres,C#_ionian_UP_28_Electric_Muted_Guitar,0,11,train
C#,ionian,29,UP,Overdriven Guitar,C#_ionian_UP_29_Overdriven_Guitar.wav,44100,0,Guitar Timbres,C#_ionian_UP_29_Overdriven_Guitar,0,2,train
C#,ionian,30,UP,Distortion Guitar,C#_ionian_UP_30_Distortion_Guitar.wav,44100,0,Guitar Timbres,C#_ionian_UP_30_Distortion_Guitar,0,19,test
C#,ionian,32,UP,Acoustic Bass,C#_ionian_UP_32_Acoustic_Bass.wav,44100,0,Bass Timbres,C#_ionian_UP_32_Acoustic_Bass,0,20,test
C#,ionian,33,UP,Fingered Electric Bass,C#_ionian_UP_33_Fingered_Electric_Bass.wav,44100,0,Bass Timbres,C#_ionian_UP_33_Fingered_Electric_Bass,0,10,train
C#,ionian,34,UP,Plucked Electric Bass,C#_ionian_UP_34_Plucked_Electric_Bass.wav,44100,0,Bass Timbres,C#_ionian_UP_34_Plucked_Electric_Bass,0,5,train
C#,ionian,35,UP,Fretless Bass,C#_ionian_UP_35_Fretless_Bass.wav,44100,0,Bass Timbres,C#_ionian_UP_35_Fretless_Bass,0,20,test
C#,ionian,36,UP,Slap Bass 1,C#_ionian_UP_36_Slap_Bass_1.wav,44100,0,Bass Timbres,C#_ionian_UP_36_Slap_Bass_1,0,16,valid
C#,ionian,37,UP,Slap Bass 2,C#_ionian_UP_37_Slap_Bass_2.wav,44100,0,Bass Timbres,C#_ionian_UP_37_Slap_Bass_2,0,8,train
C#,ionian,38,UP,Synth Bass 1,C#_ionian_UP_38_Synth_Bass_1.wav,44100,0,Bass Timbres,C#_ionian_UP_38_Synth_Bass_1,0,10,train
C#,ionian,39,UP,Synth Bass 2,C#_ionian_UP_39_Synth_Bass_2.wav,44100,0,Bass Timbres,C#_ionian_UP_39_Synth_Bass_2,0,14,train
C#,ionian,40,UP,Violin,C#_ionian_UP_40_Violin.wav,44100,0,String Timbres,C#_ionian_UP_40_Violin,0,9,train
C#,ionian,41,UP,Viola,C#_ionian_UP_41_Viola.wav,44100,0,String Timbres,C#_ionian_UP_41_Viola,0,19,test
C#,ionian,42,UP,Cello,C#_ionian_UP_42_Cello.wav,44100,0,String Timbres,C#_ionian_UP_42_Cello,0,6,train
C#,ionian,43,UP,Contrabass,C#_ionian_UP_43_Contrabass.wav,44100,0,String Timbres,C#_ionian_UP_43_Contrabass,0,8,train
C#,ionian,44,UP,Tremolo Strings,C#_ionian_UP_44_Tremolo_Strings.wav,44100,0,String Timbres,C#_ionian_UP_44_Tremolo_Strings,0,5,train
C#,ionian,45,UP,Pizzicato Strings,C#_ionian_UP_45_Pizzicato_Strings.wav,44100,0,String Timbres,C#_ionian_UP_45_Pizzicato_Strings,0,15,valid
C#,ionian,46,UP,Orchestral Harp,C#_ionian_UP_46_Orchestral_Harp.wav,44100,0,String Timbres,C#_ionian_UP_46_Orchestral_Harp,0,2,train
C#,ionian,48,UP,String Ensemble 1,C#_ionian_UP_48_String_Ensemble_1.wav,44100,0,Ensemble Timbres,C#_ionian_UP_48_String_Ensemble_1,0,11,train
C#,ionian,49,UP,String Ensemble 2,C#_ionian_UP_49_String_Ensemble_2.wav,44100,0,Ensemble Timbres,C#_ionian_UP_49_String_Ensemble_2,0,16,valid
C#,ionian,50,UP,Synth Strings 1,C#_ionian_UP_50_Synth_Strings_1.wav,44100,0,Ensemble Timbres,C#_ionian_UP_50_Synth_Strings_1,0,13,train
C#,ionian,51,UP,Synth Strings 2,C#_ionian_UP_51_Synth_Strings_2.wav,44100,0,Ensemble Timbres,C#_ionian_UP_51_Synth_Strings_2,0,19,test
C#,ionian,52,UP,"Choir ""Aah""","C#_ionian_UP_52_Choir_""Aah"".wav",44100,0,Ensemble Timbres,"C#_ionian_UP_52_Choir_""Aah""",0,8,train
C#,ionian,53,UP,"Choir ""Ooh""","C#_ionian_UP_53_Choir_""Ooh"".wav",44100,0,Ensemble Timbres,"C#_ionian_UP_53_Choir_""Ooh""",0,2,train
C#,ionian,54,UP,Synth Voice,C#_ionian_UP_54_Synth_Voice.wav,44100,0,Ensemble Timbres,C#_ionian_UP_54_Synth_Voice,0,15,valid
C#,ionian,56,UP,Trumpet,C#_ionian_UP_56_Trumpet.wav,44100,0,Brass Timbres,C#_ionian_UP_56_Trumpet,0,4,train
C#,ionian,57,UP,Trombone,C#_ionian_UP_57_Trombone.wav,44100,0,Brass Timbres,C#_ionian_UP_57_Trombone,0,1,train
C#,ionian,58,UP,Tuba,C#_ionian_UP_58_Tuba.wav,44100,0,Brass Timbres,C#_ionian_UP_58_Tuba,0,8,train
C#,ionian,59,UP,Muted Trumpet,C#_ionian_UP_59_Muted_Trumpet.wav,44100,0,Brass Timbres,C#_ionian_UP_59_Muted_Trumpet,0,18,test
C#,ionian,60,UP,French Horn,C#_ionian_UP_60_French_Horn.wav,44100,0,Brass Timbres,C#_ionian_UP_60_French_Horn,0,12,train
C#,ionian,61,UP,Brass Section,C#_ionian_UP_61_Brass_Section.wav,44100,0,Brass Timbres,C#_ionian_UP_61_Brass_Section,0,2,train
C#,ionian,62,UP,Synth Brass 1,C#_ionian_UP_62_Synth_Brass_1.wav,44100,0,Brass Timbres,C#_ionian_UP_62_Synth_Brass_1,0,7,train
C#,ionian,63,UP,Synth Brass 2,C#_ionian_UP_63_Synth_Brass_2.wav,44100,0,Brass Timbres,C#_ionian_UP_63_Synth_Brass_2,0,11,train
C#,ionian,64,UP,Soprano Sax,C#_ionian_UP_64_Soprano_Sax.wav,44100,0,Reed Timbres,C#_ionian_UP_64_Soprano_Sax,0,13,train
C#,ionian,65,UP,Alto Sax,C#_ionian_UP_65_Alto_Sax.wav,44100,0,Reed Timbres,C#_ionian_UP_65_Alto_Sax,0,9,train
C#,ionian,66,UP,Tenor Sax,C#_ionian_UP_66_Tenor_Sax.wav,44100,0,Reed Timbres,C#_ionian_UP_66_Tenor_Sax,0,20,test
C#,ionian,67,UP,Baritone Sax,C#_ionian_UP_67_Baritone_Sax.wav,44100,0,Reed Timbres,C#_ionian_UP_67_Baritone_Sax,0,20,test
C#,ionian,68,UP,Oboe,C#_ionian_UP_68_Oboe.wav,44100,0,Reed Timbres,C#_ionian_UP_68_Oboe,0,5,train
C#,ionian,69,UP,English Horn,C#_ionian_UP_69_English_Horn.wav,44100,0,Reed Timbres,C#_ionian_UP_69_English_Horn,0,12,train
C#,ionian,70,UP,Bassoon,C#_ionian_UP_70_Bassoon.wav,44100,0,Reed Timbres,C#_ionian_UP_70_Bassoon,0,2,train
C#,ionian,71,UP,Clarinet,C#_ionian_UP_71_Clarinet.wav,44100,0,Reed Timbres,C#_ionian_UP_71_Clarinet,0,2,train
C#,ionian,72,UP,Piccolo,C#_ionian_UP_72_Piccolo.wav,44100,0,Pipe Timbres,C#_ionian_UP_72_Piccolo,0,12,train
C#,ionian,73,UP,Flute,C#_ionian_UP_73_Flute.wav,44100,0,Pipe Timbres,C#_ionian_UP_73_Flute,0,13,train
C#,ionian,74,UP,Recorder,C#_ionian_UP_74_Recorder.wav,44100,0,Pipe Timbres,C#_ionian_UP_74_Recorder,0,15,valid
C#,ionian,75,UP,Pan Flute,C#_ionian_UP_75_Pan_Flute.wav,44100,0,Pipe Timbres,C#_ionian_UP_75_Pan_Flute,0,14,train
C#,ionian,76,UP,Bottle Blow,C#_ionian_UP_76_Bottle_Blow.wav,44100,0,Pipe Timbres,C#_ionian_UP_76_Bottle_Blow,0,5,train
C#,ionian,79,UP,Ocarina,C#_ionian_UP_79_Ocarina.wav,44100,0,Pipe Timbres,C#_ionian_UP_79_Ocarina,0,8,train
C#,ionian,80,UP,Square Wave Lead,C#_ionian_UP_80_Square_Wave_Lead.wav,44100,0,Synth Lead,C#_ionian_UP_80_Square_Wave_Lead,0,12,train
C#,ionian,81,UP,Sawtooth Wave Lead,C#_ionian_UP_81_Sawtooth_Wave_Lead.wav,44100,0,Synth Lead,C#_ionian_UP_81_Sawtooth_Wave_Lead,0,16,valid
C#,ionian,82,UP,Calliope Lead,C#_ionian_UP_82_Calliope_Lead.wav,44100,0,Synth Lead,C#_ionian_UP_82_Calliope_Lead,0,17,valid
C#,ionian,83,UP,Chiff Lead,C#_ionian_UP_83_Chiff_Lead.wav,44100,0,Synth Lead,C#_ionian_UP_83_Chiff_Lead,0,16,valid
C#,ionian,84,UP,Charang Lead,C#_ionian_UP_84_Charang_Lead.wav,44100,0,Synth Lead,C#_ionian_UP_84_Charang_Lead,0,4,train
C#,ionian,85,UP,Voice Lead,C#_ionian_UP_85_Voice_Lead.wav,44100,0,Synth Lead,C#_ionian_UP_85_Voice_Lead,0,8,train
C#,ionian,87,UP,Bass Lead,C#_ionian_UP_87_Bass_Lead.wav,44100,0,Synth Lead,C#_ionian_UP_87_Bass_Lead,0,18,test
C#,ionian,88,UP,New Age Pad,C#_ionian_UP_88_New_Age_Pad.wav,44100,0,Synth Pad,C#_ionian_UP_88_New_Age_Pad,0,19,test
C#,ionian,89,UP,Warm Pad,C#_ionian_UP_89_Warm_Pad.wav,44100,0,Synth Pad,C#_ionian_UP_89_Warm_Pad,0,5,train
C#,ionian,90,UP,Polysynth Pad,C#_ionian_UP_90_Polysynth_Pad.wav,44100,0,Synth Pad,C#_ionian_UP_90_Polysynth_Pad,0,6,train
C#,ionian,91,UP,Choir Pad,C#_ionian_UP_91_Choir_Pad.wav,44100,0,Synth Pad,C#_ionian_UP_91_Choir_Pad,0,12,train
C#,ionian,92,UP,Bowed Pad,C#_ionian_UP_92_Bowed_Pad.wav,44100,0,Synth Pad,C#_ionian_UP_92_Bowed_Pad,0,12,train
C#,ionian,93,UP,Metallic Pad,C#_ionian_UP_93_Metallic_Pad.wav,44100,0,Synth Pad,C#_ionian_UP_93_Metallic_Pad,0,15,valid
C#,ionian,94,UP,Halo Pad,C#_ionian_UP_94_Halo_Pad.wav,44100,0,Synth Pad,C#_ionian_UP_94_Halo_Pad,0,4,train
C#,ionian,95,UP,Sweep Pad,C#_ionian_UP_95_Sweep_Pad.wav,44100,0,Synth Pad,C#_ionian_UP_95_Sweep_Pad,0,17,valid
C#,ionian,104,UP,Sitar,C#_ionian_UP_104_Sitar.wav,44100,0,Ethnic Timbres,C#_ionian_UP_104_Sitar,0,15,valid
C#,ionian,105,UP,Banjo,C#_ionian_UP_105_Banjo.wav,44100,0,Ethnic Timbres,C#_ionian_UP_105_Banjo,0,7,train
C#,ionian,106,UP,Shamisen,C#_ionian_UP_106_Shamisen.wav,44100,0,Ethnic Timbres,C#_ionian_UP_106_Shamisen,0,6,train
C#,ionian,107,UP,Koto,C#_ionian_UP_107_Koto.wav,44100,0,Ethnic Timbres,C#_ionian_UP_107_Koto,0,5,train
C#,ionian,108,UP,Kalimba,C#_ionian_UP_108_Kalimba.wav,44100,0,Ethnic Timbres,C#_ionian_UP_108_Kalimba,0,7,train
C#,ionian,109,UP,Bagpipe,C#_ionian_UP_109_Bagpipe.wav,44100,0,Ethnic Timbres,C#_ionian_UP_109_Bagpipe,0,11,train
C#,ionian,110,UP,Fiddle,C#_ionian_UP_110_Fiddle.wav,44100,0,Ethnic Timbres,C#_ionian_UP_110_Fiddle,0,12,train
C#,ionian,111,UP,Shanai,C#_ionian_UP_111_Shanai.wav,44100,0,Ethnic Timbres,C#_ionian_UP_111_Shanai,0,1,train
C#,ionian,0,DOWN,Acoustic Grand Piano,C#_ionian_DOWN_0_Acoustic_Grand_Piano.wav,44100,1,Piano Timbres,C#_ionian_DOWN_0_Acoustic_Grand_Piano,0,4,train
C#,ionian,1,DOWN,Bright Acoustic Piano,C#_ionian_DOWN_1_Bright_Acoustic_Piano.wav,44100,1,Piano Timbres,C#_ionian_DOWN_1_Bright_Acoustic_Piano,0,1,train
C#,ionian,2,DOWN,Electric Grand Piano,C#_ionian_DOWN_2_Electric_Grand_Piano.wav,44100,1,Piano Timbres,C#_ionian_DOWN_2_Electric_Grand_Piano,0,12,train
C#,ionian,3,DOWN,Honky-tonk Piano,C#_ionian_DOWN_3_Honky-tonk_Piano.wav,44100,1,Piano Timbres,C#_ionian_DOWN_3_Honky-tonk_Piano,0,18,test
C#,ionian,4,DOWN,Rhodes Piano,C#_ionian_DOWN_4_Rhodes_Piano.wav,44100,1,Piano Timbres,C#_ionian_DOWN_4_Rhodes_Piano,0,16,valid
C#,ionian,5,DOWN,Chorused Piano,C#_ionian_DOWN_5_Chorused_Piano.wav,44100,1,Piano Timbres,C#_ionian_DOWN_5_Chorused_Piano,0,4,train
C#,ionian,6,DOWN,Harpsichord,C#_ionian_DOWN_6_Harpsichord.wav,44100,1,Piano Timbres,C#_ionian_DOWN_6_Harpsichord,0,10,train
C#,ionian,7,DOWN,Clavinet,C#_ionian_DOWN_7_Clavinet.wav,44100,1,Piano Timbres,C#_ionian_DOWN_7_Clavinet,0,20,test
C#,ionian,10,DOWN,Music Box,C#_ionian_DOWN_10_Music_Box.wav,44100,1,Chromatic Percussion,C#_ionian_DOWN_10_Music_Box,0,11,train
C#,ionian,11,DOWN,Vibraphone,C#_ionian_DOWN_11_Vibraphone.wav,44100,1,Chromatic Percussion,C#_ionian_DOWN_11_Vibraphone,0,12,train
C#,ionian,12,DOWN,Marimba,C#_ionian_DOWN_12_Marimba.wav,44100,1,Chromatic Percussion,C#_ionian_DOWN_12_Marimba,0,4,train
C#,ionian,13,DOWN,Xylophone,C#_ionian_DOWN_13_Xylophone.wav,44100,1,Chromatic Percussion,C#_ionian_DOWN_13_Xylophone,0,16,valid
C#,ionian,15,DOWN,Dulcimer,C#_ionian_DOWN_15_Dulcimer.wav,44100,1,Chromatic Percussion,C#_ionian_DOWN_15_Dulcimer,0,9,train
C#,ionian,16,DOWN,Hammond Organ,C#_ionian_DOWN_16_Hammond_Organ.wav,44100,1,Organ Timbres,C#_ionian_DOWN_16_Hammond_Organ,0,11,train
C#,ionian,17,DOWN,Percussive Organ,C#_ionian_DOWN_17_Percussive_Organ.wav,44100,1,Organ Timbres,C#_ionian_DOWN_17_Percussive_Organ,0,4,train
C#,ionian,18,DOWN,Rock Organ,C#_ionian_DOWN_18_Rock_Organ.wav,44100,1,Organ Timbres,C#_ionian_DOWN_18_Rock_Organ,0,4,train
C#,ionian,19,DOWN,Church Organ,C#_ionian_DOWN_19_Church_Organ.wav,44100,1,Organ Timbres,C#_ionian_DOWN_19_Church_Organ,0,12,train
C#,ionian,20,DOWN,Reed Organ,C#_ionian_DOWN_20_Reed_Organ.wav,44100,1,Organ Timbres,C#_ionian_DOWN_20_Reed_Organ,0,7,train
C#,ionian,24,DOWN,Acoustic Nylon Guitar,C#_ionian_DOWN_24_Acoustic_Nylon_Guitar.wav,44100,1,Guitar Timbres,C#_ionian_DOWN_24_Acoustic_Nylon_Guitar,0,1,train
C#,ionian,25,DOWN,Acoustic Steel Guitar,C#_ionian_DOWN_25_Acoustic_Steel_Guitar.wav,44100,1,Guitar Timbres,C#_ionian_DOWN_25_Acoustic_Steel_Guitar,0,20,test
C#,ionian,26,DOWN,Electric Jazz Guitar,C#_ionian_DOWN_26_Electric_Jazz_Guitar.wav,44100,1,Guitar Timbres,C#_ionian_DOWN_26_Electric_Jazz_Guitar,0,6,train
C#,ionian,27,DOWN,Electric Clean Guitar,C#_ionian_DOWN_27_Electric_Clean_Guitar.wav,44100,1,Guitar Timbres,C#_ionian_DOWN_27_Electric_Clean_Guitar,0,2,train
C#,ionian,28,DOWN,Electric Muted Guitar,C#_ionian_DOWN_28_Electric_Muted_Guitar.wav,44100,1,Guitar Timbres,C#_ionian_DOWN_28_Electric_Muted_Guitar,0,16,valid
C#,ionian,29,DOWN,Overdriven Guitar,C#_ionian_DOWN_29_Overdriven_Guitar.wav,44100,1,Guitar Timbres,C#_ionian_DOWN_29_Overdriven_Guitar,0,9,train
C#,ionian,30,DOWN,Distortion Guitar,C#_ionian_DOWN_30_Distortion_Guitar.wav,44100,1,Guitar Timbres,C#_ionian_DOWN_30_Distortion_Guitar,0,10,train
C#,ionian,32,DOWN,Acoustic Bass,C#_ionian_DOWN_32_Acoustic_Bass.wav,44100,1,Bass Timbres,C#_ionian_DOWN_32_Acoustic_Bass,0,1,train
C#,ionian,33,DOWN,Fingered Electric Bass,C#_ionian_DOWN_33_Fingered_Electric_Bass.wav,44100,1,Bass Timbres,C#_ionian_DOWN_33_Fingered_Electric_Bass,0,2,train
C#,ionian,34,DOWN,Plucked Electric Bass,C#_ionian_DOWN_34_Plucked_Electric_Bass.wav,44100,1,Bass Timbres,C#_ionian_DOWN_34_Plucked_Electric_Bass,0,14,train
C#,ionian,35,DOWN,Fretless Bass,C#_ionian_DOWN_35_Fretless_Bass.wav,44100,1,Bass Timbres,C#_ionian_DOWN_35_Fretless_Bass,0,19,test
C#,ionian,36,DOWN,Slap Bass 1,C#_ionian_DOWN_36_Slap_Bass_1.wav,44100,1,Bass Timbres,C#_ionian_DOWN_36_Slap_Bass_1,0,1,train
C#,ionian,37,DOWN,Slap Bass 2,C#_ionian_DOWN_37_Slap_Bass_2.wav,44100,1,Bass Timbres,C#_ionian_DOWN_37_Slap_Bass_2,0,4,train
C#,ionian,38,DOWN,Synth Bass 1,C#_ionian_DOWN_38_Synth_Bass_1.wav,44100,1,Bass Timbres,C#_ionian_DOWN_38_Synth_Bass_1,0,1,train
C#,ionian,39,DOWN,Synth Bass 2,C#_ionian_DOWN_39_Synth_Bass_2.wav,44100,1,Bass Timbres,C#_ionian_DOWN_39_Synth_Bass_2,0,3,train
C#,ionian,40,DOWN,Violin,C#_ionian_DOWN_40_Violin.wav,44100,1,String Timbres,C#_ionian_DOWN_40_Violin,0,2,train
C#,ionian,41,DOWN,Viola,C#_ionian_DOWN_41_Viola.wav,44100,1,String Timbres,C#_ionian_DOWN_41_Viola,0,18,test
C#,ionian,42,DOWN,Cello,C#_ionian_DOWN_42_Cello.wav,44100,1,String Timbres,C#_ionian_DOWN_42_Cello,0,11,train
C#,ionian,43,DOWN,Contrabass,C#_ionian_DOWN_43_Contrabass.wav,44100,1,String Timbres,C#_ionian_DOWN_43_Contrabass,0,1,train
C#,ionian,44,DOWN,Tremolo Strings,C#_ionian_DOWN_44_Tremolo_Strings.wav,44100,1,String Timbres,C#_ionian_DOWN_44_Tremolo_Strings,0,19,test
C#,ionian,45,DOWN,Pizzicato Strings,C#_ionian_DOWN_45_Pizzicato_Strings.wav,44100,1,String Timbres,C#_ionian_DOWN_45_Pizzicato_Strings,0,11,train
C#,ionian,46,DOWN,Orchestral Harp,C#_ionian_DOWN_46_Orchestral_Harp.wav,44100,1,String Timbres,C#_ionian_DOWN_46_Orchestral_Harp,0,8,train
