name,inst,root,pitch,octave,quality,quality_idx,inv,bpm,fold,set_type
ElectricGuitar(muted)-f4-fulldim7_inv0,ElectricGuitar(muted),f4,f,4,fulldim7,5,0,60,3,train
ElectricGuitar(muted)-f3-fulldim7_inv1,ElectricGuitar(muted),f3,f,3,fulldim7,5,1,60,2,train
ElectricGuitar(muted)-f3-fulldim7_inv2,ElectricGuitar(muted),f3,f,3,fulldim7,5,2,60,11,train
ElectricGuitar(muted)-f3-fulldim7_inv3,ElectricGuitar(muted),f3,f,3,fulldim7,5,3,60,16,valid
ElectricGuitar(muted)-fs3-fulldim7_inv0,ElectricGuitar(muted),fs3,fs,3,fulldim7,5,0,60,9,train
ElectricGuitar(muted)-fs3-fulldim7_inv1,ElectricGuitar(muted),fs3,fs,3,fulldim7,5,1,60,4,train
ElectricGuitar(muted)-fs3-fulldim7_inv2,ElectricGuitar(muted),fs3,fs,3,fulldim7,5,2,60,17,valid
ElectricGuitar(muted)-fs3-fulldim7_inv3,ElectricGuitar(muted),fs3,fs,3,fulldim7,5,3,60,15,valid
ElectricGuitar(muted)-g3-fulldim7_inv0,ElectricGuitar(muted),g3,g,3,fulldim7,5,0,60,14,train
ElectricGuitar(muted)-g3-fulldim7_inv1,ElectricGuitar(muted),g3,g,3,fulldim7,5,1,60,11,train
ElectricGuitar(muted)-g3-fulldim7_inv2,ElectricGuitar(muted),g3,g,3,fulldim7,5,2,60,17,valid
ElectricGuitar(muted)-g3-fulldim7_inv3,ElectricGuitar(muted),g3,g,3,fulldim7,5,3,60,5,train
ElectricGuitar(muted)-gs3-fulldim7_inv0,ElectricGuitar(muted),gs3,gs,3,fulldim7,5,0,60,5,train
ElectricGuitar(muted)-gs3-fulldim7_inv1,ElectricGuitar(muted),gs3,gs,3,fulldim7,5,1,60,20,test
ElectricGuitar(muted)-gs3-fulldim7_inv2,ElectricGuitar(muted),gs3,gs,3,fulldim7,5,2,60,4,train
ElectricGuitar(muted)-gs3-fulldim7_inv3,ElectricGuitar(muted),gs3,gs,3,fulldim7,5,3,60,3,train
ElectricGuitar(muted)-a3-fulldim7_inv0,ElectricGuitar(muted),a3,a,3,fulldim7,5,0,60,10,train
ElectricGuitar(muted)-a3-fulldim7_inv1,ElectricGuitar(muted),a3,a,3,fulldim7,5,1,60,11,train
ElectricGuitar(muted)-a3-fulldim7_inv2,ElectricGuitar(muted),a3,a,3,fulldim7,5,2,60,17,valid
ElectricGuitar(muted)-a3-fulldim7_inv3,ElectricGuitar(muted),a3,a,3,fulldim7,5,3,60,14,train
ElectricGuitar(muted)-as3-fulldim7_inv0,ElectricGuitar(muted),as3,as,3,fulldim7,5,0,60,17,valid
ElectricGuitar(muted)-as3-fulldim7_inv1,ElectricGuitar(muted),as3,as,3,fulldim7,5,1,60,8,train
ElectricGuitar(muted)-as3-fulldim7_inv2,ElectricGuitar(muted),as3,as,3,fulldim7,5,2,60,12,train
ElectricGuitar(muted)-as3-fulldim7_inv3,ElectricGuitar(muted),as3,as,3,fulldim7,5,3,60,5,train
ElectricGuitar(muted)-b3-fulldim7_inv0,ElectricGuitar(muted),b3,b,3,fulldim7,5,0,60,6,train
ElectricGuitar(muted)-b3-fulldim7_inv1,ElectricGuitar(muted),b3,b,3,fulldim7,5,1,60,3,train
ElectricGuitar(muted)-b3-fulldim7_inv2,ElectricGuitar(muted),b3,b,3,fulldim7,5,2,60,4,train
ElectricGuitar(muted)-b3-fulldim7_inv3,ElectricGuitar(muted),b3,b,3,fulldim7,5,3,60,10,train
ElectricGuitar(muted)-c4-augmajor7_inv0,ElectricGuitar(muted),c4,c,4,augmajor7,6,0,60,9,train
ElectricGuitar(muted)-c4-augmajor7_inv1,ElectricGuitar(muted),c4,c,4,augmajor7,6,1,60,10,train
ElectricGuitar(muted)-c3-augmajor7_inv2,ElectricGuitar(muted),c3,c,3,augmajor7,6,2,60,16,valid
ElectricGuitar(muted)-c3-augmajor7_inv3,ElectricGuitar(muted),c3,c,3,augmajor7,6,3,60,17,valid
ElectricGuitar(muted)-cs4-augmajor7_inv0,ElectricGuitar(muted),cs4,cs,4,augmajor7,6,0,60,1,train
ElectricGuitar(muted)-cs4-augmajor7_inv1,ElectricGuitar(muted),cs4,cs,4,augmajor7,6,1,60,2,train
ElectricGuitar(muted)-cs3-augmajor7_inv2,ElectricGuitar(muted),cs3,cs,3,augmajor7,6,2,60,2,train
ElectricGuitar(muted)-cs3-augmajor7_inv3,ElectricGuitar(muted),cs3,cs,3,augmajor7,6,3,60,3,train
ElectricGuitar(muted)-d4-augmajor7_inv0,ElectricGuitar(muted),d4,d,4,augmajor7,6,0,60,10,train
ElectricGuitar(muted)-d3-augmajor7_inv1,ElectricGuitar(muted),d3,d,3,augmajor7,6,1,60,7,train
ElectricGuitar(muted)-d3-augmajor7_inv2,ElectricGuitar(muted),d3,d,3,augmajor7,6,2,60,11,train
ElectricGuitar(muted)-d3-augmajor7_inv3,ElectricGuitar(muted),d3,d,3,augmajor7,6,3,60,20,test
ElectricGuitar(muted)-ds4-augmajor7_inv0,ElectricGuitar(muted),ds4,ds,4,augmajor7,6,0,60,4,train
ElectricGuitar(muted)-ds3-augmajor7_inv1,ElectricGuitar(muted),ds3,ds,3,augmajor7,6,1,60,16,valid
ElectricGuitar(muted)-ds3-augmajor7_inv2,ElectricGuitar(muted),ds3,ds,3,augmajor7,6,2,60,2,train
ElectricGuitar(muted)-ds3-augmajor7_inv3,ElectricGuitar(muted),ds3,ds,3,augmajor7,6,3,60,9,train
ElectricGuitar(muted)-e4-augmajor7_inv0,ElectricGuitar(muted),e4,e,4,augmajor7,6,0,60,11,train
ElectricGuitar(muted)-e3-augmajor7_inv1,ElectricGuitar(muted),e3,e,3,augmajor7,6,1,60,18,test
ElectricGuitar(muted)-e3-augmajor7_inv2,ElectricGuitar(muted),e3,e,3,augmajor7,6,2,60,13,train
ElectricGuitar(muted)-e3-augmajor7_inv3,ElectricGuitar(muted),e3,e,3,augmajor7,6,3,60,9,train
ElectricGuitar(muted)-f4-augmajor7_inv0,ElectricGuitar(muted),f4,f,4,augmajor7,6,0,60,10,train
ElectricGuitar(muted)-f3-augmajor7_inv1,ElectricGuitar(muted),f3,f,3,augmajor7,6,1,60,4,train
ElectricGuitar(muted)-f3-augmajor7_inv2,ElectricGuitar(muted),f3,f,3,augmajor7,6,2,60,7,train
ElectricGuitar(muted)-f3-augmajor7_inv3,ElectricGuitar(muted),f3,f,3,augmajor7,6,3,60,15,valid
ElectricGuitar(muted)-fs3-augmajor7_inv0,ElectricGuitar(muted),fs3,fs,3,augmajor7,6,0,60,6,train
ElectricGuitar(muted)-fs3-augmajor7_inv1,ElectricGuitar(muted),fs3,fs,3,augmajor7,6,1,60,18,test
ElectricGuitar(muted)-fs3-augmajor7_inv2,ElectricGuitar(muted),fs3,fs,3,augmajor7,6,2,60,11,train
ElectricGuitar(muted)-fs3-augmajor7_inv3,ElectricGuitar(muted),fs3,fs,3,augmajor7,6,3,60,5,train
ElectricGuitar(muted)-g3-augmajor7_inv0,ElectricGuitar(muted),g3,g,3,augmajor7,6,0,60,4,train
ElectricGuitar(muted)-g3-augmajor7_inv1,ElectricGuitar(muted),g3,g,3,augmajor7,6,1,60,15,valid
ElectricGuitar(muted)-g3-augmajor7_inv2,ElectricGuitar(muted),g3,g,3,augmajor7,6,2,60,15,valid
ElectricGuitar(muted)-g3-augmajor7_inv3,ElectricGuitar(muted),g3,g,3,augmajor7,6,3,60,10,train
ElectricGuitar(muted)-gs3-augmajor7_inv0,ElectricGuitar(muted),gs3,gs,3,augmajor7,6,0,60,8,train
ElectricGuitar(muted)-gs3-augmajor7_inv1,ElectricGuitar(muted),gs3,gs,3,augmajor7,6,1,60,10,train
ElectricGuitar(muted)-gs3-augmajor7_inv2,ElectricGuitar(muted),gs3,gs,3,augmajor7,6,2,60,1,train
ElectricGuitar(muted)-gs3-augmajor7_inv3,ElectricGuitar(muted),gs3,gs,3,augmajor7,6,3,60,4,train
ElectricGuitar(muted)-a3-augmajor7_inv0,ElectricGuitar(muted),a3,a,3,augmajor7,6,0,60,18,test
ElectricGuitar(muted)-a3-augmajor7_inv1,ElectricGuitar(muted),a3,a,3,augmajor7,6,1,60,1,train
ElectricGuitar(muted)-a3-augmajor7_inv2,ElectricGuitar(muted),a3,a,3,augmajor7,6,2,60,17,valid
ElectricGuitar(muted)-a3-augmajor7_inv3,ElectricGuitar(muted),a3,a,3,augmajor7,6,3,60,9,train
ElectricGuitar(muted)-as3-augmajor7_inv0,ElectricGuitar(muted),as3,as,3,augmajor7,6,0,60,20,test
ElectricGuitar(muted)-as3-augmajor7_inv1,ElectricGuitar(muted),as3,as,3,augmajor7,6,1,60,5,train
ElectricGuitar(muted)-as3-augmajor7_inv2,ElectricGuitar(muted),as3,as,3,augmajor7,6,2,60,2,train
ElectricGuitar(muted)-as3-augmajor7_inv3,ElectricGuitar(muted),as3,as,3,augmajor7,6,3,60,9,train
ElectricGuitar(muted)-b3-augmajor7_inv0,ElectricGuitar(muted),b3,b,3,augmajor7,6,0,60,19,test
ElectricGuitar(muted)-b3-augmajor7_inv1,ElectricGuitar(muted),b3,b,3,augmajor7,6,1,60,20,test
ElectricGuitar(muted)-b3-augmajor7_inv2,ElectricGuitar(muted),b3,b,3,augmajor7,6,2,60,16,valid
ElectricGuitar(muted)-b3-augmajor7_inv3,ElectricGuitar(muted),b3,b,3,augmajor7,6,3,60,8,train
ElectricGuitar(muted)-c4-augminor7_inv0,ElectricGuitar(muted),c4,c,4,augminor7,7,0,60,16,valid
ElectricGuitar(muted)-c4-augminor7_inv1,ElectricGuitar(muted),c4,c,4,augminor7,7,1,60,11,train
ElectricGuitar(muted)-c3-augminor7_inv2,ElectricGuitar(muted),c3,c,3,augminor7,7,2,60,3,train
ElectricGuitar(muted)-c3-augminor7_inv3,ElectricGuitar(muted),c3,c,3,augminor7,7,3,60,10,train
ElectricGuitar(muted)-cs4-augminor7_inv0,ElectricGuitar(muted),cs4,cs,4,augminor7,7,0,60,3,train
ElectricGuitar(muted)-cs4-augminor7_inv1,ElectricGuitar(muted),cs4,cs,4,augminor7,7,1,60,19,test
ElectricGuitar(muted)-cs3-augminor7_inv2,ElectricGuitar(muted),cs3,cs,3,augminor7,7,2,60,8,train
ElectricGuitar(muted)-cs3-augminor7_inv3,ElectricGuitar(muted),cs3,cs,3,augminor7,7,3,60,5,train
ElectricGuitar(muted)-d4-augminor7_inv0,ElectricGuitar(muted),d4,d,4,augminor7,7,0,60,10,train
ElectricGuitar(muted)-d3-augminor7_inv1,ElectricGuitar(muted),d3,d,3,augminor7,7,1,60,7,train
ElectricGuitar(muted)-d3-augminor7_inv2,ElectricGuitar(muted),d3,d,3,augminor7,7,2,60,20,test
ElectricGuitar(muted)-d3-augminor7_inv3,ElectricGuitar(muted),d3,d,3,augminor7,7,3,60,9,train
ElectricGuitar(muted)-ds4-augminor7_inv0,ElectricGuitar(muted),ds4,ds,4,augminor7,7,0,60,2,train
ElectricGuitar(muted)-ds3-augminor7_inv1,ElectricGuitar(muted),ds3,ds,3,augminor7,7,1,60,20,test
ElectricGuitar(muted)-ds3-augminor7_inv2,ElectricGuitar(muted),ds3,ds,3,augminor7,7,2,60,12,train
ElectricGuitar(muted)-ds3-augminor7_inv3,ElectricGuitar(muted),ds3,ds,3,augminor7,7,3,60,7,train
ElectricGuitar(muted)-e4-augminor7_inv0,ElectricGuitar(muted),e4,e,4,augminor7,7,0,60,2,train
ElectricGuitar(muted)-e3-augminor7_inv1,ElectricGuitar(muted),e3,e,3,augminor7,7,1,60,14,train
ElectricGuitar(muted)-e3-augminor7_inv2,ElectricGuitar(muted),e3,e,3,augminor7,7,2,60,16,valid
ElectricGuitar(muted)-e3-augminor7_inv3,ElectricGuitar(muted),e3,e,3,augminor7,7,3,60,2,train
ElectricGuitar(muted)-f4-augminor7_inv0,ElectricGuitar(muted),f4,f,4,augminor7,7,0,60,10,train
ElectricGuitar(muted)-f3-augminor7_inv1,ElectricGuitar(muted),f3,f,3,augminor7,7,1,60,16,valid
ElectricGuitar(muted)-f3-augminor7_inv2,ElectricGuitar(muted),f3,f,3,augminor7,7,2,60,15,valid
ElectricGuitar(muted)-f3-augminor7_inv3,ElectricGuitar(muted),f3,f,3,augminor7,7,3,60,6,train
ElectricGuitar(muted)-fs3-augminor7_inv0,ElectricGuitar(muted),fs3,fs,3,augminor7,7,0,60,9,train
ElectricGuitar(muted)-fs3-augminor7_inv1,ElectricGuitar(muted),fs3,fs,3,augminor7,7,1,60,17,valid
ElectricGuitar(muted)-fs3-augminor7_inv2,ElectricGuitar(muted),fs3,fs,3,augminor7,7,2,60,2,train
ElectricGuitar(muted)-fs3-augminor7_inv3,ElectricGuitar(muted),fs3,fs,3,augminor7,7,3,60,7,train
ElectricGuitar(muted)-g3-augminor7_inv0,ElectricGuitar(muted),g3,g,3,augminor7,7,0,60,16,valid
ElectricGuitar(muted)-g3-augminor7_inv1,ElectricGuitar(muted),g3,g,3,augminor7,7,1,60,14,train
ElectricGuitar(muted)-g3-augminor7_inv2,ElectricGuitar(muted),g3,g,3,augminor7,7,2,60,16,valid
ElectricGuitar(muted)-g3-augminor7_inv3,ElectricGuitar(muted),g3,g,3,augminor7,7,3,60,8,train
ElectricGuitar(muted)-gs3-augminor7_inv0,ElectricGuitar(muted),gs3,gs,3,augminor7,7,0,60,20,test
ElectricGuitar(muted)-gs3-augminor7_inv1,ElectricGuitar(muted),gs3,gs,3,augminor7,7,1,60,20,test
ElectricGuitar(muted)-gs3-augminor7_inv2,ElectricGuitar(muted),gs3,gs,3,augminor7,7,2,60,6,train
ElectricGuitar(muted)-gs3-augminor7_inv3,ElectricGuitar(muted),gs3,gs,3,augminor7,7,3,60,6,train
ElectricGuitar(muted)-a3-augminor7_inv0,ElectricGuitar(muted),a3,a,3,augminor7,7,0,60,8,train
ElectricGuitar(muted)-a3-augminor7_inv1,ElectricGuitar(muted),a3,a,3,augminor7,7,1,60,1,train
ElectricGuitar(muted)-a3-augminor7_inv2,ElectricGuitar(muted),a3,a,3,augminor7,7,2,60,7,train
ElectricGuitar(muted)-a3-augminor7_inv3,ElectricGuitar(muted),a3,a,3,augminor7,7,3,60,2,train
ElectricGuitar(muted)-as3-augminor7_inv0,ElectricGuitar(muted),as3,as,3,augminor7,7,0,60,5,train
ElectricGuitar(muted)-as3-augminor7_inv1,ElectricGuitar(muted),as3,as,3,augminor7,7,1,60,12,train
ElectricGuitar(muted)-as3-augminor7_inv2,ElectricGuitar(muted),as3,as,3,augminor7,7,2,60,13,train
ElectricGuitar(muted)-as3-augminor7_inv3,ElectricGuitar(muted),as3,as,3,augminor7,7,3,60,9,train
ElectricGuitar(muted)-b3-augminor7_inv0,ElectricGuitar(muted),b3,b,3,augminor7,7,0,60,20,test
ElectricGuitar(muted)-b3-augminor7_inv1,ElectricGuitar(muted),b3,b,3,augminor7,7,1,60,4,train
ElectricGuitar(muted)-b3-augminor7_inv2,ElectricGuitar(muted),b3,b,3,augminor7,7,2,60,1,train
ElectricGuitar(muted)-b3-augminor7_inv3,ElectricGuitar(muted),b3,b,3,augminor7,7,3,60,5,train
OverdrivenGuitar-c4-major7_inv0,OverdrivenGuitar,c4,c,4,major7,0,0,60,20,test
OverdrivenGuitar-c4-major7_inv1,OverdrivenGuitar,c4,c,4,major7,0,1,60,15,valid
OverdrivenGuitar-c3-major7_inv2,OverdrivenGuitar,c3,c,3,major7,0,2,60,2,train
OverdrivenGuitar-c3-major7_inv3,OverdrivenGuitar,c3,c,3,major7,0,3,60,3,train
OverdrivenGuitar-cs4-major7_inv0,OverdrivenGuitar,cs4,cs,4,major7,0,0,60,3,train
OverdrivenGuitar-cs4-major7_inv1,OverdrivenGuitar,cs4,cs,4,major7,0,1,60,20,test
OverdrivenGuitar-cs3-major7_inv2,OverdrivenGuitar,cs3,cs,3,major7,0,2,60,13,train
OverdrivenGuitar-cs3-major7_inv3,OverdrivenGuitar,cs3,cs,3,major7,0,3,60,10,train
OverdrivenGuitar-d4-major7_inv0,OverdrivenGuitar,d4,d,4,major7,0,0,60,7,train
OverdrivenGuitar-d3-major7_inv1,OverdrivenGuitar,d3,d,3,major7,0,1,60,8,train
OverdrivenGuitar-d3-major7_inv2,OverdrivenGuitar,d3,d,3,major7,0,2,60,11,train
OverdrivenGuitar-d3-major7_inv3,OverdrivenGuitar,d3,d,3,major7,0,3,60,16,valid
OverdrivenGuitar-ds4-major7_inv0,OverdrivenGuitar,ds4,ds,4,major7,0,0,60,5,train
OverdrivenGuitar-ds3-major7_inv1,OverdrivenGuitar,ds3,ds,3,major7,0,1,60,8,train
OverdrivenGuitar-ds3-major7_inv2,OverdrivenGuitar,ds3,ds,3,major7,0,2,60,5,train
OverdrivenGuitar-ds3-major7_inv3,OverdrivenGuitar,ds3,ds,3,major7,0,3,60,3,train
OverdrivenGuitar-e4-major7_inv0,OverdrivenGuitar,e4,e,4,major7,0,0,60,19,test
OverdrivenGuitar-e3-major7_inv1,OverdrivenGuitar,e3,e,3,major7,0,1,60,19,test
OverdrivenGuitar-e3-major7_inv2,OverdrivenGuitar,e3,e,3,major7,0,2,60,18,test
OverdrivenGuitar-e3-major7_inv3,OverdrivenGuitar,e3,e,3,major7,0,3,60,12,train
OverdrivenGuitar-f4-major7_inv0,OverdrivenGuitar,f4,f,4,major7,0,0,60,2,train
OverdrivenGuitar-f3-major7_inv1,OverdrivenGuitar,f3,f,3,major7,0,1,60,13,train
OverdrivenGuitar-f3-major7_inv2,OverdrivenGuitar,f3,f,3,major7,0,2,60,20,test
OverdrivenGuitar-f3-major7_inv3,OverdrivenGuitar,f3,f,3,major7,0,3,60,16,valid
OverdrivenGuitar-fs3-major7_inv0,OverdrivenGuitar,fs3,fs,3,major7,0,0,60,12,train
OverdrivenGuitar-fs3-major7_inv1,OverdrivenGuitar,fs3,fs,3,major7,0,1,60,6,train
OverdrivenGuitar-fs3-major7_inv2,OverdrivenGuitar,fs3,fs,3,major7,0,2,60,17,valid
OverdrivenGuitar-fs3-major7_inv3,OverdrivenGuitar,fs3,fs,3,major7,0,3,60,14,train
OverdrivenGuitar-g3-major7_inv0,OverdrivenGuitar,g3,g,3,major7,0,0,60,16,valid
OverdrivenGuitar-g3-major7_inv1,OverdrivenGuitar,g3,g,3,major7,0,1,60,9,train
OverdrivenGuitar-g3-major7_inv2,OverdrivenGuitar,g3,g,3,major7,0,2,60,19,test
OverdrivenGuitar-g3-major7_inv3,OverdrivenGuitar,g3,g,3,major7,0,3,60,5,train
OverdrivenGuitar-gs3-major7_inv0,OverdrivenGuitar,gs3,gs,3,major7,0,0,60,18,test
OverdrivenGuitar-gs3-major7_inv1,OverdrivenGuitar,gs3,gs,3,major7,0,1,60,1,train
OverdrivenGuitar-gs3-major7_inv2,OverdrivenGuitar,gs3,gs,3,major7,0,2,60,11,train
OverdrivenGuitar-gs3-major7_inv3,OverdrivenGuitar,gs3,gs,3,major7,0,3,60,14,train
OverdrivenGuitar-a3-major7_inv0,OverdrivenGuitar,a3,a,3,major7,0,0,60,1,train
OverdrivenGuitar-a3-major7_inv1,OverdrivenGuitar,a3,a,3,major7,0,1,60,10,train
OverdrivenGuitar-a3-major7_inv2,OverdrivenGuitar,a3,a,3,major7,0,2,60,6,train
OverdrivenGuitar-a3-major7_inv3,OverdrivenGuitar,a3,a,3,major7,0,3,60,10,train
OverdrivenGuitar-as3-major7_inv0,OverdrivenGuitar,as3,as,3,major7,0,0,60,1,train
OverdrivenGuitar-as3-major7_inv1,OverdrivenGuitar,as3,as,3,major7,0,1,60,7,train
OverdrivenGuitar-as3-major7_inv2,OverdrivenGuitar,as3,as,3,major7,0,2,60,10,train
OverdrivenGuitar-as3-major7_inv3,OverdrivenGuitar,as3,as,3,major7,0,3,60,16,valid
OverdrivenGuitar-b3-major7_inv0,OverdrivenGuitar,b3,b,3,major7,0,0,60,15,valid
OverdrivenGuitar-b3-major7_inv1,OverdrivenGuitar,b3,b,3,major7,0,1,60,4,train
OverdrivenGuitar-b3-major7_inv2,OverdrivenGuitar,b3,b,3,major7,0,2,60,14,train
OverdrivenGuitar-b3-major7_inv3,OverdrivenGuitar,b3,b,3,major7,0,3,60,4,train
OverdrivenGuitar-c4-minor7_inv0,OverdrivenGuitar,c4,c,4,minor7,1,0,60,13,train
OverdrivenGuitar-c4-minor7_inv1,OverdrivenGuitar,c4,c,4,minor7,1,1,60,6,train
OverdrivenGuitar-c3-minor7_inv2,OverdrivenGuitar,c3,c,3,minor7,1,2,60,2,train
OverdrivenGuitar-c3-minor7_inv3,OverdrivenGuitar,c3,c,3,minor7,1,3,60,15,valid
OverdrivenGuitar-cs4-minor7_inv0,OverdrivenGuitar,cs4,cs,4,minor7,1,0,60,10,train
OverdrivenGuitar-cs4-minor7_inv1,OverdrivenGuitar,cs4,cs,4,minor7,1,1,60,6,train
OverdrivenGuitar-cs3-minor7_inv2,OverdrivenGuitar,cs3,cs,3,minor7,1,2,60,3,train
OverdrivenGuitar-cs3-minor7_inv3,OverdrivenGuitar,cs3,cs,3,minor7,1,3,60,11,train
OverdrivenGuitar-d4-minor7_inv0,OverdrivenGuitar,d4,d,4,minor7,1,0,60,8,train
OverdrivenGuitar-d4-minor7_inv1,OverdrivenGuitar,d4,d,4,minor7,1,1,60,18,test
OverdrivenGuitar-d3-minor7_inv2,OverdrivenGuitar,d3,d,3,minor7,1,2,60,13,train
OverdrivenGuitar-d3-minor7_inv3,OverdrivenGuitar,d3,d,3,minor7,1,3,60,12,train
OverdrivenGuitar-ds4-minor7_inv0,OverdrivenGuitar,ds4,ds,4,minor7,1,0,60,11,train
OverdrivenGuitar-ds3-minor7_inv1,OverdrivenGuitar,ds3,ds,3,minor7,1,1,60,15,valid
OverdrivenGuitar-ds3-minor7_inv2,OverdrivenGuitar,ds3,ds,3,minor7,1,2,60,5,train
OverdrivenGuitar-ds3-minor7_inv3,OverdrivenGuitar,ds3,ds,3,minor7,1,3,60,7,train
OverdrivenGuitar-e4-minor7_inv0,OverdrivenGuitar,e4,e,4,minor7,1,0,60,2,train
OverdrivenGuitar-e3-minor7_inv1,OverdrivenGuitar,e3,e,3,minor7,1,1,60,11,train
OverdrivenGuitar-e3-minor7_inv2,OverdrivenGuitar,e3,e,3,minor7,1,2,60,3,train
OverdrivenGuitar-e3-minor7_inv3,OverdrivenGuitar,e3,e,3,minor7,1,3,60,18,test
OverdrivenGuitar-f4-minor7_inv0,OverdrivenGuitar,f4,f,4,minor7,1,0,60,13,train
OverdrivenGuitar-f3-minor7_inv1,OverdrivenGuitar,f3,f,3,minor7,1,1,60,15,valid
OverdrivenGuitar-f3-minor7_inv2,OverdrivenGuitar,f3,f,3,minor7,1,2,60,13,train
OverdrivenGuitar-f3-minor7_inv3,OverdrivenGuitar,f3,f,3,minor7,1,3,60,11,train
OverdrivenGuitar-fs3-minor7_inv0,OverdrivenGuitar,fs3,fs,3,minor7,1,0,60,18,test
OverdrivenGuitar-fs3-minor7_inv1,OverdrivenGuitar,fs3,fs,3,minor7,1,1,60,18,test
OverdrivenGuitar-fs3-minor7_inv2,OverdrivenGuitar,fs3,fs,3,minor7,1,2,60,3,train
OverdrivenGuitar-fs3-minor7_inv3,OverdrivenGuitar,fs3,fs,3,minor7,1,3,60,16,valid
OverdrivenGuitar-g3-minor7_inv0,OverdrivenGuitar,g3,g,3,minor7,1,0,60,20,test
OverdrivenGuitar-g3-minor7_inv1,OverdrivenGuitar,g3,g,3,minor7,1,1,60,9,train
OverdrivenGuitar-g3-minor7_inv2,OverdrivenGuitar,g3,g,3,minor7,1,2,60,6,train
OverdrivenGuitar-g3-minor7_inv3,OverdrivenGuitar,g3,g,3,minor7,1,3,60,20,test
OverdrivenGuitar-gs3-minor7_inv0,OverdrivenGuitar,gs3,gs,3,minor7,1,0,60,13,train
OverdrivenGuitar-gs3-minor7_inv1,OverdrivenGuitar,gs3,gs,3,minor7,1,1,60,6,train
OverdrivenGuitar-gs3-minor7_inv2,OverdrivenGuitar,gs3,gs,3,minor7,1,2,60,12,train
OverdrivenGuitar-gs3-minor7_inv3,OverdrivenGuitar,gs3,gs,3,minor7,1,3,60,7,train
OverdrivenGuitar-a3-minor7_inv0,OverdrivenGuitar,a3,a,3,minor7,1,0,60,3,train
OverdrivenGuitar-a3-minor7_inv1,OverdrivenGuitar,a3,a,3,minor7,1,1,60,11,train
OverdrivenGuitar-a3-minor7_inv2,OverdrivenGuitar,a3,a,3,minor7,1,2,60,19,test
OverdrivenGuitar-a3-minor7_inv3,OverdrivenGuitar,a3,a,3,minor7,1,3,60,12,train
OverdrivenGuitar-as3-minor7_inv0,OverdrivenGuitar,as3,as,3,minor7,1,0,60,11,train
OverdrivenGuitar-as3-minor7_inv1,OverdrivenGuitar,as3,as,3,minor7,1,1,60,8,train
OverdrivenGuitar-as3-minor7_inv2,OverdrivenGuitar,as3,as,3,minor7,1,2,60,14,train
OverdrivenGuitar-as3-minor7_inv3,OverdrivenGuitar,as3,as,3,minor7,1,3,60,12,train
OverdrivenGuitar-b3-minor7_inv0,OverdrivenGuitar,b3,b,3,minor7,1,0,60,13,train
OverdrivenGuitar-b3-minor7_inv1,OverdrivenGuitar,b3,b,3,minor7,1,1,60,12,train
OverdrivenGuitar-b3-minor7_inv2,OverdrivenGuitar,b3,b,3,minor7,1,2,60,17,valid
OverdrivenGuitar-b3-minor7_inv3,OverdrivenGuitar,b3,b,3,minor7,1,3,60,13,train
OverdrivenGuitar-c4-majorminor7_inv0,OverdrivenGuitar,c4,c,4,majorminor7,2,0,60,8,train
OverdrivenGuitar-c4-majorminor7_inv1,OverdrivenGuitar,c4,c,4,majorminor7,2,1,60,13,train
OverdrivenGuitar-c3-majorminor7_inv2,OverdrivenGuitar,c3,c,3,majorminor7,2,2,60,20,test
OverdrivenGuitar-c3-majorminor7_inv3,OverdrivenGuitar,c3,c,3,majorminor7,2,3,60,3,train
OverdrivenGuitar-cs4-majorminor7_inv0,OverdrivenGuitar,cs4,cs,4,majorminor7,2,0,60,12,train
OverdrivenGuitar-cs4-majorminor7_inv1,OverdrivenGuitar,cs4,cs,4,majorminor7,2,1,60,10,train
OverdrivenGuitar-cs3-majorminor7_inv2,OverdrivenGuitar,cs3,cs,3,majorminor7,2,2,60,12,train
OverdrivenGuitar-cs3-majorminor7_inv3,OverdrivenGuitar,cs3,cs,3,majorminor7,2,3,60,3,train
OverdrivenGuitar-d4-majorminor7_inv0,OverdrivenGuitar,d4,d,4,majorminor7,2,0,60,8,train
OverdrivenGuitar-d3-majorminor7_inv1,OverdrivenGuitar,d3,d,3,majorminor7,2,1,60,15,valid
OverdrivenGuitar-d3-majorminor7_inv2,OverdrivenGuitar,d3,d,3,majorminor7,2,2,60,7,train
OverdrivenGuitar-d3-majorminor7_inv3,OverdrivenGuitar,d3,d,3,majorminor7,2,3,60,12,train
OverdrivenGuitar-ds4-majorminor7_inv0,OverdrivenGuitar,ds4,ds,4,majorminor7,2,0,60,8,train
OverdrivenGuitar-ds3-majorminor7_inv1,OverdrivenGuitar,ds3,ds,3,majorminor7,2,1,60,9,train
OverdrivenGuitar-ds3-majorminor7_inv2,OverdrivenGuitar,ds3,ds,3,majorminor7,2,2,60,11,train
OverdrivenGuitar-ds3-majorminor7_inv3,OverdrivenGuitar,ds3,ds,3,majorminor7,2,3,60,2,train
OverdrivenGuitar-e4-majorminor7_inv0,OverdrivenGuitar,e4,e,4,majorminor7,2,0,60,9,train
OverdrivenGuitar-e3-majorminor7_inv1,OverdrivenGuitar,e3,e,3,majorminor7,2,1,60,9,train
OverdrivenGuitar-e3-majorminor7_inv2,OverdrivenGuitar,e3,e,3,majorminor7,2,2,60,7,train
