name,inst,key_center,scale_type,is_modemix,orig_prog,sub_prog,inv,bpm,fold,set_type
Harpsichord-c4-maj-1451_inv0,Harpsichord,c4,maj,false,maj-1451,maj-1451,0,60,17,valid
Harpsichord-cs4-maj-1451_inv0,Harpsichord,cs4,maj,false,maj-1451,maj-1451,0,60,14,train
Harpsichord-d4-maj-1451_inv0,Harpsichord,d4,maj,false,maj-1451,maj-1451,0,60,11,train
Harpsichord-ds4-maj-1451_inv0,Harpsichord,ds4,maj,false,maj-1451,maj-1451,0,60,2,train
Harpsichord-e4-maj-1451_inv0,Harpsichord,e4,maj,false,maj-1451,maj-1451,0,60,5,train
Harpsichord-f4-maj-1451_inv0,Harpsichord,f4,maj,false,maj-1451,maj-1451,0,60,12,train
Harpsichord-fs4-maj-1451_inv0,Harpsichord,fs4,maj,false,maj-1451,maj-1451,0,60,12,train
Harpsichord-g4-maj-1451_inv0,Harpsichord,g4,maj,false,maj-1451,maj-1451,0,60,8,train
Harpsichord-gs4-maj-1451_inv0,Harpsichord,gs4,maj,false,maj-1451,maj-1451,0,60,9,train
Harpsichord-a4-maj-1451_inv0,Harpsichord,a4,maj,false,maj-1451,maj-1451,0,60,2,train
Harpsichord-as4-maj-1451_inv0,Harpsichord,as4,maj,false,maj-1451,maj-1451,0,60,3,train
Harpsichord-b4-maj-1451_inv0,Harpsichord,b4,maj,false,maj-1451,maj-1451,0,60,8,train
Harpsichord-c4-mm1-1451_inv0,Harpsichord,c4,maj,true,maj-1451,mm1-1451,0,60,17,valid
Harpsichord-cs4-mm1-1451_inv0,Harpsichord,cs4,maj,true,maj-1451,mm1-1451,0,60,6,train
Harpsichord-d4-mm1-1451_inv0,Harpsichord,d4,maj,true,maj-1451,mm1-1451,0,60,14,train
Harpsichord-ds4-mm1-1451_inv0,Harpsichord,ds4,maj,true,maj-1451,mm1-1451,0,60,2,train
Harpsichord-e4-mm1-1451_inv0,Harpsichord,e4,maj,true,maj-1451,mm1-1451,0,60,5,train
Harpsichord-f4-mm1-1451_inv0,Harpsichord,f4,maj,true,maj-1451,mm1-1451,0,60,19,test
Harpsichord-fs4-mm1-1451_inv0,Harpsichord,fs4,maj,true,maj-1451,mm1-1451,0,60,20,test
Harpsichord-g4-mm1-1451_inv0,Harpsichord,g4,maj,true,maj-1451,mm1-1451,0,60,8,train
Harpsichord-gs4-mm1-1451_inv0,Harpsichord,gs4,maj,true,maj-1451,mm1-1451,0,60,1,train
Harpsichord-a4-mm1-1451_inv0,Harpsichord,a4,maj,true,maj-1451,mm1-1451,0,60,4,train
Harpsichord-as4-mm1-1451_inv0,Harpsichord,as4,maj,true,maj-1451,mm1-1451,0,60,11,train
Harpsichord-b4-mm1-1451_inv0,Harpsichord,b4,maj,true,maj-1451,mm1-1451,0,60,10,train
Harpsichord-c4-maj-1465_inv0,Harpsichord,c4,maj,false,maj-1465,maj-1465,0,60,12,train
Harpsichord-cs4-maj-1465_inv0,Harpsichord,cs4,maj,false,maj-1465,maj-1465,0,60,12,train
Harpsichord-d4-maj-1465_inv0,Harpsichord,d4,maj,false,maj-1465,maj-1465,0,60,6,train
Harpsichord-ds4-maj-1465_inv0,Harpsichord,ds4,maj,false,maj-1465,maj-1465,0,60,5,train
Harpsichord-e4-maj-1465_inv0,Harpsichord,e4,maj,false,maj-1465,maj-1465,0,60,4,train
Harpsichord-f4-maj-1465_inv0,Harpsichord,f4,maj,false,maj-1465,maj-1465,0,60,14,train
Harpsichord-fs4-maj-1465_inv0,Harpsichord,fs4,maj,false,maj-1465,maj-1465,0,60,4,train
Harpsichord-g4-maj-1465_inv0,Harpsichord,g4,maj,false,maj-1465,maj-1465,0,60,19,test
Harpsichord-gs4-maj-1465_inv0,Harpsichord,gs4,maj,false,maj-1465,maj-1465,0,60,1,train
Harpsichord-a4-maj-1465_inv0,Harpsichord,a4,maj,false,maj-1465,maj-1465,0,60,10,train
Harpsichord-as4-maj-1465_inv0,Harpsichord,as4,maj,false,maj-1465,maj-1465,0,60,14,train
Harpsichord-b4-maj-1465_inv0,Harpsichord,b4,maj,false,maj-1465,maj-1465,0,60,15,valid
Harpsichord-c4-mm1-1465_inv0,Harpsichord,c4,maj,true,maj-1465,mm1-1465,0,60,14,train
Harpsichord-cs4-mm1-1465_inv0,Harpsichord,cs4,maj,true,maj-1465,mm1-1465,0,60,19,test
Harpsichord-d4-mm1-1465_inv0,Harpsichord,d4,maj,true,maj-1465,mm1-1465,0,60,14,train
Harpsichord-ds4-mm1-1465_inv0,Harpsichord,ds4,maj,true,maj-1465,mm1-1465,0,60,2,train
Harpsichord-e4-mm1-1465_inv0,Harpsichord,e4,maj,true,maj-1465,mm1-1465,0,60,1,train
Harpsichord-f4-mm1-1465_inv0,Harpsichord,f4,maj,true,maj-1465,mm1-1465,0,60,7,train
Harpsichord-fs4-mm1-1465_inv0,Harpsichord,fs4,maj,true,maj-1465,mm1-1465,0,60,16,valid
Harpsichord-g4-mm1-1465_inv0,Harpsichord,g4,maj,true,maj-1465,mm1-1465,0,60,8,train
Harpsichord-gs4-mm1-1465_inv0,Harpsichord,gs4,maj,true,maj-1465,mm1-1465,0,60,12,train
Harpsichord-a4-mm1-1465_inv0,Harpsichord,a4,maj,true,maj-1465,mm1-1465,0,60,9,train
Harpsichord-as4-mm1-1465_inv0,Harpsichord,as4,maj,true,maj-1465,mm1-1465,0,60,13,train
Harpsichord-b4-mm1-1465_inv0,Harpsichord,b4,maj,true,maj-1465,mm1-1465,0,60,19,test
Harpsichord-c4-maj-1564_inv0,Harpsichord,c4,maj,false,maj-1564,maj-1564,0,60,3,train
Harpsichord-cs4-maj-1564_inv0,Harpsichord,cs4,maj,false,maj-1564,maj-1564,0,60,12,train
Harpsichord-d4-maj-1564_inv0,Harpsichord,d4,maj,false,maj-1564,maj-1564,0,60,9,train
Harpsichord-ds4-maj-1564_inv0,Harpsichord,ds4,maj,false,maj-1564,maj-1564,0,60,13,train
Harpsichord-e4-maj-1564_inv0,Harpsichord,e4,maj,false,maj-1564,maj-1564,0,60,16,valid
Harpsichord-f4-maj-1564_inv0,Harpsichord,f4,maj,false,maj-1564,maj-1564,0,60,10,train
Harpsichord-fs4-maj-1564_inv0,Harpsichord,fs4,maj,false,maj-1564,maj-1564,0,60,2,train
Harpsichord-g4-maj-1564_inv0,Harpsichord,g4,maj,false,maj-1564,maj-1564,0,60,3,train
Harpsichord-gs4-maj-1564_inv0,Harpsichord,gs4,maj,false,maj-1564,maj-1564,0,60,20,test
Harpsichord-a4-maj-1564_inv0,Harpsichord,a4,maj,false,maj-1564,maj-1564,0,60,14,train
Harpsichord-as4-maj-1564_inv0,Harpsichord,as4,maj,false,maj-1564,maj-1564,0,60,1,train
Harpsichord-b4-maj-1564_inv0,Harpsichord,b4,maj,false,maj-1564,maj-1564,0,60,9,train
Harpsichord-c4-mm1-1564_inv0,Harpsichord,c4,maj,true,maj-1564,mm1-1564,0,60,12,train
Harpsichord-cs4-mm1-1564_inv0,Harpsichord,cs4,maj,true,maj-1564,mm1-1564,0,60,8,train
Harpsichord-d4-mm1-1564_inv0,Harpsichord,d4,maj,true,maj-1564,mm1-1564,0,60,9,train
Harpsichord-ds4-mm1-1564_inv0,Harpsichord,ds4,maj,true,maj-1564,mm1-1564,0,60,1,train
Harpsichord-e4-mm1-1564_inv0,Harpsichord,e4,maj,true,maj-1564,mm1-1564,0,60,10,train
Harpsichord-f4-mm1-1564_inv0,Harpsichord,f4,maj,true,maj-1564,mm1-1564,0,60,7,train
Harpsichord-fs4-mm1-1564_inv0,Harpsichord,fs4,maj,true,maj-1564,mm1-1564,0,60,15,valid
Harpsichord-g4-mm1-1564_inv0,Harpsichord,g4,maj,true,maj-1564,mm1-1564,0,60,19,test
Harpsichord-gs4-mm1-1564_inv0,Harpsichord,gs4,maj,true,maj-1564,mm1-1564,0,60,18,test
Harpsichord-a4-mm1-1564_inv0,Harpsichord,a4,maj,true,maj-1564,mm1-1564,0,60,19,test
Harpsichord-as4-mm1-1564_inv0,Harpsichord,as4,maj,true,maj-1564,mm1-1564,0,60,16,valid
Harpsichord-b4-mm1-1564_inv0,Harpsichord,b4,maj,true,maj-1564,mm1-1564,0,60,15,valid
Harpsichord-c4-maj-1645_inv0,Harpsichord,c4,maj,false,maj-1645,maj-1645,0,60,11,train
Harpsichord-cs4-maj-1645_inv0,Harpsichord,cs4,maj,false,maj-1645,maj-1645,0,60,1,train
Harpsichord-d4-maj-1645_inv0,Harpsichord,d4,maj,false,maj-1645,maj-1645,0,60,12,train
Harpsichord-ds4-maj-1645_inv0,Harpsichord,ds4,maj,false,maj-1645,maj-1645,0,60,4,train
Harpsichord-e4-maj-1645_inv0,Harpsichord,e4,maj,false,maj-1645,maj-1645,0,60,13,train
Harpsichord-f4-maj-1645_inv0,Harpsichord,f4,maj,false,maj-1645,maj-1645,0,60,18,test
Harpsichord-fs4-maj-1645_inv0,Harpsichord,fs4,maj,false,maj-1645,maj-1645,0,60,10,train
Harpsichord-g4-maj-1645_inv0,Harpsichord,g4,maj,false,maj-1645,maj-1645,0,60,8,train
Harpsichord-gs4-maj-1645_inv0,Harpsichord,gs4,maj,false,maj-1645,maj-1645,0,60,10,train
Harpsichord-a4-maj-1645_inv0,Harpsichord,a4,maj,false,maj-1645,maj-1645,0,60,10,train
Harpsichord-as4-maj-1645_inv0,Harpsichord,as4,maj,false,maj-1645,maj-1645,0,60,4,train
Harpsichord-b4-maj-1645_inv0,Harpsichord,b4,maj,false,maj-1645,maj-1645,0,60,4,train
Harpsichord-c4-mm1-1645_inv0,Harpsichord,c4,maj,true,maj-1645,mm1-1645,0,60,2,train
Harpsichord-cs4-mm1-1645_inv0,Harpsichord,cs4,maj,true,maj-1645,mm1-1645,0,60,6,train
Harpsichord-d4-mm1-1645_inv0,Harpsichord,d4,maj,true,maj-1645,mm1-1645,0,60,5,train
Harpsichord-ds4-mm1-1645_inv0,Harpsichord,ds4,maj,true,maj-1645,mm1-1645,0,60,18,test
Harpsichord-e4-mm1-1645_inv0,Harpsichord,e4,maj,true,maj-1645,mm1-1645,0,60,7,train
Harpsichord-f4-mm1-1645_inv0,Harpsichord,f4,maj,true,maj-1645,mm1-1645,0,60,17,valid
Harpsichord-fs4-mm1-1645_inv0,Harpsichord,fs4,maj,true,maj-1645,mm1-1645,0,60,18,test
Harpsichord-g4-mm1-1645_inv0,Harpsichord,g4,maj,true,maj-1645,mm1-1645,0,60,11,train
Harpsichord-gs4-mm1-1645_inv0,Harpsichord,gs4,maj,true,maj-1645,mm1-1645,0,60,4,train
Harpsichord-a4-mm1-1645_inv0,Harpsichord,a4,maj,true,maj-1645,mm1-1645,0,60,4,train
Harpsichord-as4-mm1-1645_inv0,Harpsichord,as4,maj,true,maj-1645,mm1-1645,0,60,5,train
Harpsichord-b4-mm1-1645_inv0,Harpsichord,b4,maj,true,maj-1645,mm1-1645,0,60,12,train
Harpsichord-c4-maj-2516_inv0,Harpsichord,c4,maj,false,maj-2516,maj-2516,0,60,9,train
Harpsichord-cs4-maj-2516_inv0,Harpsichord,cs4,maj,false,maj-2516,maj-2516,0,60,6,train
Harpsichord-d4-maj-2516_inv0,Harpsichord,d4,maj,false,maj-2516,maj-2516,0,60,20,test
Harpsichord-ds4-maj-2516_inv0,Harpsichord,ds4,maj,false,maj-2516,maj-2516,0,60,11,train
Harpsichord-e4-maj-2516_inv0,Harpsichord,e4,maj,false,maj-2516,maj-2516,0,60,4,train
Harpsichord-f4-maj-2516_inv0,Harpsichord,f4,maj,false,maj-2516,maj-2516,0,60,10,train
Harpsichord-fs4-maj-2516_inv0,Harpsichord,fs4,maj,false,maj-2516,maj-2516,0,60,20,test
Harpsichord-g4-maj-2516_inv0,Harpsichord,g4,maj,false,maj-2516,maj-2516,0,60,7,train
Harpsichord-gs4-maj-2516_inv0,Harpsichord,gs4,maj,false,maj-2516,maj-2516,0,60,7,train
Harpsichord-a4-maj-2516_inv0,Harpsichord,a4,maj,false,maj-2516,maj-2516,0,60,14,train
Harpsichord-as4-maj-2516_inv0,Harpsichord,as4,maj,false,maj-2516,maj-2516,0,60,8,train
Harpsichord-b4-maj-2516_inv0,Harpsichord,b4,maj,false,maj-2516,maj-2516,0,60,13,train
Harpsichord-c4-mm1-2516_inv0,Harpsichord,c4,maj,true,maj-2516,mm1-2516,0,60,17,valid
Harpsichord-cs4-mm1-2516_inv0,Harpsichord,cs4,maj,true,maj-2516,mm1-2516,0,60,19,test
Harpsichord-d4-mm1-2516_inv0,Harpsichord,d4,maj,true,maj-2516,mm1-2516,0,60,9,train
Harpsichord-ds4-mm1-2516_inv0,Harpsichord,ds4,maj,true,maj-2516,mm1-2516,0,60,11,train
Harpsichord-e4-mm1-2516_inv0,Harpsichord,e4,maj,true,maj-2516,mm1-2516,0,60,11,train
Harpsichord-f4-mm1-2516_inv0,Harpsichord,f4,maj,true,maj-2516,mm1-2516,0,60,17,valid
Harpsichord-fs4-mm1-2516_inv0,Harpsichord,fs4,maj,true,maj-2516,mm1-2516,0,60,2,train
Harpsichord-g4-mm1-2516_inv0,Harpsichord,g4,maj,true,maj-2516,mm1-2516,0,60,10,train
Harpsichord-gs4-mm1-2516_inv0,Harpsichord,gs4,maj,true,maj-2516,mm1-2516,0,60,19,test
Harpsichord-a4-mm1-2516_inv0,Harpsichord,a4,maj,true,maj-2516,mm1-2516,0,60,8,train
Harpsichord-as4-mm1-2516_inv0,Harpsichord,as4,maj,true,maj-2516,mm1-2516,0,60,6,train
Harpsichord-b4-mm1-2516_inv0,Harpsichord,b4,maj,true,maj-2516,mm1-2516,0,60,13,train
Harpsichord-c4-maj-4156_inv0,Harpsichord,c4,maj,false,maj-4156,maj-4156,0,60,9,train
Harpsichord-cs4-maj-4156_inv0,Harpsichord,cs4,maj,false,maj-4156,maj-4156,0,60,20,test
Harpsichord-d4-maj-4156_inv0,Harpsichord,d4,maj,false,maj-4156,maj-4156,0,60,20,test
Harpsichord-ds4-maj-4156_inv0,Harpsichord,ds4,maj,false,maj-4156,maj-4156,0,60,4,train
Harpsichord-e4-maj-4156_inv0,Harpsichord,e4,maj,false,maj-4156,maj-4156,0,60,1,train
Harpsichord-f4-maj-4156_inv0,Harpsichord,f4,maj,false,maj-4156,maj-4156,0,60,2,train
Harpsichord-fs4-maj-4156_inv0,Harpsichord,fs4,maj,false,maj-4156,maj-4156,0,60,11,train
Harpsichord-g4-maj-4156_inv0,Harpsichord,g4,maj,false,maj-4156,maj-4156,0,60,9,train
Harpsichord-gs4-maj-4156_inv0,Harpsichord,gs4,maj,false,maj-4156,maj-4156,0,60,5,train
Harpsichord-a4-maj-4156_inv0,Harpsichord,a4,maj,false,maj-4156,maj-4156,0,60,6,train
Harpsichord-as4-maj-4156_inv0,Harpsichord,as4,maj,false,maj-4156,maj-4156,0,60,1,train
Harpsichord-b4-maj-4156_inv0,Harpsichord,b4,maj,false,maj-4156,maj-4156,0,60,10,train
Harpsichord-c4-mm1-4156_inv0,Harpsichord,c4,maj,true,maj-4156,mm1-4156,0,60,6,train
Harpsichord-cs4-mm1-4156_inv0,Harpsichord,cs4,maj,true,maj-4156,mm1-4156,0,60,9,train
Harpsichord-d4-mm1-4156_inv0,Harpsichord,d4,maj,true,maj-4156,mm1-4156,0,60,16,valid
Harpsichord-ds4-mm1-4156_inv0,Harpsichord,ds4,maj,true,maj-4156,mm1-4156,0,60,19,test
Harpsichord-e4-mm1-4156_inv0,Harpsichord,e4,maj,true,maj-4156,mm1-4156,0,60,16,valid
Harpsichord-f4-mm1-4156_inv0,Harpsichord,f4,maj,true,maj-4156,mm1-4156,0,60,1,train
Harpsichord-fs4-mm1-4156_inv0,Harpsichord,fs4,maj,true,maj-4156,mm1-4156,0,60,5,train
Harpsichord-g4-mm1-4156_inv0,Harpsichord,g4,maj,true,maj-4156,mm1-4156,0,60,18,test
Harpsichord-gs4-mm1-4156_inv0,Harpsichord,gs4,maj,true,maj-4156,mm1-4156,0,60,14,train
Harpsichord-a4-mm1-4156_inv0,Harpsichord,a4,maj,true,maj-4156,mm1-4156,0,60,7,train
Harpsichord-as4-mm1-4156_inv0,Harpsichord,as4,maj,true,maj-4156,mm1-4156,0,60,14,train
Harpsichord-b4-mm1-4156_inv0,Harpsichord,b4,maj,true,maj-4156,mm1-4156,0,60,15,valid
Harpsichord-c4-maj-5415_inv0,Harpsichord,c4,maj,false,maj-5415,maj-5415,0,60,9,train
Harpsichord-cs4-maj-5415_inv0,Harpsichord,cs4,maj,false,maj-5415,maj-5415,0,60,15,valid
Harpsichord-d4-maj-5415_inv0,Harpsichord,d4,maj,false,maj-5415,maj-5415,0,60,11,train
Harpsichord-ds4-maj-5415_inv0,Harpsichord,ds4,maj,false,maj-5415,maj-5415,0,60,13,train
Harpsichord-e4-maj-5415_inv0,Harpsichord,e4,maj,false,maj-5415,maj-5415,0,60,18,test
Harpsichord-f4-maj-5415_inv0,Harpsichord,f4,maj,false,maj-5415,maj-5415,0,60,20,test
Harpsichord-fs4-maj-5415_inv0,Harpsichord,fs4,maj,false,maj-5415,maj-5415,0,60,20,test
Harpsichord-g4-maj-5415_inv0,Harpsichord,g4,maj,false,maj-5415,maj-5415,0,60,17,valid
Harpsichord-gs4-maj-5415_inv0,Harpsichord,gs4,maj,false,maj-5415,maj-5415,0,60,12,train
Harpsichord-a4-maj-5415_inv0,Harpsichord,a4,maj,false,maj-5415,maj-5415,0,60,2,train
Harpsichord-as4-maj-5415_inv0,Harpsichord,as4,maj,false,maj-5415,maj-5415,0,60,7,train
Harpsichord-b4-maj-5415_inv0,Harpsichord,b4,maj,false,maj-5415,maj-5415,0,60,11,train
Harpsichord-c4-mm1-5415_inv0,Harpsichord,c4,maj,true,maj-5415,mm1-5415,0,60,1,train
Harpsichord-cs4-mm1-5415_inv0,Harpsichord,cs4,maj,true,maj-5415,mm1-5415,0,60,5,train
Harpsichord-d4-mm1-5415_inv0,Harpsichord,d4,maj,true,maj-5415,mm1-5415,0,60,13,train
Harpsichord-ds4-mm1-5415_inv0,Harpsichord,ds4,maj,true,maj-5415,mm1-5415,0,60,17,valid
Harpsichord-e4-mm1-5415_inv0,Harpsichord,e4,maj,true,maj-5415,mm1-5415,0,60,18,test
Harpsichord-f4-mm1-5415_inv0,Harpsichord,f4,maj,true,maj-5415,mm1-5415,0,60,15,valid
Harpsichord-fs4-mm1-5415_inv0,Harpsichord,fs4,maj,true,maj-5415,mm1-5415,0,60,4,train
Harpsichord-g4-mm1-5415_inv0,Harpsichord,g4,maj,true,maj-5415,mm1-5415,0,60,14,train
Harpsichord-gs4-mm1-5415_inv0,Harpsichord,gs4,maj,true,maj-5415,mm1-5415,0,60,8,train
Harpsichord-a4-mm1-5415_inv0,Harpsichord,a4,maj,true,maj-5415,mm1-5415,0,60,16,valid
Harpsichord-as4-mm1-5415_inv0,Harpsichord,as4,maj,true,maj-5415,mm1-5415,0,60,8,train
Harpsichord-b4-mm1-5415_inv0,Harpsichord,b4,maj,true,maj-5415,mm1-5415,0,60,12,train
Harpsichord-c4-maj-5641_inv0,Harpsichord,c4,maj,false,maj-5641,maj-5641,0,60,6,train
Harpsichord-cs4-maj-5641_inv0,Harpsichord,cs4,maj,false,maj-5641,maj-5641,0,60,15,valid
Harpsichord-d4-maj-5641_inv0,Harpsichord,d4,maj,false,maj-5641,maj-5641,0,60,10,train
Harpsichord-ds4-maj-5641_inv0,Harpsichord,ds4,maj,false,maj-5641,maj-5641,0,60,16,valid
Harpsichord-e4-maj-5641_inv0,Harpsichord,e4,maj,false,maj-5641,maj-5641,0,60,14,train
Harpsichord-f4-maj-5641_inv0,Harpsichord,f4,maj,false,maj-5641,maj-5641,0,60,13,train
Harpsichord-fs4-maj-5641_inv0,Harpsichord,fs4,maj,false,maj-5641,maj-5641,0,60,15,valid
Harpsichord-g4-maj-5641_inv0,Harpsichord,g4,maj,false,maj-5641,maj-5641,0,60,20,test
Harpsichord-gs4-maj-5641_inv0,Harpsichord,gs4,maj,false,maj-5641,maj-5641,0,60,6,train
Harpsichord-a4-maj-5641_inv0,Harpsichord,a4,maj,false,maj-5641,maj-5641,0,60,10,train
Harpsichord-as4-maj-5641_inv0,Harpsichord,as4,maj,false,maj-5641,maj-5641,0,60,9,train
Harpsichord-b4-maj-5641_inv0,Harpsichord,b4,maj,false,maj-5641,maj-5641,0,60,16,valid
Harpsichord-c4-mm1-5641_inv0,Harpsichord,c4,maj,true,maj-5641,mm1-5641,0,60,6,train
Harpsichord-cs4-mm1-5641_inv0,Harpsichord,cs4,maj,true,maj-5641,mm1-5641,0,60,9,train
Harpsichord-d4-mm1-5641_inv0,Harpsichord,d4,maj,true,maj-5641,mm1-5641,0,60,16,valid
Harpsichord-ds4-mm1-5641_inv0,Harpsichord,ds4,maj,true,maj-5641,mm1-5641,0,60,6,train
Harpsichord-e4-mm1-5641_inv0,Harpsichord,e4,maj,true,maj-5641,mm1-5641,0,60,5,train
Harpsichord-f4-mm1-5641_inv0,Harpsichord,f4,maj,true,maj-5641,mm1-5641,0,60,8,train
Harpsichord-fs4-mm1-5641_inv0,Harpsichord,fs4,maj,true,maj-5641,mm1-5641,0,60,9,train
Harpsichord-g4-mm1-5641_inv0,Harpsichord,g4,maj,true,maj-5641,mm1-5641,0,60,9,train
Harpsichord-gs4-mm1-5641_inv0,Harpsichord,gs4,maj,true,maj-5641,mm1-5641,0,60,3,train
Harpsichord-a4-mm1-5641_inv0,Harpsichord,a4,maj,true,maj-5641,mm1-5641,0,60,17,valid
Harpsichord-as4-mm1-5641_inv0,Harpsichord,as4,maj,true,maj-5641,mm1-5641,0,60,2,train
Harpsichord-b4-mm1-5641_inv0,Harpsichord,b4,maj,true,maj-5641,mm1-5641,0,60,9,train
Harpsichord-c4-maj-6415_inv0,Harpsichord,c4,maj,false,maj-6415,maj-6415,0,60,4,train
Harpsichord-cs4-maj-6415_inv0,Harpsichord,cs4,maj,false,maj-6415,maj-6415,0,60,9,train
Harpsichord-d4-maj-6415_inv0,Harpsichord,d4,maj,false,maj-6415,maj-6415,0,60,5,train
Harpsichord-ds4-maj-6415_inv0,Harpsichord,ds4,maj,false,maj-6415,maj-6415,0,60,16,valid
Harpsichord-e4-maj-6415_inv0,Harpsichord,e4,maj,false,maj-6415,maj-6415,0,60,2,train
Harpsichord-f4-maj-6415_inv0,Harpsichord,f4,maj,false,maj-6415,maj-6415,0,60,6,train
Harpsichord-fs4-maj-6415_inv0,Harpsichord,fs4,maj,false,maj-6415,maj-6415,0,60,17,valid
Harpsichord-g4-maj-6415_inv0,Harpsichord,g4,maj,false,maj-6415,maj-6415,0,60,15,valid
Harpsichord-gs4-maj-6415_inv0,Harpsichord,gs4,maj,false,maj-6415,maj-6415,0,60,2,train
Harpsichord-a4-maj-6415_inv0,Harpsichord,a4,maj,false,maj-6415,maj-6415,0,60,20,test
Harpsichord-as4-maj-6415_inv0,Harpsichord,as4,maj,false,maj-6415,maj-6415,0,60,7,train
Harpsichord-b4-maj-6415_inv0,Harpsichord,b4,maj,false,maj-6415,maj-6415,0,60,12,train
Harpsichord-c4-mm1-6415_inv0,Harpsichord,c4,maj,true,maj-6415,mm1-6415,0,60,5,train
Harpsichord-cs4-mm1-6415_inv0,Harpsichord,cs4,maj,true,maj-6415,mm1-6415,0,60,7,train
Harpsichord-d4-mm1-6415_inv0,Harpsichord,d4,maj,true,maj-6415,mm1-6415,0,60,19,test
Harpsichord-ds4-mm1-6415_inv0,Harpsichord,ds4,maj,true,maj-6415,mm1-6415,0,60,16,valid
Harpsichord-e4-mm1-6415_inv0,Harpsichord,e4,maj,true,maj-6415,mm1-6415,0,60,19,test
Harpsichord-f4-mm1-6415_inv0,Harpsichord,f4,maj,true,maj-6415,mm1-6415,0,60,16,valid
Harpsichord-fs4-mm1-6415_inv0,Harpsichord,fs4,maj,true,maj-6415,mm1-6415,0,60,17,valid
Harpsichord-g4-mm1-6415_inv0,Harpsichord,g4,maj,true,maj-6415,mm1-6415,0,60,12,train
Harpsichord-gs4-mm1-6415_inv0,Harpsichord,gs4,maj,true,maj-6415,mm1-6415,0,60,17,valid
Harpsichord-a4-mm1-6415_inv0,Harpsichord,a4,maj,true,maj-6415,mm1-6415,0,60,7,train
Harpsichord-as4-mm1-6415_inv0,Harpsichord,as4,maj,true,maj-6415,mm1-6415,0,60,1,train
Harpsichord-b4-mm1-6415_inv0,Harpsichord,b4,maj,true,maj-6415,mm1-6415,0,60,17,valid
Clavinet-c4-maj-1451_inv0,Clavinet,c4,maj,false,maj-1451,maj-1451,0,60,1,train
Clavinet-cs4-maj-1451_inv0,Clavinet,cs4,maj,false,maj-1451,maj-1451,0,60,2,train
Clavinet-d4-maj-1451_inv0,Clavinet,d4,maj,false,maj-1451,maj-1451,0,60,20,test
Clavinet-ds4-maj-1451_inv0,Clavinet,ds4,maj,false,maj-1451,maj-1451,0,60,7,train
Clavinet-e4-maj-1451_inv0,Clavinet,e4,maj,false,maj-1451,maj-1451,0,60,1,train
Clavinet-f4-maj-1451_inv0,Clavinet,f4,maj,false,maj-1451,maj-1451,0,60,18,test
Clavinet-fs4-maj-1451_inv0,Clavinet,fs4,maj,false,maj-1451,maj-1451,0,60,18,test
Clavinet-g4-maj-1451_inv0,Clavinet,g4,maj,false,maj-1451,maj-1451,0,60,13,train
Clavinet-gs4-maj-1451_inv0,Clavinet,gs4,maj,false,maj-1451,maj-1451,0,60,9,train
Clavinet-a4-maj-1451_inv0,Clavinet,a4,maj,false,maj-1451,maj-1451,0,60,8,train
Clavinet-as4-maj-1451_inv0,Clavinet,as4,maj,false,maj-1451,maj-1451,0,60,12,train
Clavinet-b4-maj-1451_inv0,Clavinet,b4,maj,false,maj-1451,maj-1451,0,60,20,test
Clavinet-c4-mm1-1451_inv0,Clavinet,c4,maj,true,maj-1451,mm1-1451,0,60,15,valid
Clavinet-cs4-mm1-1451_inv0,Clavinet,cs4,maj,true,maj-1451,mm1-1451,0,60,13,train
Clavinet-d4-mm1-1451_inv0,Clavinet,d4,maj,true,maj-1451,mm1-1451,0,60,20,test
Clavinet-ds4-mm1-1451_inv0,Clavinet,ds4,maj,true,maj-1451,mm1-1451,0,60,7,train
Clavinet-e4-mm1-1451_inv0,Clavinet,e4,maj,true,maj-1451,mm1-1451,0,60,13,train
Clavinet-f4-mm1-1451_inv0,Clavinet,f4,maj,true,maj-1451,mm1-1451,0,60,3,train
Clavinet-fs4-mm1-1451_inv0,Clavinet,fs4,maj,true,maj-1451,mm1-1451,0,60,20,test
Clavinet-g4-mm1-1451_inv0,Clavinet,g4,maj,true,maj-1451,mm1-1451,0,60,5,train
Clavinet-gs4-mm1-1451_inv0,Clavinet,gs4,maj,true,maj-1451,mm1-1451,0,60,14,train
Clavinet-a4-mm1-1451_inv0,Clavinet,a4,maj,true,maj-1451,mm1-1451,0,60,6,train
Clavinet-as4-mm1-1451_inv0,Clavinet,as4,maj,true,maj-1451,mm1-1451,0,60,19,test
Clavinet-b4-mm1-1451_inv0,Clavinet,b4,maj,true,maj-1451,mm1-1451,0,60,18,test
Clavinet-c4-maj-1465_inv0,Clavinet,c4,maj,false,maj-1465,maj-1465,0,60,19,test
Clavinet-cs4-maj-1465_inv0,Clavinet,cs4,maj,false,maj-1465,maj-1465,0,60,15,valid
Clavinet-d4-maj-1465_inv0,Clavinet,d4,maj,false,maj-1465,maj-1465,0,60,16,valid
Clavinet-ds4-maj-1465_inv0,Clavinet,ds4,maj,false,maj-1465,maj-1465,0,60,12,train
Clavinet-e4-maj-1465_inv0,Clavinet,e4,maj,false,maj-1465,maj-1465,0,60,19,test
Clavinet-f4-maj-1465_inv0,Clavinet,f4,maj,false,maj-1465,maj-1465,0,60,5,train
