chord_progression,midi_program_num,midi_program_name,path,midi_category,key_note_name,sampling_rate,key_note_pitch_class,name,is_major,orig_prog,inv,bpm,fold,set_type
"ionian-(2, 5, 1, 6)",104,Sitar,D#_ionian_2-5-1-6_104_Sitar.wav,Ethnic Timbres,D#,44100,3,D#_ionian_2-5-1-6_104_Sitar,true,maj-2516,0,60,15,valid
"ionian-(2, 5, 1, 6)",105,Banjo,D#_ionian_2-5-1-6_105_Banjo.wav,Ethnic Timbres,D#,44100,3,D#_ionian_2-5-1-6_105_Banjo,true,maj-2516,0,60,6,train
"ionian-(2, 5, 1, 6)",106,Shamisen,D#_ionian_2-5-1-6_106_Shamisen.wav,Ethnic Timbres,D#,44100,3,D#_ionian_2-5-1-6_106_Shamisen,true,maj-2516,0,60,20,test
"ionian-(2, 5, 1, 6)",107,Koto,D#_ionian_2-5-1-6_107_Koto.wav,Ethnic Timbres,D#,44100,3,D#_ionian_2-5-1-6_107_Koto,true,maj-2516,0,60,14,train
"ionian-(2, 5, 1, 6)",108,Kalimba,D#_ionian_2-5-1-6_108_Kalimba.wav,Ethnic Timbres,D#,44100,3,D#_ionian_2-5-1-6_108_Kalimba,true,maj-2516,0,60,2,train
"ionian-(2, 5, 1, 6)",109,Bagpipe,D#_ionian_2-5-1-6_109_Bagpipe.wav,Ethnic Timbres,D#,44100,3,D#_ionian_2-5-1-6_109_Bagpipe,true,maj-2516,0,60,19,test
"ionian-(2, 5, 1, 6)",110,Fiddle,D#_ionian_2-5-1-6_110_Fiddle.wav,Ethnic Timbres,D#,44100,3,D#_ionian_2-5-1-6_110_Fiddle,true,maj-2516,0,60,13,train
"ionian-(2, 5, 1, 6)",111,Shanai,D#_ionian_2-5-1-6_111_Shanai.wav,Ethnic Timbres,D#,44100,3,D#_ionian_2-5-1-6_111_Shanai,true,maj-2516,0,60,5,train
"ionian-(4, 1, 5, 6)",0,Acoustic Grand Piano,D#_ionian_4-1-5-6_0_Acoustic_Grand_Piano.wav,Piano Timbres,D#,44100,3,D#_ionian_4-1-5-6_0_Acoustic_Grand_Piano,true,maj-4156,0,60,3,train
"ionian-(4, 1, 5, 6)",1,Bright Acoustic Piano,D#_ionian_4-1-5-6_1_Bright_Acoustic_Piano.wav,Piano Timbres,D#,44100,3,D#_ionian_4-1-5-6_1_Bright_Acoustic_Piano,true,maj-4156,0,60,8,train
"ionian-(4, 1, 5, 6)",2,Electric Grand Piano,D#_ionian_4-1-5-6_2_Electric_Grand_Piano.wav,Piano Timbres,D#,44100,3,D#_ionian_4-1-5-6_2_Electric_Grand_Piano,true,maj-4156,0,60,7,train
"ionian-(4, 1, 5, 6)",3,Honky-tonk Piano,D#_ionian_4-1-5-6_3_Honky-tonk_Piano.wav,Piano Timbres,D#,44100,3,D#_ionian_4-1-5-6_3_Honky-tonk_Piano,true,maj-4156,0,60,10,train
"ionian-(4, 1, 5, 6)",4,Rhodes Piano,D#_ionian_4-1-5-6_4_Rhodes_Piano.wav,Piano Timbres,D#,44100,3,D#_ionian_4-1-5-6_4_Rhodes_Piano,true,maj-4156,0,60,16,valid
"ionian-(4, 1, 5, 6)",5,Chorused Piano,D#_ionian_4-1-5-6_5_Chorused_Piano.wav,Piano Timbres,D#,44100,3,D#_ionian_4-1-5-6_5_Chorused_Piano,true,maj-4156,0,60,7,train
"ionian-(4, 1, 5, 6)",6,Harpsichord,D#_ionian_4-1-5-6_6_Harpsichord.wav,Piano Timbres,D#,44100,3,D#_ionian_4-1-5-6_6_Harpsichord,true,maj-4156,0,60,3,train
"ionian-(4, 1, 5, 6)",7,Clavinet,D#_ionian_4-1-5-6_7_Clavinet.wav,Piano Timbres,D#,44100,3,D#_ionian_4-1-5-6_7_Clavinet,true,maj-4156,0,60,14,train
"ionian-(4, 1, 5, 6)",10,Music Box,D#_ionian_4-1-5-6_10_Music_Box.wav,Chromatic Percussion,D#,44100,3,D#_ionian_4-1-5-6_10_Music_Box,true,maj-4156,0,60,5,train
"ionian-(4, 1, 5, 6)",11,Vibraphone,D#_ionian_4-1-5-6_11_Vibraphone.wav,Chromatic Percussion,D#,44100,3,D#_ionian_4-1-5-6_11_Vibraphone,true,maj-4156,0,60,14,train
"ionian-(4, 1, 5, 6)",12,Marimba,D#_ionian_4-1-5-6_12_Marimba.wav,Chromatic Percussion,D#,44100,3,D#_ionian_4-1-5-6_12_Marimba,true,maj-4156,0,60,11,train
"ionian-(4, 1, 5, 6)",13,Xylophone,D#_ionian_4-1-5-6_13_Xylophone.wav,Chromatic Percussion,D#,44100,3,D#_ionian_4-1-5-6_13_Xylophone,true,maj-4156,0,60,17,valid
"ionian-(4, 1, 5, 6)",15,Dulcimer,D#_ionian_4-1-5-6_15_Dulcimer.wav,Chromatic Percussion,D#,44100,3,D#_ionian_4-1-5-6_15_Dulcimer,true,maj-4156,0,60,5,train
"ionian-(4, 1, 5, 6)",16,Hammond Organ,D#_ionian_4-1-5-6_16_Hammond_Organ.wav,Organ Timbres,D#,44100,3,D#_ionian_4-1-5-6_16_Hammond_Organ,true,maj-4156,0,60,10,train
"ionian-(4, 1, 5, 6)",17,Percussive Organ,D#_ionian_4-1-5-6_17_Percussive_Organ.wav,Organ Timbres,D#,44100,3,D#_ionian_4-1-5-6_17_Percussive_Organ,true,maj-4156,0,60,5,train
"ionian-(4, 1, 5, 6)",18,Rock Organ,D#_ionian_4-1-5-6_18_Rock_Organ.wav,Organ Timbres,D#,44100,3,D#_ionian_4-1-5-6_18_Rock_Organ,true,maj-4156,0,60,19,test
"ionian-(4, 1, 5, 6)",19,Church Organ,D#_ionian_4-1-5-6_19_Church_Organ.wav,Organ Timbres,D#,44100,3,D#_ionian_4-1-5-6_19_Church_Organ,true,maj-4156,0,60,11,train
"ionian-(4, 1, 5, 6)",20,Reed Organ,D#_ionian_4-1-5-6_20_Reed_Organ.wav,Organ Timbres,D#,44100,3,D#_ionian_4-1-5-6_20_Reed_Organ,true,maj-4156,0,60,16,valid
"ionian-(4, 1, 5, 6)",24,Acoustic Nylon Guitar,D#_ionian_4-1-5-6_24_Acoustic_Nylon_Guitar.wav,Guitar Timbres,D#,44100,3,D#_ionian_4-1-5-6_24_Acoustic_Nylon_Guitar,true,maj-4156,0,60,10,train
"ionian-(4, 1, 5, 6)",25,Acoustic Steel Guitar,D#_ionian_4-1-5-6_25_Acoustic_Steel_Guitar.wav,Guitar Timbres,D#,44100,3,D#_ionian_4-1-5-6_25_Acoustic_Steel_Guitar,true,maj-4156,0,60,15,valid
"ionian-(4, 1, 5, 6)",26,Electric Jazz Guitar,D#_ionian_4-1-5-6_26_Electric_Jazz_Guitar.wav,Guitar Timbres,D#,44100,3,D#_ionian_4-1-5-6_26_Electric_Jazz_Guitar,true,maj-4156,0,60,2,train
"ionian-(4, 1, 5, 6)",27,Electric Clean Guitar,D#_ionian_4-1-5-6_27_Electric_Clean_Guitar.wav,Guitar Timbres,D#,44100,3,D#_ionian_4-1-5-6_27_Electric_Clean_Guitar,true,maj-4156,0,60,16,valid
"ionian-(4, 1, 5, 6)",28,Electric Muted Guitar,D#_ionian_4-1-5-6_28_Electric_Muted_Guitar.wav,Guitar Timbres,D#,44100,3,D#_ionian_4-1-5-6_28_Electric_Muted_Guitar,true,maj-4156,0,60,3,train
"ionian-(4, 1, 5, 6)",29,Overdriven Guitar,D#_ionian_4-1-5-6_29_Overdriven_Guitar.wav,Guitar Timbres,D#,44100,3,D#_ionian_4-1-5-6_29_Overdriven_Guitar,true,maj-4156,0,60,11,train
"ionian-(4, 1, 5, 6)",30,Distortion Guitar,D#_ionian_4-1-5-6_30_Distortion_Guitar.wav,Guitar Timbres,D#,44100,3,D#_ionian_4-1-5-6_30_Distortion_Guitar,true,maj-4156,0,60,11,train
"ionian-(4, 1, 5, 6)",32,Acoustic Bass,D#_ionian_4-1-5-6_32_Acoustic_Bass.wav,Bass Timbres,D#,44100,3,D#_ionian_4-1-5-6_32_Acoustic_Bass,true,maj-4156,0,60,17,valid
"ionian-(4, 1, 5, 6)",33,Fingered Electric Bass,D#_ionian_4-1-5-6_33_Fingered_Electric_Bass.wav,Bass Timbres,D#,44100,3,D#_ionian_4-1-5-6_33_Fingered_Electric_Bass,true,maj-4156,0,60,20,test
"ionian-(4, 1, 5, 6)",34,Plucked Electric Bass,D#_ionian_4-1-5-6_34_Plucked_Electric_Bass.wav,Bass Timbres,D#,44100,3,D#_ionian_4-1-5-6_34_Plucked_Electric_Bass,true,maj-4156,0,60,2,train
"ionian-(4, 1, 5, 6)",35,Fretless Bass,D#_ionian_4-1-5-6_35_Fretless_Bass.wav,Bass Timbres,D#,44100,3,D#_ionian_4-1-5-6_35_Fretless_Bass,true,maj-4156,0,60,4,train
"ionian-(4, 1, 5, 6)",36,Slap Bass 1,D#_ionian_4-1-5-6_36_Slap_Bass_1.wav,Bass Timbres,D#,44100,3,D#_ionian_4-1-5-6_36_Slap_Bass_1,true,maj-4156,0,60,2,train
"ionian-(4, 1, 5, 6)",37,Slap Bass 2,D#_ionian_4-1-5-6_37_Slap_Bass_2.wav,Bass Timbres,D#,44100,3,D#_ionian_4-1-5-6_37_Slap_Bass_2,true,maj-4156,0,60,11,train
"ionian-(4, 1, 5, 6)",38,Synth Bass 1,D#_ionian_4-1-5-6_38_Synth_Bass_1.wav,Bass Timbres,D#,44100,3,D#_ionian_4-1-5-6_38_Synth_Bass_1,true,maj-4156,0,60,4,train
"ionian-(4, 1, 5, 6)",39,Synth Bass 2,D#_ionian_4-1-5-6_39_Synth_Bass_2.wav,Bass Timbres,D#,44100,3,D#_ionian_4-1-5-6_39_Synth_Bass_2,true,maj-4156,0,60,12,train
"ionian-(4, 1, 5, 6)",40,Violin,D#_ionian_4-1-5-6_40_Violin.wav,String Timbres,D#,44100,3,D#_ionian_4-1-5-6_40_Violin,true,maj-4156,0,60,3,train
"ionian-(4, 1, 5, 6)",41,Viola,D#_ionian_4-1-5-6_41_Viola.wav,String Timbres,D#,44100,3,D#_ionian_4-1-5-6_41_Viola,true,maj-4156,0,60,16,valid
"ionian-(4, 1, 5, 6)",42,Cello,D#_ionian_4-1-5-6_42_Cello.wav,String Timbres,D#,44100,3,D#_ionian_4-1-5-6_42_Cello,true,maj-4156,0,60,6,train
"ionian-(4, 1, 5, 6)",43,Contrabass,D#_ionian_4-1-5-6_43_Contrabass.wav,String Timbres,D#,44100,3,D#_ionian_4-1-5-6_43_Contrabass,true,maj-4156,0,60,9,train
"ionian-(4, 1, 5, 6)",44,Tremolo Strings,D#_ionian_4-1-5-6_44_Tremolo_Strings.wav,String Timbres,D#,44100,3,D#_ionian_4-1-5-6_44_Tremolo_Strings,true,maj-4156,0,60,16,valid
"ionian-(4, 1, 5, 6)",45,Pizzicato Strings,D#_ionian_4-1-5-6_45_Pizzicato_Strings.wav,String Timbres,D#,44100,3,D#_ionian_4-1-5-6_45_Pizzicato_Strings,true,maj-4156,0,60,10,train
"ionian-(4, 1, 5, 6)",46,Orchestral Harp,D#_ionian_4-1-5-6_46_Orchestral_Harp.wav,String Timbres,D#,44100,3,D#_ionian_4-1-5-6_46_Orchestral_Harp,true,maj-4156,0,60,9,train
"ionian-(4, 1, 5, 6)",48,String Ensemble 1,D#_ionian_4-1-5-6_48_String_Ensemble_1.wav,Ensemble Timbres,D#,44100,3,D#_ionian_4-1-5-6_48_String_Ensemble_1,true,maj-4156,0,60,8,train
"ionian-(4, 1, 5, 6)",49,String Ensemble 2,D#_ionian_4-1-5-6_49_String_Ensemble_2.wav,Ensemble Timbres,D#,44100,3,D#_ionian_4-1-5-6_49_String_Ensemble_2,true,maj-4156,0,60,17,valid
"ionian-(4, 1, 5, 6)",50,Synth Strings 1,D#_ionian_4-1-5-6_50_Synth_Strings_1.wav,Ensemble Timbres,D#,44100,3,D#_ionian_4-1-5-6_50_Synth_Strings_1,true,maj-4156,0,60,20,test
"ionian-(4, 1, 5, 6)",51,Synth Strings 2,D#_ionian_4-1-5-6_51_Synth_Strings_2.wav,Ensemble Timbres,D#,44100,3,D#_ionian_4-1-5-6_51_Synth_Strings_2,true,maj-4156,0,60,11,train
"ionian-(4, 1, 5, 6)",52,"Choir ""Aah""","D#_ionian_4-1-5-6_52_Choir_""Aah"".wav",Ensemble Timbres,D#,44100,3,"D#_ionian_4-1-5-6_52_Choir_""Aah""",true,maj-4156,0,60,3,train
"ionian-(4, 1, 5, 6)",53,"Choir ""Ooh""","D#_ionian_4-1-5-6_53_Choir_""Ooh"".wav",Ensemble Timbres,D#,44100,3,"D#_ionian_4-1-5-6_53_Choir_""Ooh""",true,maj-4156,0,60,12,train
"ionian-(4, 1, 5, 6)",54,Synth Voice,D#_ionian_4-1-5-6_54_Synth_Voice.wav,Ensemble Timbres,D#,44100,3,D#_ionian_4-1-5-6_54_Synth_Voice,true,maj-4156,0,60,1,train
"ionian-(4, 1, 5, 6)",56,Trumpet,D#_ionian_4-1-5-6_56_Trumpet.wav,Brass Timbres,D#,44100,3,D#_ionian_4-1-5-6_56_Trumpet,true,maj-4156,0,60,18,test
"ionian-(4, 1, 5, 6)",57,Trombone,D#_ionian_4-1-5-6_57_Trombone.wav,Brass Timbres,D#,44100,3,D#_ionian_4-1-5-6_57_Trombone,true,maj-4156,0,60,4,train
"ionian-(4, 1, 5, 6)",58,Tuba,D#_ionian_4-1-5-6_58_Tuba.wav,Brass Timbres,D#,44100,3,D#_ionian_4-1-5-6_58_Tuba,true,maj-4156,0,60,15,valid
"ionian-(4, 1, 5, 6)",59,Muted Trumpet,D#_ionian_4-1-5-6_59_Muted_Trumpet.wav,Brass Timbres,D#,44100,3,D#_ionian_4-1-5-6_59_Muted_Trumpet,true,maj-4156,0,60,11,train
"ionian-(4, 1, 5, 6)",60,French Horn,D#_ionian_4-1-5-6_60_French_Horn.wav,Brass Timbres,D#,44100,3,D#_ionian_4-1-5-6_60_French_Horn,true,maj-4156,0,60,9,train
"ionian-(4, 1, 5, 6)",61,Brass Section,D#_ionian_4-1-5-6_61_Brass_Section.wav,Brass Timbres,D#,44100,3,D#_ionian_4-1-5-6_61_Brass_Section,true,maj-4156,0,60,4,train
"ionian-(4, 1, 5, 6)",62,Synth Brass 1,D#_ionian_4-1-5-6_62_Synth_Brass_1.wav,Brass Timbres,D#,44100,3,D#_ionian_4-1-5-6_62_Synth_Brass_1,true,maj-4156,0,60,7,train
"ionian-(4, 1, 5, 6)",63,Synth Brass 2,D#_ionian_4-1-5-6_63_Synth_Brass_2.wav,Brass Timbres,D#,44100,3,D#_ionian_4-1-5-6_63_Synth_Brass_2,true,maj-4156,0,60,1,train
"ionian-(4, 1, 5, 6)",64,Soprano Sax,D#_ionian_4-1-5-6_64_Soprano_Sax.wav,Reed Timbres,D#,44100,3,D#_ionian_4-1-5-6_64_Soprano_Sax,true,maj-4156,0,60,15,valid
"ionian-(4, 1, 5, 6)",65,Alto Sax,D#_ionian_4-1-5-6_65_Alto_Sax.wav,Reed Timbres,D#,44100,3,D#_ionian_4-1-5-6_65_Alto_Sax,true,maj-4156,0,60,17,valid
"ionian-(4, 1, 5, 6)",66,Tenor Sax,D#_ionian_4-1-5-6_66_Tenor_Sax.wav,Reed Timbres,D#,44100,3,D#_ionian_4-1-5-6_66_Tenor_Sax,true,maj-4156,0,60,16,valid
"ionian-(4, 1, 5, 6)",67,Baritone Sax,D#_ionian_4-1-5-6_67_Baritone_Sax.wav,Reed Timbres,D#,44100,3,D#_ionian_4-1-5-6_67_Baritone_Sax,true,maj-4156,0,60,8,train
"ionian-(4, 1, 5, 6)",68,Oboe,D#_ionian_4-1-5-6_68_Oboe.wav,Reed Timbres,D#,44100,3,D#_ionian_4-1-5-6_68_Oboe,true,maj-4156,0,60,7,train
"ionian-(4, 1, 5, 6)",69,English Horn,D#_ionian_4-1-5-6_69_English_Horn.wav,Reed Timbres,D#,44100,3,D#_ionian_4-1-5-6_69_English_Horn,true,maj-4156,0,60,18,test
"ionian-(4, 1, 5, 6)",70,Bassoon,D#_ionian_4-1-5-6_70_Bassoon.wav,Reed Timbres,D#,44100,3,D#_ionian_4-1-5-6_70_Bassoon,true,maj-4156,0,60,18,test
"ionian-(4, 1, 5, 6)",71,Clarinet,D#_ionian_4-1-5-6_71_Clarinet.wav,Reed Timbres,D#,44100,3,D#_ionian_4-1-5-6_71_Clarinet,true,maj-4156,0,60,19,test
"ionian-(4, 1, 5, 6)",72,Piccolo,D#_ionian_4-1-5-6_72_Piccolo.wav,Pipe Timbres,D#,44100,3,D#_ionian_4-1-5-6_72_Piccolo,true,maj-4156,0,60,11,train
"ionian-(4, 1, 5, 6)",73,Flute,D#_ionian_4-1-5-6_73_Flute.wav,Pipe Timbres,D#,44100,3,D#_ionian_4-1-5-6_73_Flute,true,maj-4156,0,60,9,train
"ionian-(4, 1, 5, 6)",74,Recorder,D#_ionian_4-1-5-6_74_Recorder.wav,Pipe Timbres,D#,44100,3,D#_ionian_4-1-5-6_74_Recorder,true,maj-4156,0,60,5,train
"ionian-(4, 1, 5, 6)",75,Pan Flute,D#_ionian_4-1-5-6_75_Pan_Flute.wav,Pipe Timbres,D#,44100,3,D#_ionian_4-1-5-6_75_Pan_Flute,true,maj-4156,0,60,4,train
"ionian-(4, 1, 5, 6)",76,Bottle Blow,D#_ionian_4-1-5-6_76_Bottle_Blow.wav,Pipe Timbres,D#,44100,3,D#_ionian_4-1-5-6_76_Bottle_Blow,true,maj-4156,0,60,13,train
"ionian-(4, 1, 5, 6)",79,Ocarina,D#_ionian_4-1-5-6_79_Ocarina.wav,Pipe Timbres,D#,44100,3,D#_ionian_4-1-5-6_79_Ocarina,true,maj-4156,0,60,2,train
"ionian-(4, 1, 5, 6)",80,Square Wave Lead,D#_ionian_4-1-5-6_80_Square_Wave_Lead.wav,Synth Lead,D#,44100,3,D#_ionian_4-1-5-6_80_Square_Wave_Lead,true,maj-4156,0,60,1,train
"ionian-(4, 1, 5, 6)",81,Sawtooth Wave Lead,D#_ionian_4-1-5-6_81_Sawtooth_Wave_Lead.wav,Synth Lead,D#,44100,3,D#_ionian_4-1-5-6_81_Sawtooth_Wave_Lead,true,maj-4156,0,60,8,train
"ionian-(4, 1, 5, 6)",82,Calliope Lead,D#_ionian_4-1-5-6_82_Calliope_Lead.wav,Synth Lead,D#,44100,3,D#_ionian_4-1-5-6_82_Calliope_Lead,true,maj-4156,0,60,18,test
"ionian-(4, 1, 5, 6)",83,Chiff Lead,D#_ionian_4-1-5-6_83_Chiff_Lead.wav,Synth Lead,D#,44100,3,D#_ionian_4-1-5-6_83_Chiff_Lead,true,maj-4156,0,60,19,test
"ionian-(4, 1, 5, 6)",84,Charang Lead,D#_ionian_4-1-5-6_84_Charang_Lead.wav,Synth Lead,D#,44100,3,D#_ionian_4-1-5-6_84_Charang_Lead,true,maj-4156,0,60,1,train
"ionian-(4, 1, 5, 6)",85,Voice Lead,D#_ionian_4-1-5-6_85_Voice_Lead.wav,Synth Lead,D#,44100,3,D#_ionian_4-1-5-6_85_Voice_Lead,true,maj-4156,0,60,9,train
"ionian-(4, 1, 5, 6)",87,Bass Lead,D#_ionian_4-1-5-6_87_Bass_Lead.wav,Synth Lead,D#,44100,3,D#_ionian_4-1-5-6_87_Bass_Lead,true,maj-4156,0,60,19,test
"ionian-(4, 1, 5, 6)",88,New Age Pad,D#_ionian_4-1-5-6_88_New_Age_Pad.wav,Synth Pad,D#,44100,3,D#_ionian_4-1-5-6_88_New_Age_Pad,true,maj-4156,0,60,5,train
"ionian-(4, 1, 5, 6)",89,Warm Pad,D#_ionian_4-1-5-6_89_Warm_Pad.wav,Synth Pad,D#,44100,3,D#_ionian_4-1-5-6_89_Warm_Pad,true,maj-4156,0,60,4,train
"ionian-(4, 1, 5, 6)",90,Polysynth Pad,D#_ionian_4-1-5-6_90_Polysynth_Pad.wav,Synth Pad,D#,44100,3,D#_ionian_4-1-5-6_90_Polysynth_Pad,true,maj-4156,0,60,1,train
"ionian-(4, 1, 5, 6)",91,Choir Pad,D#_ionian_4-1-5-6_91_Choir_Pad.wav,Synth Pad,D#,44100,3,D#_ionian_4-1-5-6_91_Choir_Pad,true,maj-4156,0,60,11,train
"ionian-(4, 1, 5, 6)",92,Bowed Pad,D#_ionian_4-1-5-6_92_Bowed_Pad.wav,Synth Pad,D#,44100,3,D#_ionian_4-1-5-6_92_Bowed_Pad,true,maj-4156,0,60,16,valid
"ionian-(4, 1, 5, 6)",93,Metallic Pad,D#_ionian_4-1-5-6_93_Metallic_Pad.wav,Synth Pad,D#,44100,3,D#_ionian_4-1-5-6_93_Metallic_Pad,true,maj-4156,0,60,4,train
"ionian-(4, 1, 5, 6)",94,Halo Pad,D#_ionian_4-1-5-6_94_Halo_Pad.wav,Synth Pad,D#,44100,3,D#_ionian_4-1-5-6_94_Halo_Pad,true,maj-4156,0,60,10,train
"ionian-(4, 1, 5, 6)",95,Sweep Pad,D#_ionian_4-1-5-6_95_Sweep_Pad.wav,Synth Pad,D#,44100,3,D#_ionian_4-1-5-6_95_Sweep_Pad,true,maj-4156,0,60,14,train
"ionian-(4, 1, 5, 6)",104,Sitar,D#_ionian_4-1-5-6_104_Sitar.wav,Ethnic Timbres,D#,44100,3,D#_ionian_4-1-5-6_104_Sitar,true,maj-4156,0,60,14,train
"ionian-(4, 1, 5, 6)",105,Banjo,D#_ionian_4-1-5-6_105_Banjo.wav,Ethnic Timbres,D#,44100,3,D#_ionian_4-1-5-6_105_Banjo,true,maj-4156,0,60,3,train
"ionian-(4, 1, 5, 6)",106,Shamisen,D#_ionian_4-1-5-6_106_Shamisen.wav,Ethnic Timbres,D#,44100,3,D#_ionian_4-1-5-6_106_Shamisen,true,maj-4156,0,60,7,train
"ionian-(4, 1, 5, 6)",107,Koto,D#_ionian_4-1-5-6_107_Koto.wav,Ethnic Timbres,D#,44100,3,D#_ionian_4-1-5-6_107_Koto,true,maj-4156,0,60,3,train
"ionian-(4, 1, 5, 6)",108,Kalimba,D#_ionian_4-1-5-6_108_Kalimba.wav,Ethnic Timbres,D#,44100,3,D#_ionian_4-1-5-6_108_Kalimba,true,maj-4156,0,60,19,test
"ionian-(4, 1, 5, 6)",109,Bagpipe,D#_ionian_4-1-5-6_109_Bagpipe.wav,Ethnic Timbres,D#,44100,3,D#_ionian_4-1-5-6_109_Bagpipe,true,maj-4156,0,60,16,valid
"ionian-(4, 1, 5, 6)",110,Fiddle,D#_ionian_4-1-5-6_110_Fiddle.wav,Ethnic Timbres,D#,44100,3,D#_ionian_4-1-5-6_110_Fiddle,true,maj-4156,0,60,10,train
"ionian-(4, 1, 5, 6)",111,Shanai,D#_ionian_4-1-5-6_111_Shanai.wav,Ethnic Timbres,D#,44100,3,D#_ionian_4-1-5-6_111_Shanai,true,maj-4156,0,60,5,train
"ionian-(4, 5, 3, 6)",0,Acoustic Grand Piano,D#_ionian_4-5-3-6_0_Acoustic_Grand_Piano.wav,Piano Timbres,D#,44100,3,D#_ionian_4-5-3-6_0_Acoustic_Grand_Piano,true,maj-4536,0,60,11,train
"ionian-(4, 5, 3, 6)",1,Bright Acoustic Piano,D#_ionian_4-5-3-6_1_Bright_Acoustic_Piano.wav,Piano Timbres,D#,44100,3,D#_ionian_4-5-3-6_1_Bright_Acoustic_Piano,true,maj-4536,0,60,8,train
"ionian-(4, 5, 3, 6)",2,Electric Grand Piano,D#_ionian_4-5-3-6_2_Electric_Grand_Piano.wav,Piano Timbres,D#,44100,3,D#_ionian_4-5-3-6_2_Electric_Grand_Piano,true,maj-4536,0,60,9,train
"ionian-(4, 5, 3, 6)",3,Honky-tonk Piano,D#_ionian_4-5-3-6_3_Honky-tonk_Piano.wav,Piano Timbres,D#,44100,3,D#_ionian_4-5-3-6_3_Honky-tonk_Piano,true,maj-4536,0,60,10,train
"ionian-(4, 5, 3, 6)",4,Rhodes Piano,D#_ionian_4-5-3-6_4_Rhodes_Piano.wav,Piano Timbres,D#,44100,3,D#_ionian_4-5-3-6_4_Rhodes_Piano,true,maj-4536,0,60,18,test
"ionian-(4, 5, 3, 6)",5,Chorused Piano,D#_ionian_4-5-3-6_5_Chorused_Piano.wav,Piano Timbres,D#,44100,3,D#_ionian_4-5-3-6_5_Chorused_Piano,true,maj-4536,0,60,5,train
"ionian-(4, 5, 3, 6)",6,Harpsichord,D#_ionian_4-5-3-6_6_Harpsichord.wav,Piano Timbres,D#,44100,3,D#_ionian_4-5-3-6_6_Harpsichord,true,maj-4536,0,60,15,valid
"ionian-(4, 5, 3, 6)",7,Clavinet,D#_ionian_4-5-3-6_7_Clavinet.wav,Piano Timbres,D#,44100,3,D#_ionian_4-5-3-6_7_Clavinet,true,maj-4536,0,60,17,valid
"ionian-(4, 5, 3, 6)",10,Music Box,D#_ionian_4-5-3-6_10_Music_Box.wav,Chromatic Percussion,D#,44100,3,D#_ionian_4-5-3-6_10_Music_Box,true,maj-4536,0,60,6,train
"ionian-(4, 5, 3, 6)",11,Vibraphone,D#_ionian_4-5-3-6_11_Vibraphone.wav,Chromatic Percussion,D#,44100,3,D#_ionian_4-5-3-6_11_Vibraphone,true,maj-4536,0,60,16,valid
"ionian-(4, 5, 3, 6)",12,Marimba,D#_ionian_4-5-3-6_12_Marimba.wav,Chromatic Percussion,D#,44100,3,D#_ionian_4-5-3-6_12_Marimba,true,maj-4536,0,60,11,train
"ionian-(4, 5, 3, 6)",13,Xylophone,D#_ionian_4-5-3-6_13_Xylophone.wav,Chromatic Percussion,D#,44100,3,D#_ionian_4-5-3-6_13_Xylophone,true,maj-4536,0,60,3,train
"ionian-(4, 5, 3, 6)",15,Dulcimer,D#_ionian_4-5-3-6_15_Dulcimer.wav,Chromatic Percussion,D#,44100,3,D#_ionian_4-5-3-6_15_Dulcimer,true,maj-4536,0,60,10,train
"ionian-(4, 5, 3, 6)",16,Hammond Organ,D#_ionian_4-5-3-6_16_Hammond_Organ.wav,Organ Timbres,D#,44100,3,D#_ionian_4-5-3-6_16_Hammond_Organ,true,maj-4536,0,60,1,train
"ionian-(4, 5, 3, 6)",17,Percussive Organ,D#_ionian_4-5-3-6_17_Percussive_Organ.wav,Organ Timbres,D#,44100,3,D#_ionian_4-5-3-6_17_Percussive_Organ,true,maj-4536,0,60,6,train
"ionian-(4, 5, 3, 6)",18,Rock Organ,D#_ionian_4-5-3-6_18_Rock_Organ.wav,Organ Timbres,D#,44100,3,D#_ionian_4-5-3-6_18_Rock_Organ,true,maj-4536,0,60,20,test
"ionian-(4, 5, 3, 6)",19,Church Organ,D#_ionian_4-5-3-6_19_Church_Organ.wav,Organ Timbres,D#,44100,3,D#_ionian_4-5-3-6_19_Church_Organ,true,maj-4536,0,60,15,valid
"ionian-(4, 5, 3, 6)",20,Reed Organ,D#_ionian_4-5-3-6_20_Reed_Organ.wav,Organ Timbres,D#,44100,3,D#_ionian_4-5-3-6_20_Reed_Organ,true,maj-4536,0,60,5,train
"ionian-(4, 5, 3, 6)",24,Acoustic Nylon Guitar,D#_ionian_4-5-3-6_24_Acoustic_Nylon_Guitar.wav,Guitar Timbres,D#,44100,3,D#_ionian_4-5-3-6_24_Acoustic_Nylon_Guitar,true,maj-4536,0,60,12,train
"ionian-(4, 5, 3, 6)",25,Acoustic Steel Guitar,D#_ionian_4-5-3-6_25_Acoustic_Steel_Guitar.wav,Guitar Timbres,D#,44100,3,D#_ionian_4-5-3-6_25_Acoustic_Steel_Guitar,true,maj-4536,0,60,18,test
"ionian-(4, 5, 3, 6)",26,Electric Jazz Guitar,D#_ionian_4-5-3-6_26_Electric_Jazz_Guitar.wav,Guitar Timbres,D#,44100,3,D#_ionian_4-5-3-6_26_Electric_Jazz_Guitar,true,maj-4536,0,60,11,train
