sampling_rate,midi_note_val,root_note_name,midi_category,path,register,root_note_pitch_class,octave,root_note_is_accidental,midi_program_name,midi_program_num,name,fold,set_type
44100,34,A#,Brass Timbres,34_0_A#_62_Synth_Brass_1.wav,0,10,2,true,Synth Brass 1,62,34_0_A#_62_Synth_Brass_1,2,train
44100,34,A#,Brass Timbres,34_0_A#_63_Synth_Brass_2.wav,0,10,2,true,Synth Brass 2,63,34_0_A#_63_Synth_Brass_2,14,train
44100,34,A#,Reed Timbres,34_0_A#_64_Soprano_Sax.wav,0,10,2,true,Soprano Sax,64,34_0_A#_64_Soprano_Sax,4,train
44100,34,A#,Reed Timbres,34_0_A#_65_Alto_Sax.wav,0,10,2,true,Alto Sax,65,34_0_A#_65_Alto_Sax,2,train
44100,34,A#,Reed Timbres,34_0_A#_66_Tenor_Sax.wav,0,10,2,true,Tenor Sax,66,34_0_A#_66_Tenor_Sax,7,train
44100,34,A#,Reed Timbres,34_0_A#_67_Baritone_Sax.wav,0,10,2,true,Baritone Sax,67,34_0_A#_67_Baritone_Sax,5,train
44100,34,A#,Reed Timbres,34_0_A#_68_Oboe.wav,0,10,2,true,Oboe,68,34_0_A#_68_Oboe,1,train
44100,34,A#,Reed Timbres,34_0_A#_69_English_Horn.wav,0,10,2,true,English Horn,69,34_0_A#_69_English_Horn,9,train
44100,34,A#,Reed Timbres,34_0_A#_70_Bassoon.wav,0,10,2,true,Bassoon,70,34_0_A#_70_Bassoon,20,test
44100,34,A#,Reed Timbres,34_0_A#_71_Clarinet.wav,0,10,2,true,Clarinet,71,34_0_A#_71_Clarinet,8,train
44100,34,A#,Pipe Timbres,34_0_A#_72_Piccolo.wav,0,10,2,true,Piccolo,72,34_0_A#_72_Piccolo,5,train
44100,34,A#,Pipe Timbres,34_0_A#_73_Flute.wav,0,10,2,true,Flute,73,34_0_A#_73_Flute,19,test
44100,34,A#,Pipe Timbres,34_0_A#_74_Recorder.wav,0,10,2,true,Recorder,74,34_0_A#_74_Recorder,4,train
44100,34,A#,Pipe Timbres,34_0_A#_75_Pan_Flute.wav,0,10,2,true,Pan Flute,75,34_0_A#_75_Pan_Flute,6,train
44100,34,A#,Pipe Timbres,34_0_A#_76_Bottle_Blow.wav,0,10,2,true,Bottle Blow,76,34_0_A#_76_Bottle_Blow,3,train
44100,34,A#,Pipe Timbres,34_0_A#_79_Ocarina.wav,0,10,2,true,Ocarina,79,34_0_A#_79_Ocarina,16,valid
44100,34,A#,Synth Lead,34_0_A#_80_Square_Wave_Lead.wav,0,10,2,true,Square Wave Lead,80,34_0_A#_80_Square_Wave_Lead,6,train
44100,34,A#,Synth Lead,34_0_A#_81_Sawtooth_Wave_Lead.wav,0,10,2,true,Sawtooth Wave Lead,81,34_0_A#_81_Sawtooth_Wave_Lead,4,train
44100,34,A#,Synth Lead,34_0_A#_82_Calliope_Lead.wav,0,10,2,true,Calliope Lead,82,34_0_A#_82_Calliope_Lead,6,train
44100,34,A#,Synth Lead,34_0_A#_83_Chiff_Lead.wav,0,10,2,true,Chiff Lead,83,34_0_A#_83_Chiff_Lead,10,train
44100,34,A#,Synth Lead,34_0_A#_84_Charang_Lead.wav,0,10,2,true,Charang Lead,84,34_0_A#_84_Charang_Lead,16,valid
44100,34,A#,Synth Lead,34_0_A#_85_Voice_Lead.wav,0,10,2,true,Voice Lead,85,34_0_A#_85_Voice_Lead,9,train
44100,34,A#,Synth Lead,34_0_A#_87_Bass_Lead.wav,0,10,2,true,Bass Lead,87,34_0_A#_87_Bass_Lead,11,train
44100,34,A#,Synth Pad,34_0_A#_88_New_Age_Pad.wav,0,10,2,true,New Age Pad,88,34_0_A#_88_New_Age_Pad,6,train
44100,34,A#,Synth Pad,34_0_A#_89_Warm_Pad.wav,0,10,2,true,Warm Pad,89,34_0_A#_89_Warm_Pad,7,train
44100,34,A#,Synth Pad,34_0_A#_90_Polysynth_Pad.wav,0,10,2,true,Polysynth Pad,90,34_0_A#_90_Polysynth_Pad,15,valid
44100,34,A#,Synth Pad,34_0_A#_91_Choir_Pad.wav,0,10,2,true,Choir Pad,91,34_0_A#_91_Choir_Pad,7,train
44100,34,A#,Synth Pad,34_0_A#_92_Bowed_Pad.wav,0,10,2,true,Bowed Pad,92,34_0_A#_92_Bowed_Pad,1,train
44100,34,A#,Synth Pad,34_0_A#_93_Metallic_Pad.wav,0,10,2,true,Metallic Pad,93,34_0_A#_93_Metallic_Pad,8,train
44100,34,A#,Synth Pad,34_0_A#_94_Halo_Pad.wav,0,10,2,true,Halo Pad,94,34_0_A#_94_Halo_Pad,3,train
44100,34,A#,Synth Pad,34_0_A#_95_Sweep_Pad.wav,0,10,2,true,Sweep Pad,95,34_0_A#_95_Sweep_Pad,4,train
44100,34,A#,Ethnic Timbres,34_0_A#_104_Sitar.wav,0,10,2,true,Sitar,104,34_0_A#_104_Sitar,16,valid
44100,34,A#,Ethnic Timbres,34_0_A#_105_Banjo.wav,0,10,2,true,Banjo,105,34_0_A#_105_Banjo,12,train
44100,34,A#,Ethnic Timbres,34_0_A#_106_Shamisen.wav,0,10,2,true,Shamisen,106,34_0_A#_106_Shamisen,7,train
44100,34,A#,Ethnic Timbres,34_0_A#_107_Koto.wav,0,10,2,true,Koto,107,34_0_A#_107_Koto,15,valid
44100,34,A#,Ethnic Timbres,34_0_A#_108_Kalimba.wav,0,10,2,true,Kalimba,108,34_0_A#_108_Kalimba,17,valid
44100,34,A#,Ethnic Timbres,34_0_A#_109_Bagpipe.wav,0,10,2,true,Bagpipe,109,34_0_A#_109_Bagpipe,20,test
44100,34,A#,Ethnic Timbres,34_0_A#_110_Fiddle.wav,0,10,2,true,Fiddle,110,34_0_A#_110_Fiddle,19,test
44100,34,A#,Ethnic Timbres,34_0_A#_111_Shanai.wav,0,10,2,true,Shanai,111,34_0_A#_111_Shanai,11,train
44100,35,B,Piano Timbres,35_0_B_0_Acoustic_Grand_Piano.wav,0,11,2,false,Acoustic Grand Piano,0,35_0_B_0_Acoustic_Grand_Piano,14,train
44100,35,B,Piano Timbres,35_0_B_1_Bright_Acoustic_Piano.wav,0,11,2,false,Bright Acoustic Piano,1,35_0_B_1_Bright_Acoustic_Piano,6,train
44100,35,B,Piano Timbres,35_0_B_2_Electric_Grand_Piano.wav,0,11,2,false,Electric Grand Piano,2,35_0_B_2_Electric_Grand_Piano,1,train
44100,35,B,Piano Timbres,35_0_B_3_Honky-tonk_Piano.wav,0,11,2,false,Honky-tonk Piano,3,35_0_B_3_Honky-tonk_Piano,10,train
44100,35,B,Piano Timbres,35_0_B_4_Rhodes_Piano.wav,0,11,2,false,Rhodes Piano,4,35_0_B_4_Rhodes_Piano,10,train
44100,35,B,Piano Timbres,35_0_B_5_Chorused_Piano.wav,0,11,2,false,Chorused Piano,5,35_0_B_5_Chorused_Piano,12,train
44100,35,B,Piano Timbres,35_0_B_6_Harpsichord.wav,0,11,2,false,Harpsichord,6,35_0_B_6_Harpsichord,12,train
44100,35,B,Piano Timbres,35_0_B_7_Clavinet.wav,0,11,2,false,Clavinet,7,35_0_B_7_Clavinet,12,train
44100,35,B,Chromatic Percussion,35_0_B_10_Music_Box.wav,0,11,2,false,Music Box,10,35_0_B_10_Music_Box,13,train
44100,35,B,Chromatic Percussion,35_0_B_11_Vibraphone.wav,0,11,2,false,Vibraphone,11,35_0_B_11_Vibraphone,19,test
44100,35,B,Chromatic Percussion,35_0_B_12_Marimba.wav,0,11,2,false,Marimba,12,35_0_B_12_Marimba,15,valid
44100,35,B,Chromatic Percussion,35_0_B_13_Xylophone.wav,0,11,2,false,Xylophone,13,35_0_B_13_Xylophone,12,train
44100,35,B,Chromatic Percussion,35_0_B_15_Dulcimer.wav,0,11,2,false,Dulcimer,15,35_0_B_15_Dulcimer,8,train
44100,35,B,Organ Timbres,35_0_B_16_Hammond_Organ.wav,0,11,2,false,Hammond Organ,16,35_0_B_16_Hammond_Organ,10,train
44100,35,B,Organ Timbres,35_0_B_17_Percussive_Organ.wav,0,11,2,false,Percussive Organ,17,35_0_B_17_Percussive_Organ,14,train
44100,35,B,Organ Timbres,35_0_B_18_Rock_Organ.wav,0,11,2,false,Rock Organ,18,35_0_B_18_Rock_Organ,12,train
44100,35,B,Organ Timbres,35_0_B_19_Church_Organ.wav,0,11,2,false,Church Organ,19,35_0_B_19_Church_Organ,4,train
44100,35,B,Organ Timbres,35_0_B_20_Reed_Organ.wav,0,11,2,false,Reed Organ,20,35_0_B_20_Reed_Organ,15,valid
44100,35,B,Guitar Timbres,35_0_B_24_Acoustic_Nylon_Guitar.wav,0,11,2,false,Acoustic Nylon Guitar,24,35_0_B_24_Acoustic_Nylon_Guitar,4,train
44100,35,B,Guitar Timbres,35_0_B_25_Acoustic_Steel_Guitar.wav,0,11,2,false,Acoustic Steel Guitar,25,35_0_B_25_Acoustic_Steel_Guitar,6,train
44100,35,B,Guitar Timbres,35_0_B_26_Electric_Jazz_Guitar.wav,0,11,2,false,Electric Jazz Guitar,26,35_0_B_26_Electric_Jazz_Guitar,7,train
44100,35,B,Guitar Timbres,35_0_B_27_Electric_Clean_Guitar.wav,0,11,2,false,Electric Clean Guitar,27,35_0_B_27_Electric_Clean_Guitar,13,train
44100,35,B,Guitar Timbres,35_0_B_28_Electric_Muted_Guitar.wav,0,11,2,false,Electric Muted Guitar,28,35_0_B_28_Electric_Muted_Guitar,18,test
44100,35,B,Guitar Timbres,35_0_B_29_Overdriven_Guitar.wav,0,11,2,false,Overdriven Guitar,29,35_0_B_29_Overdriven_Guitar,15,valid
44100,35,B,Guitar Timbres,35_0_B_30_Distortion_Guitar.wav,0,11,2,false,Distortion Guitar,30,35_0_B_30_Distortion_Guitar,14,train
44100,35,B,Bass Timbres,35_0_B_32_Acoustic_Bass.wav,0,11,2,false,Acoustic Bass,32,35_0_B_32_Acoustic_Bass,19,test
44100,35,B,Bass Timbres,35_0_B_33_Fingered_Electric_Bass.wav,0,11,2,false,Fingered Electric Bass,33,35_0_B_33_Fingered_Electric_Bass,16,valid
44100,35,B,Bass Timbres,35_0_B_34_Plucked_Electric_Bass.wav,0,11,2,false,Plucked Electric Bass,34,35_0_B_34_Plucked_Electric_Bass,2,train
44100,35,B,Bass Timbres,35_0_B_35_Fretless_Bass.wav,0,11,2,false,Fretless Bass,35,35_0_B_35_Fretless_Bass,15,valid
44100,35,B,Bass Timbres,35_0_B_36_Slap_Bass_1.wav,0,11,2,false,Slap Bass 1,36,35_0_B_36_Slap_Bass_1,15,valid
44100,35,B,Bass Timbres,35_0_B_37_Slap_Bass_2.wav,0,11,2,false,Slap Bass 2,37,35_0_B_37_Slap_Bass_2,20,test
44100,35,B,Bass Timbres,35_0_B_38_Synth_Bass_1.wav,0,11,2,false,Synth Bass 1,38,35_0_B_38_Synth_Bass_1,3,train
44100,35,B,Bass Timbres,35_0_B_39_Synth_Bass_2.wav,0,11,2,false,Synth Bass 2,39,35_0_B_39_Synth_Bass_2,4,train
44100,35,B,String Timbres,35_0_B_40_Violin.wav,0,11,2,false,Violin,40,35_0_B_40_Violin,7,train
44100,35,B,String Timbres,35_0_B_41_Viola.wav,0,11,2,false,Viola,41,35_0_B_41_Viola,7,train
44100,35,B,String Timbres,35_0_B_42_Cello.wav,0,11,2,false,Cello,42,35_0_B_42_Cello,11,train
44100,35,B,String Timbres,35_0_B_43_Contrabass.wav,0,11,2,false,Contrabass,43,35_0_B_43_Contrabass,10,train
44100,35,B,String Timbres,35_0_B_44_Tremolo_Strings.wav,0,11,2,false,Tremolo Strings,44,35_0_B_44_Tremolo_Strings,9,train
44100,35,B,String Timbres,35_0_B_45_Pizzicato_Strings.wav,0,11,2,false,Pizzicato Strings,45,35_0_B_45_Pizzicato_Strings,1,train
44100,35,B,String Timbres,35_0_B_46_Orchestral_Harp.wav,0,11,2,false,Orchestral Harp,46,35_0_B_46_Orchestral_Harp,19,test
44100,35,B,Ensemble Timbres,35_0_B_48_String_Ensemble_1.wav,0,11,2,false,String Ensemble 1,48,35_0_B_48_String_Ensemble_1,16,valid
44100,35,B,Ensemble Timbres,35_0_B_49_String_Ensemble_2.wav,0,11,2,false,String Ensemble 2,49,35_0_B_49_String_Ensemble_2,1,train
44100,35,B,Ensemble Timbres,35_0_B_50_Synth_Strings_1.wav,0,11,2,false,Synth Strings 1,50,35_0_B_50_Synth_Strings_1,16,valid
44100,35,B,Ensemble Timbres,35_0_B_51_Synth_Strings_2.wav,0,11,2,false,Synth Strings 2,51,35_0_B_51_Synth_Strings_2,18,test
44100,35,B,Ensemble Timbres,"35_0_B_52_Choir_""Aah"".wav",0,11,2,false,"Choir ""Aah""",52,"35_0_B_52_Choir_""Aah""",12,train
44100,35,B,Ensemble Timbres,"35_0_B_53_Choir_""Ooh"".wav",0,11,2,false,"Choir ""Ooh""",53,"35_0_B_53_Choir_""Ooh""",3,train
44100,35,B,Ensemble Timbres,35_0_B_54_Synth_Voice.wav,0,11,2,false,Synth Voice,54,35_0_B_54_Synth_Voice,15,valid
44100,35,B,Brass Timbres,35_0_B_56_Trumpet.wav,0,11,2,false,Trumpet,56,35_0_B_56_Trumpet,5,train
44100,35,B,Brass Timbres,35_0_B_57_Trombone.wav,0,11,2,false,Trombone,57,35_0_B_57_Trombone,13,train
44100,35,B,Brass Timbres,35_0_B_58_Tuba.wav,0,11,2,false,Tuba,58,35_0_B_58_Tuba,5,train
44100,35,B,Brass Timbres,35_0_B_59_Muted_Trumpet.wav,0,11,2,false,Muted Trumpet,59,35_0_B_59_Muted_Trumpet,11,train
44100,35,B,Brass Timbres,35_0_B_60_French_Horn.wav,0,11,2,false,French Horn,60,35_0_B_60_French_Horn,19,test
44100,35,B,Brass Timbres,35_0_B_61_Brass_Section.wav,0,11,2,false,Brass Section,61,35_0_B_61_Brass_Section,3,train
44100,35,B,Brass Timbres,35_0_B_62_Synth_Brass_1.wav,0,11,2,false,Synth Brass 1,62,35_0_B_62_Synth_Brass_1,10,train
44100,35,B,Brass Timbres,35_0_B_63_Synth_Brass_2.wav,0,11,2,false,Synth Brass 2,63,35_0_B_63_Synth_Brass_2,7,train
44100,35,B,Reed Timbres,35_0_B_64_Soprano_Sax.wav,0,11,2,false,Soprano Sax,64,35_0_B_64_Soprano_Sax,6,train
44100,35,B,Reed Timbres,35_0_B_65_Alto_Sax.wav,0,11,2,false,Alto Sax,65,35_0_B_65_Alto_Sax,12,train
44100,35,B,Reed Timbres,35_0_B_66_Tenor_Sax.wav,0,11,2,false,Tenor Sax,66,35_0_B_66_Tenor_Sax,2,train
44100,35,B,Reed Timbres,35_0_B_67_Baritone_Sax.wav,0,11,2,false,Baritone Sax,67,35_0_B_67_Baritone_Sax,18,test
44100,35,B,Reed Timbres,35_0_B_68_Oboe.wav,0,11,2,false,Oboe,68,35_0_B_68_Oboe,11,train
44100,35,B,Reed Timbres,35_0_B_69_English_Horn.wav,0,11,2,false,English Horn,69,35_0_B_69_English_Horn,1,train
44100,35,B,Reed Timbres,35_0_B_70_Bassoon.wav,0,11,2,false,Bassoon,70,35_0_B_70_Bassoon,18,test
44100,35,B,Reed Timbres,35_0_B_71_Clarinet.wav,0,11,2,false,Clarinet,71,35_0_B_71_Clarinet,19,test
44100,35,B,Pipe Timbres,35_0_B_72_Piccolo.wav,0,11,2,false,Piccolo,72,35_0_B_72_Piccolo,7,train
44100,35,B,Pipe Timbres,35_0_B_73_Flute.wav,0,11,2,false,Flute,73,35_0_B_73_Flute,6,train
44100,35,B,Pipe Timbres,35_0_B_74_Recorder.wav,0,11,2,false,Recorder,74,35_0_B_74_Recorder,10,train
44100,35,B,Pipe Timbres,35_0_B_75_Pan_Flute.wav,0,11,2,false,Pan Flute,75,35_0_B_75_Pan_Flute,6,train
44100,35,B,Pipe Timbres,35_0_B_76_Bottle_Blow.wav,0,11,2,false,Bottle Blow,76,35_0_B_76_Bottle_Blow,8,train
44100,35,B,Pipe Timbres,35_0_B_79_Ocarina.wav,0,11,2,false,Ocarina,79,35_0_B_79_Ocarina,14,train
44100,35,B,Synth Lead,35_0_B_80_Square_Wave_Lead.wav,0,11,2,false,Square Wave Lead,80,35_0_B_80_Square_Wave_Lead,9,train
44100,35,B,Synth Lead,35_0_B_81_Sawtooth_Wave_Lead.wav,0,11,2,false,Sawtooth Wave Lead,81,35_0_B_81_Sawtooth_Wave_Lead,10,train
44100,35,B,Synth Lead,35_0_B_82_Calliope_Lead.wav,0,11,2,false,Calliope Lead,82,35_0_B_82_Calliope_Lead,8,train
44100,35,B,Synth Lead,35_0_B_83_Chiff_Lead.wav,0,11,2,false,Chiff Lead,83,35_0_B_83_Chiff_Lead,9,train
44100,35,B,Synth Lead,35_0_B_84_Charang_Lead.wav,0,11,2,false,Charang Lead,84,35_0_B_84_Charang_Lead,20,test
44100,35,B,Synth Lead,35_0_B_85_Voice_Lead.wav,0,11,2,false,Voice Lead,85,35_0_B_85_Voice_Lead,12,train
44100,35,B,Synth Lead,35_0_B_87_Bass_Lead.wav,0,11,2,false,Bass Lead,87,35_0_B_87_Bass_Lead,17,valid
44100,35,B,Synth Pad,35_0_B_88_New_Age_Pad.wav,0,11,2,false,New Age Pad,88,35_0_B_88_New_Age_Pad,4,train
44100,35,B,Synth Pad,35_0_B_89_Warm_Pad.wav,0,11,2,false,Warm Pad,89,35_0_B_89_Warm_Pad,16,valid
44100,35,B,Synth Pad,35_0_B_90_Polysynth_Pad.wav,0,11,2,false,Polysynth Pad,90,35_0_B_90_Polysynth_Pad,9,train
44100,35,B,Synth Pad,35_0_B_91_Choir_Pad.wav,0,11,2,false,Choir Pad,91,35_0_B_91_Choir_Pad,9,train
44100,35,B,Synth Pad,35_0_B_92_Bowed_Pad.wav,0,11,2,false,Bowed Pad,92,35_0_B_92_Bowed_Pad,16,valid
44100,35,B,Synth Pad,35_0_B_93_Metallic_Pad.wav,0,11,2,false,Metallic Pad,93,35_0_B_93_Metallic_Pad,20,test
44100,35,B,Synth Pad,35_0_B_94_Halo_Pad.wav,0,11,2,false,Halo Pad,94,35_0_B_94_Halo_Pad,16,valid
44100,35,B,Synth Pad,35_0_B_95_Sweep_Pad.wav,0,11,2,false,Sweep Pad,95,35_0_B_95_Sweep_Pad,10,train
44100,35,B,Ethnic Timbres,35_0_B_104_Sitar.wav,0,11,2,false,Sitar,104,35_0_B_104_Sitar,18,test
44100,35,B,Ethnic Timbres,35_0_B_105_Banjo.wav,0,11,2,false,Banjo,105,35_0_B_105_Banjo,1,train
44100,35,B,Ethnic Timbres,35_0_B_106_Shamisen.wav,0,11,2,false,Shamisen,106,35_0_B_106_Shamisen,20,test
44100,35,B,Ethnic Timbres,35_0_B_107_Koto.wav,0,11,2,false,Koto,107,35_0_B_107_Koto,8,train
44100,35,B,Ethnic Timbres,35_0_B_108_Kalimba.wav,0,11,2,false,Kalimba,108,35_0_B_108_Kalimba,14,train
44100,35,B,Ethnic Timbres,35_0_B_109_Bagpipe.wav,0,11,2,false,Bagpipe,109,35_0_B_109_Bagpipe,8,train
44100,35,B,Ethnic Timbres,35_0_B_110_Fiddle.wav,0,11,2,false,Fiddle,110,35_0_B_110_Fiddle,1,train
44100,35,B,Ethnic Timbres,35_0_B_111_Shanai.wav,0,11,2,false,Shanai,111,35_0_B_111_Shanai,20,test
44100,36,C,Piano Timbres,36_1_C_0_Acoustic_Grand_Piano.wav,1,0,3,false,Acoustic Grand Piano,0,36_1_C_0_Acoustic_Grand_Piano,13,train
44100,36,C,Piano Timbres,36_1_C_1_Bright_Acoustic_Piano.wav,1,0,3,false,Bright Acoustic Piano,1,36_1_C_1_Bright_Acoustic_Piano,13,train
44100,36,C,Piano Timbres,36_1_C_2_Electric_Grand_Piano.wav,1,0,3,false,Electric Grand Piano,2,36_1_C_2_Electric_Grand_Piano,16,valid
44100,36,C,Piano Timbres,36_1_C_3_Honky-tonk_Piano.wav,1,0,3,false,Honky-tonk Piano,3,36_1_C_3_Honky-tonk_Piano,16,valid
44100,36,C,Piano Timbres,36_1_C_4_Rhodes_Piano.wav,1,0,3,false,Rhodes Piano,4,36_1_C_4_Rhodes_Piano,3,train
44100,36,C,Piano Timbres,36_1_C_5_Chorused_Piano.wav,1,0,3,false,Chorused Piano,5,36_1_C_5_Chorused_Piano,15,valid
44100,36,C,Piano Timbres,36_1_C_6_Harpsichord.wav,1,0,3,false,Harpsichord,6,36_1_C_6_Harpsichord,16,valid
44100,36,C,Piano Timbres,36_1_C_7_Clavinet.wav,1,0,3,false,Clavinet,7,36_1_C_7_Clavinet,15,valid
44100,36,C,Chromatic Percussion,36_1_C_10_Music_Box.wav,1,0,3,false,Music Box,10,36_1_C_10_Music_Box,15,valid
44100,36,C,Chromatic Percussion,36_1_C_11_Vibraphone.wav,1,0,3,false,Vibraphone,11,36_1_C_11_Vibraphone,9,train
44100,36,C,Chromatic Percussion,36_1_C_12_Marimba.wav,1,0,3,false,Marimba,12,36_1_C_12_Marimba,10,train
44100,36,C,Chromatic Percussion,36_1_C_13_Xylophone.wav,1,0,3,false,Xylophone,13,36_1_C_13_Xylophone,16,valid
44100,36,C,Chromatic Percussion,36_1_C_15_Dulcimer.wav,1,0,3,false,Dulcimer,15,36_1_C_15_Dulcimer,18,test
44100,36,C,Organ Timbres,36_1_C_16_Hammond_Organ.wav,1,0,3,false,Hammond Organ,16,36_1_C_16_Hammond_Organ,5,train
44100,36,C,Organ Timbres,36_1_C_17_Percussive_Organ.wav,1,0,3,false,Percussive Organ,17,36_1_C_17_Percussive_Organ,14,train
44100,36,C,Organ Timbres,36_1_C_18_Rock_Organ.wav,1,0,3,false,Rock Organ,18,36_1_C_18_Rock_Organ,2,train
44100,36,C,Organ Timbres,36_1_C_19_Church_Organ.wav,1,0,3,false,Church Organ,19,36_1_C_19_Church_Organ,14,train
44100,36,C,Organ Timbres,36_1_C_20_Reed_Organ.wav,1,0,3,false,Reed Organ,20,36_1_C_20_Reed_Organ,17,valid
44100,36,C,Guitar Timbres,36_1_C_24_Acoustic_Nylon_Guitar.wav,1,0,3,false,Acoustic Nylon Guitar,24,36_1_C_24_Acoustic_Nylon_Guitar,16,valid
44100,36,C,Guitar Timbres,36_1_C_25_Acoustic_Steel_Guitar.wav,1,0,3,false,Acoustic Steel Guitar,25,36_1_C_25_Acoustic_Steel_Guitar,5,train
44100,36,C,Guitar Timbres,36_1_C_26_Electric_Jazz_Guitar.wav,1,0,3,false,Electric Jazz Guitar,26,36_1_C_26_Electric_Jazz_Guitar,11,train
44100,36,C,Guitar Timbres,36_1_C_27_Electric_Clean_Guitar.wav,1,0,3,false,Electric Clean Guitar,27,36_1_C_27_Electric_Clean_Guitar,9,train
44100,36,C,Guitar Timbres,36_1_C_28_Electric_Muted_Guitar.wav,1,0,3,false,Electric Muted Guitar,28,36_1_C_28_Electric_Muted_Guitar,18,test
44100,36,C,Guitar Timbres,36_1_C_29_Overdriven_Guitar.wav,1,0,3,false,Overdriven Guitar,29,36_1_C_29_Overdriven_Guitar,8,train
44100,36,C,Guitar Timbres,36_1_C_30_Distortion_Guitar.wav,1,0,3,false,Distortion Guitar,30,36_1_C_30_Distortion_Guitar,5,train
44100,36,C,Bass Timbres,36_1_C_32_Acoustic_Bass.wav,1,0,3,false,Acoustic Bass,32,36_1_C_32_Acoustic_Bass,18,test
44100,36,C,Bass Timbres,36_1_C_33_Fingered_Electric_Bass.wav,1,0,3,false,Fingered Electric Bass,33,36_1_C_33_Fingered_Electric_Bass,14,train
44100,36,C,Bass Timbres,36_1_C_34_Plucked_Electric_Bass.wav,1,0,3,false,Plucked Electric Bass,34,36_1_C_34_Plucked_Electric_Bass,6,train
44100,36,C,Bass Timbres,36_1_C_35_Fretless_Bass.wav,1,0,3,false,Fretless Bass,35,36_1_C_35_Fretless_Bass,15,valid
44100,36,C,Bass Timbres,36_1_C_36_Slap_Bass_1.wav,1,0,3,false,Slap Bass 1,36,36_1_C_36_Slap_Bass_1,2,train
44100,36,C,Bass Timbres,36_1_C_37_Slap_Bass_2.wav,1,0,3,false,Slap Bass 2,37,36_1_C_37_Slap_Bass_2,19,test
44100,36,C,Bass Timbres,36_1_C_38_Synth_Bass_1.wav,1,0,3,false,Synth Bass 1,38,36_1_C_38_Synth_Bass_1,6,train
44100,36,C,Bass Timbres,36_1_C_39_Synth_Bass_2.wav,1,0,3,false,Synth Bass 2,39,36_1_C_39_Synth_Bass_2,2,train
44100,36,C,String Timbres,36_1_C_40_Violin.wav,1,0,3,false,Violin,40,36_1_C_40_Violin,6,train
44100,36,C,String Timbres,36_1_C_41_Viola.wav,1,0,3,false,Viola,41,36_1_C_41_Viola,6,train
44100,36,C,String Timbres,36_1_C_42_Cello.wav,1,0,3,false,Cello,42,36_1_C_42_Cello,10,train
44100,36,C,String Timbres,36_1_C_43_Contrabass.wav,1,0,3,false,Contrabass,43,36_1_C_43_Contrabass,17,valid
44100,36,C,String Timbres,36_1_C_44_Tremolo_Strings.wav,1,0,3,false,Tremolo Strings,44,36_1_C_44_Tremolo_Strings,12,train
44100,36,C,String Timbres,36_1_C_45_Pizzicato_Strings.wav,1,0,3,false,Pizzicato Strings,45,36_1_C_45_Pizzicato_Strings,13,train
44100,36,C,String Timbres,36_1_C_46_Orchestral_Harp.wav,1,0,3,false,Orchestral Harp,46,36_1_C_46_Orchestral_Harp,1,train
44100,36,C,Ensemble Timbres,36_1_C_48_String_Ensemble_1.wav,1,0,3,false,String Ensemble 1,48,36_1_C_48_String_Ensemble_1,7,train
44100,36,C,Ensemble Timbres,36_1_C_49_String_Ensemble_2.wav,1,0,3,false,String Ensemble 2,49,36_1_C_49_String_Ensemble_2,12,train
44100,36,C,Ensemble Timbres,36_1_C_50_Synth_Strings_1.wav,1,0,3,false,Synth Strings 1,50,36_1_C_50_Synth_Strings_1,16,valid
44100,36,C,Ensemble Timbres,36_1_C_51_Synth_Strings_2.wav,1,0,3,false,Synth Strings 2,51,36_1_C_51_Synth_Strings_2,6,train
44100,36,C,Ensemble Timbres,"36_1_C_52_Choir_""Aah"".wav",1,0,3,false,"Choir ""Aah""",52,"36_1_C_52_Choir_""Aah""",10,train
44100,36,C,Ensemble Timbres,"36_1_C_53_Choir_""Ooh"".wav",1,0,3,false,"Choir ""Ooh""",53,"36_1_C_53_Choir_""Ooh""",1,train
44100,36,C,Ensemble Timbres,36_1_C_54_Synth_Voice.wav,1,0,3,false,Synth Voice,54,36_1_C_54_Synth_Voice,15,valid
44100,36,C,Brass Timbres,36_1_C_56_Trumpet.wav,1,0,3,false,Trumpet,56,36_1_C_56_Trumpet,14,train
44100,36,C,Brass Timbres,36_1_C_57_Trombone.wav,1,0,3,false,Trombone,57,36_1_C_57_Trombone,3,train
44100,36,C,Brass Timbres,36_1_C_58_Tuba.wav,1,0,3,false,Tuba,58,36_1_C_58_Tuba,12,train
44100,36,C,Brass Timbres,36_1_C_59_Muted_Trumpet.wav,1,0,3,false,Muted Trumpet,59,36_1_C_59_Muted_Trumpet,11,train
44100,36,C,Brass Timbres,36_1_C_60_French_Horn.wav,1,0,3,false,French Horn,60,36_1_C_60_French_Horn,2,train
44100,36,C,Brass Timbres,36_1_C_61_Brass_Section.wav,1,0,3,false,Brass Section,61,36_1_C_61_Brass_Section,18,test
44100,36,C,Brass Timbres,36_1_C_62_Synth_Brass_1.wav,1,0,3,false,Synth Brass 1,62,36_1_C_62_Synth_Brass_1,13,train
44100,36,C,Brass Timbres,36_1_C_63_Synth_Brass_2.wav,1,0,3,false,Synth Brass 2,63,36_1_C_63_Synth_Brass_2,1,train
44100,36,C,Reed Timbres,36_1_C_64_Soprano_Sax.wav,1,0,3,false,Soprano Sax,64,36_1_C_64_Soprano_Sax,20,test
44100,36,C,Reed Timbres,36_1_C_65_Alto_Sax.wav,1,0,3,false,Alto Sax,65,36_1_C_65_Alto_Sax,5,train
