chord_type,path,sampling_rate,inversion,root_note_pitch_class,root_note_name,midi_program_num,midi_program_name,root_note_is_accidental,midi_category,name,fold,set_type
dim,D_dim_6_88_New_Age_Pad.wav,44100,6,2,D,88,New Age Pad,0,Synth Pad,D_dim_6_88_New_Age_Pad,12,train
dim,D_dim_6_89_Warm_Pad.wav,44100,6,2,D,89,Warm Pad,0,Synth Pad,D_dim_6_89_Warm_Pad,7,train
dim,D_dim_6_90_Polysynth_Pad.wav,44100,6,2,D,90,Polysynth Pad,0,Synth Pad,D_dim_6_90_Polysynth_Pad,6,train
dim,D_dim_6_91_Choir_Pad.wav,44100,6,2,D,91,Choir Pad,0,Synth Pad,D_dim_6_91_Choir_Pad,1,train
dim,D_dim_6_92_Bowed_Pad.wav,44100,6,2,D,92,Bowed Pad,0,Synth Pad,D_dim_6_92_Bowed_Pad,20,test
dim,D_dim_6_93_Metallic_Pad.wav,44100,6,2,D,93,Metallic Pad,0,Synth Pad,D_dim_6_93_Metallic_Pad,17,valid
dim,D_dim_6_94_Halo_Pad.wav,44100,6,2,D,94,Halo Pad,0,Synth Pad,D_dim_6_94_Halo_Pad,13,train
dim,D_dim_6_95_Sweep_Pad.wav,44100,6,2,D,95,Sweep Pad,0,Synth Pad,D_dim_6_95_Sweep_Pad,18,test
dim,D_dim_6_104_Sitar.wav,44100,6,2,D,104,Sitar,0,Ethnic Timbres,D_dim_6_104_Sitar,20,test
dim,D_dim_6_105_Banjo.wav,44100,6,2,D,105,Banjo,0,Ethnic Timbres,D_dim_6_105_Banjo,15,valid
dim,D_dim_6_106_Shamisen.wav,44100,6,2,D,106,Shamisen,0,Ethnic Timbres,D_dim_6_106_Shamisen,3,train
dim,D_dim_6_107_Koto.wav,44100,6,2,D,107,Koto,0,Ethnic Timbres,D_dim_6_107_Koto,9,train
dim,D_dim_6_108_Kalimba.wav,44100,6,2,D,108,Kalimba,0,Ethnic Timbres,D_dim_6_108_Kalimba,4,train
dim,D_dim_6_109_Bagpipe.wav,44100,6,2,D,109,Bagpipe,0,Ethnic Timbres,D_dim_6_109_Bagpipe,5,train
dim,D_dim_6_110_Fiddle.wav,44100,6,2,D,110,Fiddle,0,Ethnic Timbres,D_dim_6_110_Fiddle,13,train
dim,D_dim_6_111_Shanai.wav,44100,6,2,D,111,Shanai,0,Ethnic Timbres,D_dim_6_111_Shanai,8,train
dim,D_dim_64_0_Acoustic_Grand_Piano.wav,44100,64,2,D,0,Acoustic Grand Piano,0,Piano Timbres,D_dim_64_0_Acoustic_Grand_Piano,12,train
dim,D_dim_64_1_Bright_Acoustic_Piano.wav,44100,64,2,D,1,Bright Acoustic Piano,0,Piano Timbres,D_dim_64_1_Bright_Acoustic_Piano,9,train
dim,D_dim_64_2_Electric_Grand_Piano.wav,44100,64,2,D,2,Electric Grand Piano,0,Piano Timbres,D_dim_64_2_Electric_Grand_Piano,13,train
dim,D_dim_64_3_Honky-tonk_Piano.wav,44100,64,2,D,3,Honky-tonk Piano,0,Piano Timbres,D_dim_64_3_Honky-tonk_Piano,9,train
dim,D_dim_64_4_Rhodes_Piano.wav,44100,64,2,D,4,Rhodes Piano,0,Piano Timbres,D_dim_64_4_Rhodes_Piano,19,test
dim,D_dim_64_5_Chorused_Piano.wav,44100,64,2,D,5,Chorused Piano,0,Piano Timbres,D_dim_64_5_Chorused_Piano,10,train
dim,D_dim_64_6_Harpsichord.wav,44100,64,2,D,6,Harpsichord,0,Piano Timbres,D_dim_64_6_Harpsichord,12,train
dim,D_dim_64_7_Clavinet.wav,44100,64,2,D,7,Clavinet,0,Piano Timbres,D_dim_64_7_Clavinet,17,valid
dim,D_dim_64_10_Music_Box.wav,44100,64,2,D,10,Music Box,0,Chromatic Percussion,D_dim_64_10_Music_Box,3,train
dim,D_dim_64_11_Vibraphone.wav,44100,64,2,D,11,Vibraphone,0,Chromatic Percussion,D_dim_64_11_Vibraphone,20,test
dim,D_dim_64_12_Marimba.wav,44100,64,2,D,12,Marimba,0,Chromatic Percussion,D_dim_64_12_Marimba,19,test
dim,D_dim_64_13_Xylophone.wav,44100,64,2,D,13,Xylophone,0,Chromatic Percussion,D_dim_64_13_Xylophone,8,train
dim,D_dim_64_15_Dulcimer.wav,44100,64,2,D,15,Dulcimer,0,Chromatic Percussion,D_dim_64_15_Dulcimer,9,train
dim,D_dim_64_16_Hammond_Organ.wav,44100,64,2,D,16,Hammond Organ,0,Organ Timbres,D_dim_64_16_Hammond_Organ,6,train
dim,D_dim_64_17_Percussive_Organ.wav,44100,64,2,D,17,Percussive Organ,0,Organ Timbres,D_dim_64_17_Percussive_Organ,12,train
dim,D_dim_64_18_Rock_Organ.wav,44100,64,2,D,18,Rock Organ,0,Organ Timbres,D_dim_64_18_Rock_Organ,2,train
dim,D_dim_64_19_Church_Organ.wav,44100,64,2,D,19,Church Organ,0,Organ Timbres,D_dim_64_19_Church_Organ,7,train
dim,D_dim_64_20_Reed_Organ.wav,44100,64,2,D,20,Reed Organ,0,Organ Timbres,D_dim_64_20_Reed_Organ,2,train
dim,D_dim_64_24_Acoustic_Nylon_Guitar.wav,44100,64,2,D,24,Acoustic Nylon Guitar,0,Guitar Timbres,D_dim_64_24_Acoustic_Nylon_Guitar,3,train
dim,D_dim_64_25_Acoustic_Steel_Guitar.wav,44100,64,2,D,25,Acoustic Steel Guitar,0,Guitar Timbres,D_dim_64_25_Acoustic_Steel_Guitar,11,train
dim,D_dim_64_26_Electric_Jazz_Guitar.wav,44100,64,2,D,26,Electric Jazz Guitar,0,Guitar Timbres,D_dim_64_26_Electric_Jazz_Guitar,19,test
dim,D_dim_64_27_Electric_Clean_Guitar.wav,44100,64,2,D,27,Electric Clean Guitar,0,Guitar Timbres,D_dim_64_27_Electric_Clean_Guitar,14,train
dim,D_dim_64_28_Electric_Muted_Guitar.wav,44100,64,2,D,28,Electric Muted Guitar,0,Guitar Timbres,D_dim_64_28_Electric_Muted_Guitar,7,train
dim,D_dim_64_29_Overdriven_Guitar.wav,44100,64,2,D,29,Overdriven Guitar,0,Guitar Timbres,D_dim_64_29_Overdriven_Guitar,16,valid
dim,D_dim_64_30_Distortion_Guitar.wav,44100,64,2,D,30,Distortion Guitar,0,Guitar Timbres,D_dim_64_30_Distortion_Guitar,14,train
dim,D_dim_64_32_Acoustic_Bass.wav,44100,64,2,D,32,Acoustic Bass,0,Bass Timbres,D_dim_64_32_Acoustic_Bass,16,valid
dim,D_dim_64_33_Fingered_Electric_Bass.wav,44100,64,2,D,33,Fingered Electric Bass,0,Bass Timbres,D_dim_64_33_Fingered_Electric_Bass,13,train
dim,D_dim_64_34_Plucked_Electric_Bass.wav,44100,64,2,D,34,Plucked Electric Bass,0,Bass Timbres,D_dim_64_34_Plucked_Electric_Bass,20,test
dim,D_dim_64_35_Fretless_Bass.wav,44100,64,2,D,35,Fretless Bass,0,Bass Timbres,D_dim_64_35_Fretless_Bass,18,test
dim,D_dim_64_36_Slap_Bass_1.wav,44100,64,2,D,36,Slap Bass 1,0,Bass Timbres,D_dim_64_36_Slap_Bass_1,13,train
dim,D_dim_64_37_Slap_Bass_2.wav,44100,64,2,D,37,Slap Bass 2,0,Bass Timbres,D_dim_64_37_Slap_Bass_2,20,test
dim,D_dim_64_38_Synth_Bass_1.wav,44100,64,2,D,38,Synth Bass 1,0,Bass Timbres,D_dim_64_38_Synth_Bass_1,17,valid
dim,D_dim_64_39_Synth_Bass_2.wav,44100,64,2,D,39,Synth Bass 2,0,Bass Timbres,D_dim_64_39_Synth_Bass_2,18,test
dim,D_dim_64_40_Violin.wav,44100,64,2,D,40,Violin,0,String Timbres,D_dim_64_40_Violin,13,train
dim,D_dim_64_41_Viola.wav,44100,64,2,D,41,Viola,0,String Timbres,D_dim_64_41_Viola,5,train
dim,D_dim_64_42_Cello.wav,44100,64,2,D,42,Cello,0,String Timbres,D_dim_64_42_Cello,8,train
dim,D_dim_64_43_Contrabass.wav,44100,64,2,D,43,Contrabass,0,String Timbres,D_dim_64_43_Contrabass,3,train
dim,D_dim_64_44_Tremolo_Strings.wav,44100,64,2,D,44,Tremolo Strings,0,String Timbres,D_dim_64_44_Tremolo_Strings,20,test
dim,D_dim_64_45_Pizzicato_Strings.wav,44100,64,2,D,45,Pizzicato Strings,0,String Timbres,D_dim_64_45_Pizzicato_Strings,6,train
dim,D_dim_64_46_Orchestral_Harp.wav,44100,64,2,D,46,Orchestral Harp,0,String Timbres,D_dim_64_46_Orchestral_Harp,20,test
dim,D_dim_64_48_String_Ensemble_1.wav,44100,64,2,D,48,String Ensemble 1,0,Ensemble Timbres,D_dim_64_48_String_Ensemble_1,17,valid
dim,D_dim_64_49_String_Ensemble_2.wav,44100,64,2,D,49,String Ensemble 2,0,Ensemble Timbres,D_dim_64_49_String_Ensemble_2,6,train
dim,D_dim_64_50_Synth_Strings_1.wav,44100,64,2,D,50,Synth Strings 1,0,Ensemble Timbres,D_dim_64_50_Synth_Strings_1,1,train
dim,D_dim_64_51_Synth_Strings_2.wav,44100,64,2,D,51,Synth Strings 2,0,Ensemble Timbres,D_dim_64_51_Synth_Strings_2,4,train
dim,"D_dim_64_52_Choir_""Aah"".wav",44100,64,2,D,52,"Choir ""Aah""",0,Ensemble Timbres,"D_dim_64_52_Choir_""Aah""",16,valid
dim,"D_dim_64_53_Choir_""Ooh"".wav",44100,64,2,D,53,"Choir ""Ooh""",0,Ensemble Timbres,"D_dim_64_53_Choir_""Ooh""",17,valid
dim,D_dim_64_54_Synth_Voice.wav,44100,64,2,D,54,Synth Voice,0,Ensemble Timbres,D_dim_64_54_Synth_Voice,1,train
dim,D_dim_64_56_Trumpet.wav,44100,64,2,D,56,Trumpet,0,Brass Timbres,D_dim_64_56_Trumpet,20,test
dim,D_dim_64_57_Trombone.wav,44100,64,2,D,57,Trombone,0,Brass Timbres,D_dim_64_57_Trombone,20,test
dim,D_dim_64_58_Tuba.wav,44100,64,2,D,58,Tuba,0,Brass Timbres,D_dim_64_58_Tuba,11,train
dim,D_dim_64_59_Muted_Trumpet.wav,44100,64,2,D,59,Muted Trumpet,0,Brass Timbres,D_dim_64_59_Muted_Trumpet,19,test
dim,D_dim_64_60_French_Horn.wav,44100,64,2,D,60,French Horn,0,Brass Timbres,D_dim_64_60_French_Horn,12,train
dim,D_dim_64_61_Brass_Section.wav,44100,64,2,D,61,Brass Section,0,Brass Timbres,D_dim_64_61_Brass_Section,10,train
dim,D_dim_64_62_Synth_Brass_1.wav,44100,64,2,D,62,Synth Brass 1,0,Brass Timbres,D_dim_64_62_Synth_Brass_1,2,train
dim,D_dim_64_63_Synth_Brass_2.wav,44100,64,2,D,63,Synth Brass 2,0,Brass Timbres,D_dim_64_63_Synth_Brass_2,17,valid
dim,D_dim_64_64_Soprano_Sax.wav,44100,64,2,D,64,Soprano Sax,0,Reed Timbres,D_dim_64_64_Soprano_Sax,1,train
dim,D_dim_64_65_Alto_Sax.wav,44100,64,2,D,65,Alto Sax,0,Reed Timbres,D_dim_64_65_Alto_Sax,4,train
dim,D_dim_64_66_Tenor_Sax.wav,44100,64,2,D,66,Tenor Sax,0,Reed Timbres,D_dim_64_66_Tenor_Sax,8,train
dim,D_dim_64_67_Baritone_Sax.wav,44100,64,2,D,67,Baritone Sax,0,Reed Timbres,D_dim_64_67_Baritone_Sax,19,test
dim,D_dim_64_68_Oboe.wav,44100,64,2,D,68,Oboe,0,Reed Timbres,D_dim_64_68_Oboe,13,train
dim,D_dim_64_69_English_Horn.wav,44100,64,2,D,69,English Horn,0,Reed Timbres,D_dim_64_69_English_Horn,1,train
dim,D_dim_64_70_Bassoon.wav,44100,64,2,D,70,Bassoon,0,Reed Timbres,D_dim_64_70_Bassoon,5,train
dim,D_dim_64_71_Clarinet.wav,44100,64,2,D,71,Clarinet,0,Reed Timbres,D_dim_64_71_Clarinet,15,valid
dim,D_dim_64_72_Piccolo.wav,44100,64,2,D,72,Piccolo,0,Pipe Timbres,D_dim_64_72_Piccolo,11,train
dim,D_dim_64_73_Flute.wav,44100,64,2,D,73,Flute,0,Pipe Timbres,D_dim_64_73_Flute,3,train
dim,D_dim_64_74_Recorder.wav,44100,64,2,D,74,Recorder,0,Pipe Timbres,D_dim_64_74_Recorder,11,train
dim,D_dim_64_75_Pan_Flute.wav,44100,64,2,D,75,Pan Flute,0,Pipe Timbres,D_dim_64_75_Pan_Flute,7,train
dim,D_dim_64_76_Bottle_Blow.wav,44100,64,2,D,76,Bottle Blow,0,Pipe Timbres,D_dim_64_76_Bottle_Blow,1,train
dim,D_dim_64_79_Ocarina.wav,44100,64,2,D,79,Ocarina,0,Pipe Timbres,D_dim_64_79_Ocarina,19,test
dim,D_dim_64_80_Square_Wave_Lead.wav,44100,64,2,D,80,Square Wave Lead,0,Synth Lead,D_dim_64_80_Square_Wave_Lead,13,train
dim,D_dim_64_81_Sawtooth_Wave_Lead.wav,44100,64,2,D,81,Sawtooth Wave Lead,0,Synth Lead,D_dim_64_81_Sawtooth_Wave_Lead,20,test
dim,D_dim_64_82_Calliope_Lead.wav,44100,64,2,D,82,Calliope Lead,0,Synth Lead,D_dim_64_82_Calliope_Lead,6,train
dim,D_dim_64_83_Chiff_Lead.wav,44100,64,2,D,83,Chiff Lead,0,Synth Lead,D_dim_64_83_Chiff_Lead,12,train
dim,D_dim_64_84_Charang_Lead.wav,44100,64,2,D,84,Charang Lead,0,Synth Lead,D_dim_64_84_Charang_Lead,20,test
dim,D_dim_64_85_Voice_Lead.wav,44100,64,2,D,85,Voice Lead,0,Synth Lead,D_dim_64_85_Voice_Lead,3,train
dim,D_dim_64_87_Bass_Lead.wav,44100,64,2,D,87,Bass Lead,0,Synth Lead,D_dim_64_87_Bass_Lead,15,valid
dim,D_dim_64_88_New_Age_Pad.wav,44100,64,2,D,88,New Age Pad,0,Synth Pad,D_dim_64_88_New_Age_Pad,8,train
dim,D_dim_64_89_Warm_Pad.wav,44100,64,2,D,89,Warm Pad,0,Synth Pad,D_dim_64_89_Warm_Pad,9,train
dim,D_dim_64_90_Polysynth_Pad.wav,44100,64,2,D,90,Polysynth Pad,0,Synth Pad,D_dim_64_90_Polysynth_Pad,8,train
dim,D_dim_64_91_Choir_Pad.wav,44100,64,2,D,91,Choir Pad,0,Synth Pad,D_dim_64_91_Choir_Pad,14,train
dim,D_dim_64_92_Bowed_Pad.wav,44100,64,2,D,92,Bowed Pad,0,Synth Pad,D_dim_64_92_Bowed_Pad,17,valid
dim,D_dim_64_93_Metallic_Pad.wav,44100,64,2,D,93,Metallic Pad,0,Synth Pad,D_dim_64_93_Metallic_Pad,20,test
dim,D_dim_64_94_Halo_Pad.wav,44100,64,2,D,94,Halo Pad,0,Synth Pad,D_dim_64_94_Halo_Pad,14,train
dim,D_dim_64_95_Sweep_Pad.wav,44100,64,2,D,95,Sweep Pad,0,Synth Pad,D_dim_64_95_Sweep_Pad,7,train
dim,D_dim_64_104_Sitar.wav,44100,64,2,D,104,Sitar,0,Ethnic Timbres,D_dim_64_104_Sitar,5,train
dim,D_dim_64_105_Banjo.wav,44100,64,2,D,105,Banjo,0,Ethnic Timbres,D_dim_64_105_Banjo,19,test
dim,D_dim_64_106_Shamisen.wav,44100,64,2,D,106,Shamisen,0,Ethnic Timbres,D_dim_64_106_Shamisen,8,train
dim,D_dim_64_107_Koto.wav,44100,64,2,D,107,Koto,0,Ethnic Timbres,D_dim_64_107_Koto,13,train
dim,D_dim_64_108_Kalimba.wav,44100,64,2,D,108,Kalimba,0,Ethnic Timbres,D_dim_64_108_Kalimba,10,train
dim,D_dim_64_109_Bagpipe.wav,44100,64,2,D,109,Bagpipe,0,Ethnic Timbres,D_dim_64_109_Bagpipe,11,train
dim,D_dim_64_110_Fiddle.wav,44100,64,2,D,110,Fiddle,0,Ethnic Timbres,D_dim_64_110_Fiddle,6,train
dim,D_dim_64_111_Shanai.wav,44100,64,2,D,111,Shanai,0,Ethnic Timbres,D_dim_64_111_Shanai,4,train
major,D#_major_5_0_Acoustic_Grand_Piano.wav,44100,5,3,D#,0,Acoustic Grand Piano,1,Piano Timbres,D#_major_5_0_Acoustic_Grand_Piano,12,train
major,D#_major_5_1_Bright_Acoustic_Piano.wav,44100,5,3,D#,1,Bright Acoustic Piano,1,Piano Timbres,D#_major_5_1_Bright_Acoustic_Piano,16,valid
major,D#_major_5_2_Electric_Grand_Piano.wav,44100,5,3,D#,2,Electric Grand Piano,1,Piano Timbres,D#_major_5_2_Electric_Grand_Piano,8,train
major,D#_major_5_3_Honky-tonk_Piano.wav,44100,5,3,D#,3,Honky-tonk Piano,1,Piano Timbres,D#_major_5_3_Honky-tonk_Piano,13,train
major,D#_major_5_4_Rhodes_Piano.wav,44100,5,3,D#,4,Rhodes Piano,1,Piano Timbres,D#_major_5_4_Rhodes_Piano,4,train
major,D#_major_5_5_Chorused_Piano.wav,44100,5,3,D#,5,Chorused Piano,1,Piano Timbres,D#_major_5_5_Chorused_Piano,11,train
major,D#_major_5_6_Harpsichord.wav,44100,5,3,D#,6,Harpsichord,1,Piano Timbres,D#_major_5_6_Harpsichord,6,train
major,D#_major_5_7_Clavinet.wav,44100,5,3,D#,7,Clavinet,1,Piano Timbres,D#_major_5_7_Clavinet,6,train
major,D#_major_5_10_Music_Box.wav,44100,5,3,D#,10,Music Box,1,Chromatic Percussion,D#_major_5_10_Music_Box,2,train
major,D#_major_5_11_Vibraphone.wav,44100,5,3,D#,11,Vibraphone,1,Chromatic Percussion,D#_major_5_11_Vibraphone,11,train
major,D#_major_5_12_Marimba.wav,44100,5,3,D#,12,Marimba,1,Chromatic Percussion,D#_major_5_12_Marimba,3,train
major,D#_major_5_13_Xylophone.wav,44100,5,3,D#,13,Xylophone,1,Chromatic Percussion,D#_major_5_13_Xylophone,5,train
major,D#_major_5_15_Dulcimer.wav,44100,5,3,D#,15,Dulcimer,1,Chromatic Percussion,D#_major_5_15_Dulcimer,14,train
major,D#_major_5_16_Hammond_Organ.wav,44100,5,3,D#,16,Hammond Organ,1,Organ Timbres,D#_major_5_16_Hammond_Organ,19,test
major,D#_major_5_17_Percussive_Organ.wav,44100,5,3,D#,17,Percussive Organ,1,Organ Timbres,D#_major_5_17_Percussive_Organ,19,test
major,D#_major_5_18_Rock_Organ.wav,44100,5,3,D#,18,Rock Organ,1,Organ Timbres,D#_major_5_18_Rock_Organ,6,train
major,D#_major_5_19_Church_Organ.wav,44100,5,3,D#,19,Church Organ,1,Organ Timbres,D#_major_5_19_Church_Organ,15,valid
major,D#_major_5_20_Reed_Organ.wav,44100,5,3,D#,20,Reed Organ,1,Organ Timbres,D#_major_5_20_Reed_Organ,7,train
major,D#_major_5_24_Acoustic_Nylon_Guitar.wav,44100,5,3,D#,24,Acoustic Nylon Guitar,1,Guitar Timbres,D#_major_5_24_Acoustic_Nylon_Guitar,3,train
major,D#_major_5_25_Acoustic_Steel_Guitar.wav,44100,5,3,D#,25,Acoustic Steel Guitar,1,Guitar Timbres,D#_major_5_25_Acoustic_Steel_Guitar,11,train
major,D#_major_5_26_Electric_Jazz_Guitar.wav,44100,5,3,D#,26,Electric Jazz Guitar,1,Guitar Timbres,D#_major_5_26_Electric_Jazz_Guitar,18,test
major,D#_major_5_27_Electric_Clean_Guitar.wav,44100,5,3,D#,27,Electric Clean Guitar,1,Guitar Timbres,D#_major_5_27_Electric_Clean_Guitar,18,test
major,D#_major_5_28_Electric_Muted_Guitar.wav,44100,5,3,D#,28,Electric Muted Guitar,1,Guitar Timbres,D#_major_5_28_Electric_Muted_Guitar,10,train
major,D#_major_5_29_Overdriven_Guitar.wav,44100,5,3,D#,29,Overdriven Guitar,1,Guitar Timbres,D#_major_5_29_Overdriven_Guitar,7,train
major,D#_major_5_30_Distortion_Guitar.wav,44100,5,3,D#,30,Distortion Guitar,1,Guitar Timbres,D#_major_5_30_Distortion_Guitar,19,test
major,D#_major_5_32_Acoustic_Bass.wav,44100,5,3,D#,32,Acoustic Bass,1,Bass Timbres,D#_major_5_32_Acoustic_Bass,5,train
major,D#_major_5_33_Fingered_Electric_Bass.wav,44100,5,3,D#,33,Fingered Electric Bass,1,Bass Timbres,D#_major_5_33_Fingered_Electric_Bass,18,test
major,D#_major_5_34_Plucked_Electric_Bass.wav,44100,5,3,D#,34,Plucked Electric Bass,1,Bass Timbres,D#_major_5_34_Plucked_Electric_Bass,4,train
major,D#_major_5_35_Fretless_Bass.wav,44100,5,3,D#,35,Fretless Bass,1,Bass Timbres,D#_major_5_35_Fretless_Bass,19,test
major,D#_major_5_36_Slap_Bass_1.wav,44100,5,3,D#,36,Slap Bass 1,1,Bass Timbres,D#_major_5_36_Slap_Bass_1,20,test
major,D#_major_5_37_Slap_Bass_2.wav,44100,5,3,D#,37,Slap Bass 2,1,Bass Timbres,D#_major_5_37_Slap_Bass_2,4,train
major,D#_major_5_38_Synth_Bass_1.wav,44100,5,3,D#,38,Synth Bass 1,1,Bass Timbres,D#_major_5_38_Synth_Bass_1,2,train
major,D#_major_5_39_Synth_Bass_2.wav,44100,5,3,D#,39,Synth Bass 2,1,Bass Timbres,D#_major_5_39_Synth_Bass_2,15,valid
major,D#_major_5_40_Violin.wav,44100,5,3,D#,40,Violin,1,String Timbres,D#_major_5_40_Violin,16,valid
major,D#_major_5_41_Viola.wav,44100,5,3,D#,41,Viola,1,String Timbres,D#_major_5_41_Viola,9,train
major,D#_major_5_42_Cello.wav,44100,5,3,D#,42,Cello,1,String Timbres,D#_major_5_42_Cello,19,test
major,D#_major_5_43_Contrabass.wav,44100,5,3,D#,43,Contrabass,1,String Timbres,D#_major_5_43_Contrabass,15,valid
major,D#_major_5_44_Tremolo_Strings.wav,44100,5,3,D#,44,Tremolo Strings,1,String Timbres,D#_major_5_44_Tremolo_Strings,16,valid
major,D#_major_5_45_Pizzicato_Strings.wav,44100,5,3,D#,45,Pizzicato Strings,1,String Timbres,D#_major_5_45_Pizzicato_Strings,3,train
major,D#_major_5_46_Orchestral_Harp.wav,44100,5,3,D#,46,Orchestral Harp,1,String Timbres,D#_major_5_46_Orchestral_Harp,7,train
major,D#_major_5_48_String_Ensemble_1.wav,44100,5,3,D#,48,String Ensemble 1,1,Ensemble Timbres,D#_major_5_48_String_Ensemble_1,20,test
major,D#_major_5_49_String_Ensemble_2.wav,44100,5,3,D#,49,String Ensemble 2,1,Ensemble Timbres,D#_major_5_49_String_Ensemble_2,13,train
major,D#_major_5_50_Synth_Strings_1.wav,44100,5,3,D#,50,Synth Strings 1,1,Ensemble Timbres,D#_major_5_50_Synth_Strings_1,18,test
major,D#_major_5_51_Synth_Strings_2.wav,44100,5,3,D#,51,Synth Strings 2,1,Ensemble Timbres,D#_major_5_51_Synth_Strings_2,15,valid
major,"D#_major_5_52_Choir_""Aah"".wav",44100,5,3,D#,52,"Choir ""Aah""",1,Ensemble Timbres,"D#_major_5_52_Choir_""Aah""",20,test
major,"D#_major_5_53_Choir_""Ooh"".wav",44100,5,3,D#,53,"Choir ""Ooh""",1,Ensemble Timbres,"D#_major_5_53_Choir_""Ooh""",8,train
major,D#_major_5_54_Synth_Voice.wav,44100,5,3,D#,54,Synth Voice,1,Ensemble Timbres,D#_major_5_54_Synth_Voice,14,train
major,D#_major_5_56_Trumpet.wav,44100,5,3,D#,56,Trumpet,1,Brass Timbres,D#_major_5_56_Trumpet,13,train
major,D#_major_5_57_Trombone.wav,44100,5,3,D#,57,Trombone,1,Brass Timbres,D#_major_5_57_Trombone,3,train
major,D#_major_5_58_Tuba.wav,44100,5,3,D#,58,Tuba,1,Brass Timbres,D#_major_5_58_Tuba,19,test
major,D#_major_5_59_Muted_Trumpet.wav,44100,5,3,D#,59,Muted Trumpet,1,Brass Timbres,D#_major_5_59_Muted_Trumpet,14,train
major,D#_major_5_60_French_Horn.wav,44100,5,3,D#,60,French Horn,1,Brass Timbres,D#_major_5_60_French_Horn,11,train
major,D#_major_5_61_Brass_Section.wav,44100,5,3,D#,61,Brass Section,1,Brass Timbres,D#_major_5_61_Brass_Section,13,train
major,D#_major_5_62_Synth_Brass_1.wav,44100,5,3,D#,62,Synth Brass 1,1,Brass Timbres,D#_major_5_62_Synth_Brass_1,20,test
major,D#_major_5_63_Synth_Brass_2.wav,44100,5,3,D#,63,Synth Brass 2,1,Brass Timbres,D#_major_5_63_Synth_Brass_2,8,train
major,D#_major_5_64_Soprano_Sax.wav,44100,5,3,D#,64,Soprano Sax,1,Reed Timbres,D#_major_5_64_Soprano_Sax,19,test
major,D#_major_5_65_Alto_Sax.wav,44100,5,3,D#,65,Alto Sax,1,Reed Timbres,D#_major_5_65_Alto_Sax,2,train
major,D#_major_5_66_Tenor_Sax.wav,44100,5,3,D#,66,Tenor Sax,1,Reed Timbres,D#_major_5_66_Tenor_Sax,1,train
major,D#_major_5_67_Baritone_Sax.wav,44100,5,3,D#,67,Baritone Sax,1,Reed Timbres,D#_major_5_67_Baritone_Sax,7,train
major,D#_major_5_68_Oboe.wav,44100,5,3,D#,68,Oboe,1,Reed Timbres,D#_major_5_68_Oboe,14,train
major,D#_major_5_69_English_Horn.wav,44100,5,3,D#,69,English Horn,1,Reed Timbres,D#_major_5_69_English_Horn,16,valid
major,D#_major_5_70_Bassoon.wav,44100,5,3,D#,70,Bassoon,1,Reed Timbres,D#_major_5_70_Bassoon,10,train
major,D#_major_5_71_Clarinet.wav,44100,5,3,D#,71,Clarinet,1,Reed Timbres,D#_major_5_71_Clarinet,7,train
major,D#_major_5_72_Piccolo.wav,44100,5,3,D#,72,Piccolo,1,Pipe Timbres,D#_major_5_72_Piccolo,16,valid
major,D#_major_5_73_Flute.wav,44100,5,3,D#,73,Flute,1,Pipe Timbres,D#_major_5_73_Flute,7,train
major,D#_major_5_74_Recorder.wav,44100,5,3,D#,74,Recorder,1,Pipe Timbres,D#_major_5_74_Recorder,18,test
major,D#_major_5_75_Pan_Flute.wav,44100,5,3,D#,75,Pan Flute,1,Pipe Timbres,D#_major_5_75_Pan_Flute,17,valid
major,D#_major_5_76_Bottle_Blow.wav,44100,5,3,D#,76,Bottle Blow,1,Pipe Timbres,D#_major_5_76_Bottle_Blow,19,test
major,D#_major_5_79_Ocarina.wav,44100,5,3,D#,79,Ocarina,1,Pipe Timbres,D#_major_5_79_Ocarina,7,train
major,D#_major_5_80_Square_Wave_Lead.wav,44100,5,3,D#,80,Square Wave Lead,1,Synth Lead,D#_major_5_80_Square_Wave_Lead,12,train
major,D#_major_5_81_Sawtooth_Wave_Lead.wav,44100,5,3,D#,81,Sawtooth Wave Lead,1,Synth Lead,D#_major_5_81_Sawtooth_Wave_Lead,2,train
major,D#_major_5_82_Calliope_Lead.wav,44100,5,3,D#,82,Calliope Lead,1,Synth Lead,D#_major_5_82_Calliope_Lead,10,train
major,D#_major_5_83_Chiff_Lead.wav,44100,5,3,D#,83,Chiff Lead,1,Synth Lead,D#_major_5_83_Chiff_Lead,6,train
major,D#_major_5_84_Charang_Lead.wav,44100,5,3,D#,84,Charang Lead,1,Synth Lead,D#_major_5_84_Charang_Lead,5,train
major,D#_major_5_85_Voice_Lead.wav,44100,5,3,D#,85,Voice Lead,1,Synth Lead,D#_major_5_85_Voice_Lead,18,test
major,D#_major_5_87_Bass_Lead.wav,44100,5,3,D#,87,Bass Lead,1,Synth Lead,D#_major_5_87_Bass_Lead,6,train
major,D#_major_5_88_New_Age_Pad.wav,44100,5,3,D#,88,New Age Pad,1,Synth Pad,D#_major_5_88_New_Age_Pad,7,train
major,D#_major_5_89_Warm_Pad.wav,44100,5,3,D#,89,Warm Pad,1,Synth Pad,D#_major_5_89_Warm_Pad,20,test
major,D#_major_5_90_Polysynth_Pad.wav,44100,5,3,D#,90,Polysynth Pad,1,Synth Pad,D#_major_5_90_Polysynth_Pad,9,train
