name,dyn1,dyn2,dyn_pair,inst,inflection_point,dyn_category,dyn_subcategory,rvb_lvl,rvb_val,offset_lvl,offset_ms,beats_per_bar,num_bars,beat_subdiv,bpm,num_beats,fold,set_type
subp-3_p-ff_DSnareDrum1_beat4-3_rvb0_off431,p,ff,p-ff,DSnareDrum1,3,subp,subp-3,0,0,2,431,4,1,3,60,4,1,train
subp-3_mp-mf_Agogo_beat4-3_rvb0_off431,mp,mf,mp-mf,Agogo,3,subp,subp-3,0,0,2,431,4,1,3,60,4,12,train
subp-3_mp-mf_Woodblock_beat4-3_rvb0_off431,mp,mf,mp-mf,Woodblock,3,subp,subp-3,0,0,2,431,4,1,3,60,4,14,train
subp-3_mp-mf_TaikoDrum_beat4-3_rvb0_off431,mp,mf,mp-mf,TaikoDrum,3,subp,subp-3,0,0,2,431,4,1,3,60,4,2,train
subp-3_mp-mf_MelodicTom_beat4-3_rvb0_off431,mp,mf,mp-mf,MelodicTom,3,subp,subp-3,0,0,2,431,4,1,3,60,4,6,train
subp-3_mp-mf_DSnareDrum1_beat4-3_rvb0_off431,mp,mf,mp-mf,DSnareDrum1,3,subp,subp-3,0,0,2,431,4,1,3,60,4,18,test
subp-3_mp-f_Agogo_beat4-3_rvb0_off431,mp,f,mp-f,Agogo,3,subp,subp-3,0,0,2,431,4,1,3,60,4,12,train
subp-3_mp-f_Woodblock_beat4-3_rvb0_off431,mp,f,mp-f,Woodblock,3,subp,subp-3,0,0,2,431,4,1,3,60,4,14,train
subp-3_mp-f_TaikoDrum_beat4-3_rvb0_off431,mp,f,mp-f,TaikoDrum,3,subp,subp-3,0,0,2,431,4,1,3,60,4,19,test
subp-3_mp-f_MelodicTom_beat4-3_rvb0_off431,mp,f,mp-f,MelodicTom,3,subp,subp-3,0,0,2,431,4,1,3,60,4,2,train
subp-3_mp-f_DSnareDrum1_beat4-3_rvb0_off431,mp,f,mp-f,DSnareDrum1,3,subp,subp-3,0,0,2,431,4,1,3,60,4,3,train
subp-3_mp-ff_Agogo_beat4-3_rvb0_off431,mp,ff,mp-ff,Agogo,3,subp,subp-3,0,0,2,431,4,1,3,60,4,10,train
subp-3_mp-ff_Woodblock_beat4-3_rvb0_off431,mp,ff,mp-ff,Woodblock,3,subp,subp-3,0,0,2,431,4,1,3,60,4,2,train
subp-3_mp-ff_TaikoDrum_beat4-3_rvb0_off431,mp,ff,mp-ff,TaikoDrum,3,subp,subp-3,0,0,2,431,4,1,3,60,4,4,train
subp-3_mp-ff_MelodicTom_beat4-3_rvb0_off431,mp,ff,mp-ff,MelodicTom,3,subp,subp-3,0,0,2,431,4,1,3,60,4,7,train
subp-3_mp-ff_DSnareDrum1_beat4-3_rvb0_off431,mp,ff,mp-ff,DSnareDrum1,3,subp,subp-3,0,0,2,431,4,1,3,60,4,11,train
subp-3_pp-mf_Agogo_beat4-3_rvb1_off431,pp,mf,pp-mf,Agogo,3,subp,subp-3,1,63,2,431,4,1,3,60,4,18,test
subp-3_pp-mf_Woodblock_beat4-3_rvb1_off431,pp,mf,pp-mf,Woodblock,3,subp,subp-3,1,63,2,431,4,1,3,60,4,9,train
subp-3_pp-mf_TaikoDrum_beat4-3_rvb1_off431,pp,mf,pp-mf,TaikoDrum,3,subp,subp-3,1,63,2,431,4,1,3,60,4,16,valid
subp-3_pp-mf_MelodicTom_beat4-3_rvb1_off431,pp,mf,pp-mf,MelodicTom,3,subp,subp-3,1,63,2,431,4,1,3,60,4,3,train
subp-3_pp-mf_DSnareDrum1_beat4-3_rvb1_off431,pp,mf,pp-mf,DSnareDrum1,3,subp,subp-3,1,63,2,431,4,1,3,60,4,15,valid
subp-3_pp-f_Agogo_beat4-3_rvb1_off431,pp,f,pp-f,Agogo,3,subp,subp-3,1,63,2,431,4,1,3,60,4,15,valid
subp-3_pp-f_Woodblock_beat4-3_rvb1_off431,pp,f,pp-f,Woodblock,3,subp,subp-3,1,63,2,431,4,1,3,60,4,19,test
subp-3_pp-f_TaikoDrum_beat4-3_rvb1_off431,pp,f,pp-f,TaikoDrum,3,subp,subp-3,1,63,2,431,4,1,3,60,4,3,train
subp-3_pp-f_MelodicTom_beat4-3_rvb1_off431,pp,f,pp-f,MelodicTom,3,subp,subp-3,1,63,2,431,4,1,3,60,4,12,train
subp-3_pp-f_DSnareDrum1_beat4-3_rvb1_off431,pp,f,pp-f,DSnareDrum1,3,subp,subp-3,1,63,2,431,4,1,3,60,4,15,valid
subp-3_pp-ff_Agogo_beat4-3_rvb1_off431,pp,ff,pp-ff,Agogo,3,subp,subp-3,1,63,2,431,4,1,3,60,4,12,train
subp-3_pp-ff_Woodblock_beat4-3_rvb1_off431,pp,ff,pp-ff,Woodblock,3,subp,subp-3,1,63,2,431,4,1,3,60,4,12,train
subp-3_pp-ff_TaikoDrum_beat4-3_rvb1_off431,pp,ff,pp-ff,TaikoDrum,3,subp,subp-3,1,63,2,431,4,1,3,60,4,1,train
subp-3_pp-ff_MelodicTom_beat4-3_rvb1_off431,pp,ff,pp-ff,MelodicTom,3,subp,subp-3,1,63,2,431,4,1,3,60,4,10,train
subp-3_pp-ff_DSnareDrum1_beat4-3_rvb1_off431,pp,ff,pp-ff,DSnareDrum1,3,subp,subp-3,1,63,2,431,4,1,3,60,4,3,train
subp-3_p-mf_Agogo_beat4-3_rvb1_off431,p,mf,p-mf,Agogo,3,subp,subp-3,1,63,2,431,4,1,3,60,4,9,train
subp-3_p-mf_Woodblock_beat4-3_rvb1_off431,p,mf,p-mf,Woodblock,3,subp,subp-3,1,63,2,431,4,1,3,60,4,19,test
subp-3_p-mf_TaikoDrum_beat4-3_rvb1_off431,p,mf,p-mf,TaikoDrum,3,subp,subp-3,1,63,2,431,4,1,3,60,4,2,train
subp-3_p-mf_MelodicTom_beat4-3_rvb1_off431,p,mf,p-mf,MelodicTom,3,subp,subp-3,1,63,2,431,4,1,3,60,4,16,valid
subp-3_p-mf_DSnareDrum1_beat4-3_rvb1_off431,p,mf,p-mf,DSnareDrum1,3,subp,subp-3,1,63,2,431,4,1,3,60,4,8,train
subp-3_p-f_Agogo_beat4-3_rvb1_off431,p,f,p-f,Agogo,3,subp,subp-3,1,63,2,431,4,1,3,60,4,5,train
subp-3_p-f_Woodblock_beat4-3_rvb1_off431,p,f,p-f,Woodblock,3,subp,subp-3,1,63,2,431,4,1,3,60,4,9,train
subp-3_p-f_TaikoDrum_beat4-3_rvb1_off431,p,f,p-f,TaikoDrum,3,subp,subp-3,1,63,2,431,4,1,3,60,4,18,test
subp-3_p-f_MelodicTom_beat4-3_rvb1_off431,p,f,p-f,MelodicTom,3,subp,subp-3,1,63,2,431,4,1,3,60,4,10,train
subp-3_p-f_DSnareDrum1_beat4-3_rvb1_off431,p,f,p-f,DSnareDrum1,3,subp,subp-3,1,63,2,431,4,1,3,60,4,6,train
subp-3_p-ff_Agogo_beat4-3_rvb1_off431,p,ff,p-ff,Agogo,3,subp,subp-3,1,63,2,431,4,1,3,60,4,13,train
subp-3_p-ff_Woodblock_beat4-3_rvb1_off431,p,ff,p-ff,Woodblock,3,subp,subp-3,1,63,2,431,4,1,3,60,4,15,valid
subp-3_p-ff_TaikoDrum_beat4-3_rvb1_off431,p,ff,p-ff,TaikoDrum,3,subp,subp-3,1,63,2,431,4,1,3,60,4,6,train
subp-3_p-ff_MelodicTom_beat4-3_rvb1_off431,p,ff,p-ff,MelodicTom,3,subp,subp-3,1,63,2,431,4,1,3,60,4,7,train
subp-3_p-ff_DSnareDrum1_beat4-3_rvb1_off431,p,ff,p-ff,DSnareDrum1,3,subp,subp-3,1,63,2,431,4,1,3,60,4,12,train
subp-3_mp-mf_Agogo_beat4-3_rvb1_off431,mp,mf,mp-mf,Agogo,3,subp,subp-3,1,63,2,431,4,1,3,60,4,1,train
subp-3_mp-mf_Woodblock_beat4-3_rvb1_off431,mp,mf,mp-mf,Woodblock,3,subp,subp-3,1,63,2,431,4,1,3,60,4,5,train
subp-3_mp-mf_TaikoDrum_beat4-3_rvb1_off431,mp,mf,mp-mf,TaikoDrum,3,subp,subp-3,1,63,2,431,4,1,3,60,4,5,train
subp-3_mp-mf_MelodicTom_beat4-3_rvb1_off431,mp,mf,mp-mf,MelodicTom,3,subp,subp-3,1,63,2,431,4,1,3,60,4,9,train
subp-3_mp-mf_DSnareDrum1_beat4-3_rvb1_off431,mp,mf,mp-mf,DSnareDrum1,3,subp,subp-3,1,63,2,431,4,1,3,60,4,17,valid
subp-3_mp-f_Agogo_beat4-3_rvb1_off431,mp,f,mp-f,Agogo,3,subp,subp-3,1,63,2,431,4,1,3,60,4,10,train
subp-3_mp-f_Woodblock_beat4-3_rvb1_off431,mp,f,mp-f,Woodblock,3,subp,subp-3,1,63,2,431,4,1,3,60,4,11,train
subp-3_mp-f_TaikoDrum_beat4-3_rvb1_off431,mp,f,mp-f,TaikoDrum,3,subp,subp-3,1,63,2,431,4,1,3,60,4,14,train
subp-3_mp-f_MelodicTom_beat4-3_rvb1_off431,mp,f,mp-f,MelodicTom,3,subp,subp-3,1,63,2,431,4,1,3,60,4,16,valid
subp-3_mp-f_DSnareDrum1_beat4-3_rvb1_off431,mp,f,mp-f,DSnareDrum1,3,subp,subp-3,1,63,2,431,4,1,3,60,4,7,train
subp-3_mp-ff_Agogo_beat4-3_rvb1_off431,mp,ff,mp-ff,Agogo,3,subp,subp-3,1,63,2,431,4,1,3,60,4,19,test
subp-3_mp-ff_Woodblock_beat4-3_rvb1_off431,mp,ff,mp-ff,Woodblock,3,subp,subp-3,1,63,2,431,4,1,3,60,4,17,valid
subp-3_mp-ff_TaikoDrum_beat4-3_rvb1_off431,mp,ff,mp-ff,TaikoDrum,3,subp,subp-3,1,63,2,431,4,1,3,60,4,11,train
subp-3_mp-ff_MelodicTom_beat4-3_rvb1_off431,mp,ff,mp-ff,MelodicTom,3,subp,subp-3,1,63,2,431,4,1,3,60,4,6,train
subp-3_mp-ff_DSnareDrum1_beat4-3_rvb1_off431,mp,ff,mp-ff,DSnareDrum1,3,subp,subp-3,1,63,2,431,4,1,3,60,4,18,test
subp-3_pp-mf_Agogo_beat4-3_rvb2_off431,pp,mf,pp-mf,Agogo,3,subp,subp-3,2,127,2,431,4,1,3,60,4,2,train
subp-3_pp-mf_Woodblock_beat4-3_rvb2_off431,pp,mf,pp-mf,Woodblock,3,subp,subp-3,2,127,2,431,4,1,3,60,4,20,test
subp-3_pp-mf_TaikoDrum_beat4-3_rvb2_off431,pp,mf,pp-mf,TaikoDrum,3,subp,subp-3,2,127,2,431,4,1,3,60,4,6,train
subp-3_pp-mf_MelodicTom_beat4-3_rvb2_off431,pp,mf,pp-mf,MelodicTom,3,subp,subp-3,2,127,2,431,4,1,3,60,4,8,train
subp-3_pp-mf_DSnareDrum1_beat4-3_rvb2_off431,pp,mf,pp-mf,DSnareDrum1,3,subp,subp-3,2,127,2,431,4,1,3,60,4,16,valid
subp-3_pp-f_Agogo_beat4-3_rvb2_off431,pp,f,pp-f,Agogo,3,subp,subp-3,2,127,2,431,4,1,3,60,4,4,train
subp-3_pp-f_Woodblock_beat4-3_rvb2_off431,pp,f,pp-f,Woodblock,3,subp,subp-3,2,127,2,431,4,1,3,60,4,11,train
subp-3_pp-f_TaikoDrum_beat4-3_rvb2_off431,pp,f,pp-f,TaikoDrum,3,subp,subp-3,2,127,2,431,4,1,3,60,4,7,train
subp-3_pp-f_MelodicTom_beat4-3_rvb2_off431,pp,f,pp-f,MelodicTom,3,subp,subp-3,2,127,2,431,4,1,3,60,4,3,train
subp-3_pp-f_DSnareDrum1_beat4-3_rvb2_off431,pp,f,pp-f,DSnareDrum1,3,subp,subp-3,2,127,2,431,4,1,3,60,4,8,train
subp-3_pp-ff_Agogo_beat4-3_rvb2_off431,pp,ff,pp-ff,Agogo,3,subp,subp-3,2,127,2,431,4,1,3,60,4,7,train
subp-3_pp-ff_Woodblock_beat4-3_rvb2_off431,pp,ff,pp-ff,Woodblock,3,subp,subp-3,2,127,2,431,4,1,3,60,4,8,train
subp-3_pp-ff_TaikoDrum_beat4-3_rvb2_off431,pp,ff,pp-ff,TaikoDrum,3,subp,subp-3,2,127,2,431,4,1,3,60,4,18,test
subp-3_pp-ff_MelodicTom_beat4-3_rvb2_off431,pp,ff,pp-ff,MelodicTom,3,subp,subp-3,2,127,2,431,4,1,3,60,4,3,train
subp-3_pp-ff_DSnareDrum1_beat4-3_rvb2_off431,pp,ff,pp-ff,DSnareDrum1,3,subp,subp-3,2,127,2,431,4,1,3,60,4,19,test
subp-3_p-mf_Agogo_beat4-3_rvb2_off431,p,mf,p-mf,Agogo,3,subp,subp-3,2,127,2,431,4,1,3,60,4,14,train
subp-3_p-mf_Woodblock_beat4-3_rvb2_off431,p,mf,p-mf,Woodblock,3,subp,subp-3,2,127,2,431,4,1,3,60,4,1,train
subp-3_p-mf_TaikoDrum_beat4-3_rvb2_off431,p,mf,p-mf,TaikoDrum,3,subp,subp-3,2,127,2,431,4,1,3,60,4,9,train
subp-3_p-mf_MelodicTom_beat4-3_rvb2_off431,p,mf,p-mf,MelodicTom,3,subp,subp-3,2,127,2,431,4,1,3,60,4,8,train
subp-3_p-mf_DSnareDrum1_beat4-3_rvb2_off431,p,mf,p-mf,DSnareDrum1,3,subp,subp-3,2,127,2,431,4,1,3,60,4,5,train
subp-3_p-f_Agogo_beat4-3_rvb2_off431,p,f,p-f,Agogo,3,subp,subp-3,2,127,2,431,4,1,3,60,4,20,test
subp-3_p-f_Woodblock_beat4-3_rvb2_off431,p,f,p-f,Woodblock,3,subp,subp-3,2,127,2,431,4,1,3,60,4,15,valid
subp-3_p-f_TaikoDrum_beat4-3_rvb2_off431,p,f,p-f,TaikoDrum,3,subp,subp-3,2,127,2,431,4,1,3,60,4,4,train
subp-3_p-f_MelodicTom_beat4-3_rvb2_off431,p,f,p-f,MelodicTom,3,subp,subp-3,2,127,2,431,4,1,3,60,4,3,train
subp-3_p-f_DSnareDrum1_beat4-3_rvb2_off431,p,f,p-f,DSnareDrum1,3,subp,subp-3,2,127,2,431,4,1,3,60,4,13,train
subp-3_p-ff_Agogo_beat4-3_rvb2_off431,p,ff,p-ff,Agogo,3,subp,subp-3,2,127,2,431,4,1,3,60,4,15,valid
subp-3_p-ff_Woodblock_beat4-3_rvb2_off431,p,ff,p-ff,Woodblock,3,subp,subp-3,2,127,2,431,4,1,3,60,4,15,valid
subp-3_p-ff_TaikoDrum_beat4-3_rvb2_off431,p,ff,p-ff,TaikoDrum,3,subp,subp-3,2,127,2,431,4,1,3,60,4,9,train
subp-3_p-ff_MelodicTom_beat4-3_rvb2_off431,p,ff,p-ff,MelodicTom,3,subp,subp-3,2,127,2,431,4,1,3,60,4,19,test
subp-3_p-ff_DSnareDrum1_beat4-3_rvb2_off431,p,ff,p-ff,DSnareDrum1,3,subp,subp-3,2,127,2,431,4,1,3,60,4,18,test
subp-3_mp-mf_Agogo_beat4-3_rvb2_off431,mp,mf,mp-mf,Agogo,3,subp,subp-3,2,127,2,431,4,1,3,60,4,14,train
subp-3_mp-mf_Woodblock_beat4-3_rvb2_off431,mp,mf,mp-mf,Woodblock,3,subp,subp-3,2,127,2,431,4,1,3,60,4,13,train
subp-3_mp-mf_TaikoDrum_beat4-3_rvb2_off431,mp,mf,mp-mf,TaikoDrum,3,subp,subp-3,2,127,2,431,4,1,3,60,4,18,test
subp-3_mp-mf_MelodicTom_beat4-3_rvb2_off431,mp,mf,mp-mf,MelodicTom,3,subp,subp-3,2,127,2,431,4,1,3,60,4,11,train
subp-3_mp-mf_DSnareDrum1_beat4-3_rvb2_off431,mp,mf,mp-mf,DSnareDrum1,3,subp,subp-3,2,127,2,431,4,1,3,60,4,1,train
subp-3_mp-f_Agogo_beat4-3_rvb2_off431,mp,f,mp-f,Agogo,3,subp,subp-3,2,127,2,431,4,1,3,60,4,18,test
subp-3_mp-f_Woodblock_beat4-3_rvb2_off431,mp,f,mp-f,Woodblock,3,subp,subp-3,2,127,2,431,4,1,3,60,4,1,train
subp-3_mp-f_TaikoDrum_beat4-3_rvb2_off431,mp,f,mp-f,TaikoDrum,3,subp,subp-3,2,127,2,431,4,1,3,60,4,2,train
subp-3_mp-f_MelodicTom_beat4-3_rvb2_off431,mp,f,mp-f,MelodicTom,3,subp,subp-3,2,127,2,431,4,1,3,60,4,5,train
subp-3_mp-f_DSnareDrum1_beat4-3_rvb2_off431,mp,f,mp-f,DSnareDrum1,3,subp,subp-3,2,127,2,431,4,1,3,60,4,8,train
subp-3_mp-ff_Agogo_beat4-3_rvb2_off431,mp,ff,mp-ff,Agogo,3,subp,subp-3,2,127,2,431,4,1,3,60,4,1,train
subp-3_mp-ff_Woodblock_beat4-3_rvb2_off431,mp,ff,mp-ff,Woodblock,3,subp,subp-3,2,127,2,431,4,1,3,60,4,19,test
subp-3_mp-ff_TaikoDrum_beat4-3_rvb2_off431,mp,ff,mp-ff,TaikoDrum,3,subp,subp-3,2,127,2,431,4,1,3,60,4,11,train
subp-3_mp-ff_MelodicTom_beat4-3_rvb2_off431,mp,ff,mp-ff,MelodicTom,3,subp,subp-3,2,127,2,431,4,1,3,60,4,10,train
subp-3_mp-ff_DSnareDrum1_beat4-3_rvb2_off431,mp,ff,mp-ff,DSnareDrum1,3,subp,subp-3,2,127,2,431,4,1,3,60,4,10,train
subf-1_pp-mf_Agogo_beat4-3_rvb0_off431,pp,mf,pp-mf,Agogo,1,subf,subf-1,0,0,2,431,4,1,3,60,4,4,train
subf-1_pp-mf_Woodblock_beat4-3_rvb0_off431,pp,mf,pp-mf,Woodblock,1,subf,subf-1,0,0,2,431,4,1,3,60,4,4,train
subf-1_pp-mf_TaikoDrum_beat4-3_rvb0_off431,pp,mf,pp-mf,TaikoDrum,1,subf,subf-1,0,0,2,431,4,1,3,60,4,18,test
subf-1_pp-mf_MelodicTom_beat4-3_rvb0_off431,pp,mf,pp-mf,MelodicTom,1,subf,subf-1,0,0,2,431,4,1,3,60,4,20,test
subf-1_pp-mf_DSnareDrum1_beat4-3_rvb0_off431,pp,mf,pp-mf,DSnareDrum1,1,subf,subf-1,0,0,2,431,4,1,3,60,4,1,train
subf-1_pp-f_Agogo_beat4-3_rvb0_off431,pp,f,pp-f,Agogo,1,subf,subf-1,0,0,2,431,4,1,3,60,4,10,train
subf-1_pp-f_Woodblock_beat4-3_rvb0_off431,pp,f,pp-f,Woodblock,1,subf,subf-1,0,0,2,431,4,1,3,60,4,20,test
subf-1_pp-f_TaikoDrum_beat4-3_rvb0_off431,pp,f,pp-f,TaikoDrum,1,subf,subf-1,0,0,2,431,4,1,3,60,4,19,test
subf-1_pp-f_MelodicTom_beat4-3_rvb0_off431,pp,f,pp-f,MelodicTom,1,subf,subf-1,0,0,2,431,4,1,3,60,4,16,valid
subf-1_pp-f_DSnareDrum1_beat4-3_rvb0_off431,pp,f,pp-f,DSnareDrum1,1,subf,subf-1,0,0,2,431,4,1,3,60,4,11,train
subf-1_pp-ff_Agogo_beat4-3_rvb0_off431,pp,ff,pp-ff,Agogo,1,subf,subf-1,0,0,2,431,4,1,3,60,4,12,train
subf-1_pp-ff_Woodblock_beat4-3_rvb0_off431,pp,ff,pp-ff,Woodblock,1,subf,subf-1,0,0,2,431,4,1,3,60,4,12,train
subf-1_pp-ff_TaikoDrum_beat4-3_rvb0_off431,pp,ff,pp-ff,TaikoDrum,1,subf,subf-1,0,0,2,431,4,1,3,60,4,17,valid
subf-1_pp-ff_MelodicTom_beat4-3_rvb0_off431,pp,ff,pp-ff,MelodicTom,1,subf,subf-1,0,0,2,431,4,1,3,60,4,16,valid
subf-1_pp-ff_DSnareDrum1_beat4-3_rvb0_off431,pp,ff,pp-ff,DSnareDrum1,1,subf,subf-1,0,0,2,431,4,1,3,60,4,16,valid
subf-1_p-mf_Agogo_beat4-3_rvb0_off431,p,mf,p-mf,Agogo,1,subf,subf-1,0,0,2,431,4,1,3,60,4,14,train
subf-1_p-mf_Woodblock_beat4-3_rvb0_off431,p,mf,p-mf,Woodblock,1,subf,subf-1,0,0,2,431,4,1,3,60,4,6,train
subf-1_p-mf_TaikoDrum_beat4-3_rvb0_off431,p,mf,p-mf,TaikoDrum,1,subf,subf-1,0,0,2,431,4,1,3,60,4,4,train
subf-1_p-mf_MelodicTom_beat4-3_rvb0_off431,p,mf,p-mf,MelodicTom,1,subf,subf-1,0,0,2,431,4,1,3,60,4,18,test
subf-1_p-mf_DSnareDrum1_beat4-3_rvb0_off431,p,mf,p-mf,DSnareDrum1,1,subf,subf-1,0,0,2,431,4,1,3,60,4,3,train
subf-1_p-f_Agogo_beat4-3_rvb0_off431,p,f,p-f,Agogo,1,subf,subf-1,0,0,2,431,4,1,3,60,4,1,train
subf-1_p-f_Woodblock_beat4-3_rvb0_off431,p,f,p-f,Woodblock,1,subf,subf-1,0,0,2,431,4,1,3,60,4,19,test
subf-1_p-f_TaikoDrum_beat4-3_rvb0_off431,p,f,p-f,TaikoDrum,1,subf,subf-1,0,0,2,431,4,1,3,60,4,18,test
subf-1_p-f_MelodicTom_beat4-3_rvb0_off431,p,f,p-f,MelodicTom,1,subf,subf-1,0,0,2,431,4,1,3,60,4,17,valid
subf-1_p-f_DSnareDrum1_beat4-3_rvb0_off431,p,f,p-f,DSnareDrum1,1,subf,subf-1,0,0,2,431,4,1,3,60,4,20,test
subf-1_p-ff_Agogo_beat4-3_rvb0_off431,p,ff,p-ff,Agogo,1,subf,subf-1,0,0,2,431,4,1,3,60,4,6,train
subf-1_p-ff_Woodblock_beat4-3_rvb0_off431,p,ff,p-ff,Woodblock,1,subf,subf-1,0,0,2,431,4,1,3,60,4,13,train
subf-1_p-ff_TaikoDrum_beat4-3_rvb0_off431,p,ff,p-ff,TaikoDrum,1,subf,subf-1,0,0,2,431,4,1,3,60,4,9,train
subf-1_p-ff_MelodicTom_beat4-3_rvb0_off431,p,ff,p-ff,MelodicTom,1,subf,subf-1,0,0,2,431,4,1,3,60,4,17,valid
subf-1_p-ff_DSnareDrum1_beat4-3_rvb0_off431,p,ff,p-ff,DSnareDrum1,1,subf,subf-1,0,0,2,431,4,1,3,60,4,16,valid
subf-1_mp-mf_Agogo_beat4-3_rvb0_off431,mp,mf,mp-mf,Agogo,1,subf,subf-1,0,0,2,431,4,1,3,60,4,2,train
subf-1_mp-mf_Woodblock_beat4-3_rvb0_off431,mp,mf,mp-mf,Woodblock,1,subf,subf-1,0,0,2,431,4,1,3,60,4,10,train
subf-1_mp-mf_TaikoDrum_beat4-3_rvb0_off431,mp,mf,mp-mf,TaikoDrum,1,subf,subf-1,0,0,2,431,4,1,3,60,4,16,valid
subf-1_mp-mf_MelodicTom_beat4-3_rvb0_off431,mp,mf,mp-mf,MelodicTom,1,subf,subf-1,0,0,2,431,4,1,3,60,4,8,train
subf-1_mp-mf_DSnareDrum1_beat4-3_rvb0_off431,mp,mf,mp-mf,DSnareDrum1,1,subf,subf-1,0,0,2,431,4,1,3,60,4,5,train
subf-1_mp-f_Agogo_beat4-3_rvb0_off431,mp,f,mp-f,Agogo,1,subf,subf-1,0,0,2,431,4,1,3,60,4,7,train
subf-1_mp-f_Woodblock_beat4-3_rvb0_off431,mp,f,mp-f,Woodblock,1,subf,subf-1,0,0,2,431,4,1,3,60,4,13,train
subf-1_mp-f_TaikoDrum_beat4-3_rvb0_off431,mp,f,mp-f,TaikoDrum,1,subf,subf-1,0,0,2,431,4,1,3,60,4,15,valid
subf-1_mp-f_MelodicTom_beat4-3_rvb0_off431,mp,f,mp-f,MelodicTom,1,subf,subf-1,0,0,2,431,4,1,3,60,4,18,test
subf-1_mp-f_DSnareDrum1_beat4-3_rvb0_off431,mp,f,mp-f,DSnareDrum1,1,subf,subf-1,0,0,2,431,4,1,3,60,4,12,train
subf-1_mp-ff_Agogo_beat4-3_rvb0_off431,mp,ff,mp-ff,Agogo,1,subf,subf-1,0,0,2,431,4,1,3,60,4,1,train
subf-1_mp-ff_Woodblock_beat4-3_rvb0_off431,mp,ff,mp-ff,Woodblock,1,subf,subf-1,0,0,2,431,4,1,3,60,4,5,train
subf-1_mp-ff_TaikoDrum_beat4-3_rvb0_off431,mp,ff,mp-ff,TaikoDrum,1,subf,subf-1,0,0,2,431,4,1,3,60,4,14,train
subf-1_mp-ff_MelodicTom_beat4-3_rvb0_off431,mp,ff,mp-ff,MelodicTom,1,subf,subf-1,0,0,2,431,4,1,3,60,4,5,train
subf-1_mp-ff_DSnareDrum1_beat4-3_rvb0_off431,mp,ff,mp-ff,DSnareDrum1,1,subf,subf-1,0,0,2,431,4,1,3,60,4,1,train
subf-1_pp-mf_Agogo_beat4-3_rvb1_off431,pp,mf,pp-mf,Agogo,1,subf,subf-1,1,63,2,431,4,1,3,60,4,16,valid
subf-1_pp-mf_Woodblock_beat4-3_rvb1_off431,pp,mf,pp-mf,Woodblock,1,subf,subf-1,1,63,2,431,4,1,3,60,4,10,train
subf-1_pp-mf_TaikoDrum_beat4-3_rvb1_off431,pp,mf,pp-mf,TaikoDrum,1,subf,subf-1,1,63,2,431,4,1,3,60,4,15,valid
subf-1_pp-mf_MelodicTom_beat4-3_rvb1_off431,pp,mf,pp-mf,MelodicTom,1,subf,subf-1,1,63,2,431,4,1,3,60,4,7,train
subf-1_pp-mf_DSnareDrum1_beat4-3_rvb1_off431,pp,mf,pp-mf,DSnareDrum1,1,subf,subf-1,1,63,2,431,4,1,3,60,4,14,train
subf-1_pp-f_Agogo_beat4-3_rvb1_off431,pp,f,pp-f,Agogo,1,subf,subf-1,1,63,2,431,4,1,3,60,4,8,train
subf-1_pp-f_Woodblock_beat4-3_rvb1_off431,pp,f,pp-f,Woodblock,1,subf,subf-1,1,63,2,431,4,1,3,60,4,4,train
subf-1_pp-f_TaikoDrum_beat4-3_rvb1_off431,pp,f,pp-f,TaikoDrum,1,subf,subf-1,1,63,2,431,4,1,3,60,4,17,valid
subf-1_pp-f_MelodicTom_beat4-3_rvb1_off431,pp,f,pp-f,MelodicTom,1,subf,subf-1,1,63,2,431,4,1,3,60,4,2,train
subf-1_pp-f_DSnareDrum1_beat4-3_rvb1_off431,pp,f,pp-f,DSnareDrum1,1,subf,subf-1,1,63,2,431,4,1,3,60,4,2,train
subf-1_pp-ff_Agogo_beat4-3_rvb1_off431,pp,ff,pp-ff,Agogo,1,subf,subf-1,1,63,2,431,4,1,3,60,4,1,train
subf-1_pp-ff_Woodblock_beat4-3_rvb1_off431,pp,ff,pp-ff,Woodblock,1,subf,subf-1,1,63,2,431,4,1,3,60,4,18,test
subf-1_pp-ff_TaikoDrum_beat4-3_rvb1_off431,pp,ff,pp-ff,TaikoDrum,1,subf,subf-1,1,63,2,431,4,1,3,60,4,15,valid
subf-1_pp-ff_MelodicTom_beat4-3_rvb1_off431,pp,ff,pp-ff,MelodicTom,1,subf,subf-1,1,63,2,431,4,1,3,60,4,14,train
subf-1_pp-ff_DSnareDrum1_beat4-3_rvb1_off431,pp,ff,pp-ff,DSnareDrum1,1,subf,subf-1,1,63,2,431,4,1,3,60,4,10,train
subf-1_p-mf_Agogo_beat4-3_rvb1_off431,p,mf,p-mf,Agogo,1,subf,subf-1,1,63,2,431,4,1,3,60,4,18,test
subf-1_p-mf_Woodblock_beat4-3_rvb1_off431,p,mf,p-mf,Woodblock,1,subf,subf-1,1,63,2,431,4,1,3,60,4,4,train
subf-1_p-mf_TaikoDrum_beat4-3_rvb1_off431,p,mf,p-mf,TaikoDrum,1,subf,subf-1,1,63,2,431,4,1,3,60,4,17,valid
subf-1_p-mf_MelodicTom_beat4-3_rvb1_off431,p,mf,p-mf,MelodicTom,1,subf,subf-1,1,63,2,431,4,1,3,60,4,19,test
